date,state,city_or_county,n_killed,n_injured,n_total,city_ascii,state_name,state_id,county_name
2014-10-30,Ohio,Belmont County,1,0,1,,,,
2014-10-30,Maryland,Prince George,0,0,0,,,,
2014-10-30,Texas,Harris County,1,0,1,,,,
2014-10-30,California,Boyle Heights,0,0,0,,,,
2014-10-30,Missouri,Lee,1,0,1,,,,
2014-10-30,Texas,Orange County,0,0,0,,,,
2014-10-30,Virginia,Henrico,0,0,0,,,,
2014-10-30,Pennsylvania,Wilkes Barre,0,0,0,,,,
2014-10-30,Rhode Island,Johnston,0,0,0,,,,
2014-10-30,Virginia,North Tazewell,0,0,0,,,,
2014-10-31,Washington,Rainier Valley,0,1,1,,,,
2014-10-31,Florida,Lackawanna,0,1,1,,,,
2014-10-31,Arkansas,Pulaski County,0,1,1,,,,
2014-10-31,Virginia,James City County,0,0,0,,,,
2014-10-31,Louisiana,Plattenville,0,0,0,,,,
2014-10-31,Massachusetts,Stoughton,0,0,0,,,,
2014-10-31,Pennsylvania,Enola ,0,0,0,,,,
2014-10-31,Georgia,Lagrange,0,0,0,,,,
2014-10-31,Georgia,Madison County,0,0,0,,,,
2014-10-31,Nebraska,Nemaha County,0,1,1,,,,
2014-11-01,New Jersey,North Brunswick,0,0,0,,,,
2014-11-01,Wisconsin,Racine County,0,0,0,,,,
2014-11-01,Florida,Orange County,0,2,2,,,,
2014-11-01,Missouri,Platte County,1,0,1,,,,
2014-11-01,Pennsylvania,Upper St,1,0,1,,,,
2014-11-01,Mississippi,Rankin County,0,0,0,,,,
2014-11-01,Missouri,Callaway County,1,0,1,,,,
2014-11-01,Connecticut,Hamden,0,0,0,,,,
2014-11-01,New York,Putnam Valley,0,0,0,,,,
2014-11-01,Washington,Spokane ,2,0,2,,,,
2014-11-01,Louisiana,New Orleans ,0,1,1,,,,
2014-11-01,Texas,Harris County,1,0,1,,,,
2014-11-02,Louisiana,New Orleans ,0,0,0,,,,
2014-11-02,Mississippi,Hancock County,0,0,0,,,,
2014-11-02,Florida,Orange County,0,0,0,,,,
2014-11-02,Georgia,Lee County,0,0,0,,,,
2014-11-02,Louisiana,Saint Roch,0,1,1,,,,
2014-11-02,Massachusetts,Dartmouth,0,1,1,,,,
2014-11-02,Arkansas,Pulaski County,0,1,1,,,,
2014-11-02,Illinois,East St,1,0,1,,,,
2014-11-02,New Jersey,Egg Harbor Township,0,1,1,,,,
2014-11-02,Pennsylvania,Mckeesport,0,2,2,Mckeesport,Pennsylvania,PA,Allegheny
2014-11-02,Kansas,Clay County,0,1,1,,,,
2014-11-02,North Carolina,Winston,0,0,0,,,,
2014-11-03,Oregon,Milton Freewater,0,0,0,,,,
2014-11-03,North Carolina,Winston,0,1,1,,,,
2014-11-03,Ohio,Liberty Township,0,0,0,,,,
2014-11-03,New Jersey,Greenwich Township,0,0,0,,,,
2014-11-03,Michigan,Harrison Township,0,0,0,,,,
2014-11-03,Vermont,Salisbury,0,0,0,,,,
2014-11-03,Texas,Harris County,0,1,1,,,,
2014-11-03,West Virginia,Fayette County,0,0,0,,,,
2014-11-03,Wisconsin,Mcfarland,0,0,0,,,,
2014-11-03,South Carolina,West Ashley,0,2,2,,,,
2014-11-03,Georgia,Lagrange,0,0,0,,,,
2014-11-03,Michigan,Genoa Township,0,0,0,,,,
2014-11-03,New Jersey,Greenwich Township,0,0,0,,,,
2014-11-03,Wisconsin,Frankfort,0,1,1,,,,
2014-11-03,South Carolina,Calhoun County,0,0,0,,,,
2014-11-04,Mississippi,Lamar County,0,1,1,,,,
2014-11-04,Tennessee,Antioch,1,0,1,,,,
2014-11-04,Alabama,Mobile ,0,1,1,,,,
2014-11-04,South Carolina,Beech Island,0,0,0,,,,
2014-11-04,Florida,Orange County,2,0,2,,,,
2014-11-04,New Hampshire,Seabrook,0,0,0,,,,
2014-11-04,South Carolina,Kershaw County,0,0,0,,,,
2014-11-04,New York,Johnsburg,0,0,0,,,,
2014-11-04,California,Natomas,1,0,1,,,,
2014-11-04,Iowa,Washington County,0,1,1,,,,
2014-11-04,New York,Pompey,0,1,1,,,,
2014-11-04,Pennsylvania,Frankford,0,1,1,,,,
2014-11-05,Iowa,Monona County,0,1,1,,,,
2014-11-05,New Jersey,Irvington,0,0,0,,,,
2014-11-05,Kentucky,Floyd County,0,0,0,,,,
2014-11-05,North Carolina,Winston,0,1,1,,,,
2014-11-05,West Virginia,Kanawha County,1,0,1,,,,
2014-11-05,Georgia,Forsyth County,0,0,0,,,,
2014-11-06,North Carolina,Laurel Springs,1,0,1,,,,
2014-11-06,South Carolina,Saint Helena Island,0,0,0,,,,
2014-11-06,New Jersey,Galloway,0,0,0,,,,
2014-11-06,Georgia,Lagrange,0,0,0,,,,
2014-11-06,Tennessee,Kodak,2,0,2,,,,
2014-11-06,Georgia,Spalding County,0,1,1,,,,
2014-11-06,North Carolina,Nebo,0,0,0,,,,
2014-11-06,Florida,Orange County,1,0,1,,,,
2014-11-06,Missouri,Washington County,0,1,1,,,,
2014-11-06,Texas,Harris County,0,1,1,,,,
2014-11-06,North Carolina,Fuquay Varina,1,0,1,,,,
2014-11-06,Alabama,Bryant,1,0,1,,,,
2014-11-06,Wisconsin,Fond Du Lac,0,0,0,,,,
2014-11-06,North Carolina,Winston,0,1,1,,,,
2014-11-07,Louisiana,Albany ,0,0,0,,,,
2014-11-07,South Carolina,Union County,0,1,1,,,,
2014-11-07,Maryland,Fort Meade,0,0,0,,,,
2014-11-07,Pennsylvania,Lancaster County,0,0,0,,,,
2014-11-07,Pennsylvania,Cass Twp,0,1,1,,,,
2014-11-07,Kentucky,Simpson County,1,0,1,,,,
2014-11-07,New Jersey,Teaneck,0,0,0,,,,
2014-11-07,Maine,Arundel,0,0,0,,,,
2014-11-07,Missouri,Lee,0,0,0,,,,
2014-11-07,Texas,Tarrant County,1,0,1,,,,
2014-11-07,Pennsylvania,Bedford County,0,0,0,,,,
2014-11-08,Virginia,James City County,0,0,0,,,,
2014-11-08,Texas,Harris County,1,0,1,,,,
2014-11-08,North Carolina,Winston,0,0,0,,,,
2014-11-08,Alabama,Jefferson County,0,1,1,,,,
2014-11-08,Michigan,Waterford,1,0,1,,,,
2014-11-08,Michigan,Redford Charter Township,1,0,1,,,,
2014-11-08,Alabama,Dallas County,1,0,1,,,,
2014-11-08,Florida,Madison County,0,1,1,,,,
2014-11-08,New York,White Creek,0,0,0,,,,
2014-11-08,Pennsylvania,Chester County,0,2,2,,,,
2014-11-09,Illinois,Texico,1,0,1,,,,
2014-11-09,Georgia,Dekalb County,1,1,2,,,,
2014-11-09,Oklahoma,Mayes County,0,1,1,,,,
2014-11-09,West Virginia,Taylor County,0,1,1,,,,
2014-11-09,Maryland,Montgomery County,0,1,1,,,,
2014-11-09,Minnesota,Carlton County,1,0,1,,,,
2014-11-09,Alabama,Madison County,0,2,2,,,,
2014-11-09,North Carolina,Winston,0,1,1,,,,
2014-11-09,Georgia,Lagrange,0,0,0,,,,
2014-11-09,Florida,Deland,0,1,1,,,,
2014-11-09,Texas,Harris County,0,1,1,,,,
2014-11-09,Virginia,Middlesex County,1,0,1,,,,
2014-11-09,Tennessee,Old Hickory,0,0,0,,,,
2014-11-09,New York,Henrietta,0,1,1,,,,
2014-11-09,South Carolina,Daufuskie Island,0,0,0,,,,
2014-11-09,Texas,Harris County,1,0,1,,,,
2014-11-10,Alabama,Mccalla,1,0,1,,,,
2014-11-10,Texas,Harris County,0,1,1,,,,
2014-11-10,Louisiana,Iberia Parish,0,1,1,,,,
2014-11-10,Hawaii,Ala Moana,0,0,0,,,,
2014-11-10,Alabama,Mccalla,0,0,0,,,,
2014-11-10,South Carolina,Dixiana,1,0,1,,,,
2014-11-10,Kentucky,Laurel County,0,0,0,,,,
2014-11-10,Georgia,Floyd County,0,0,0,,,,
2014-11-10,Florida,Ormond Beach ,0,0,0,,,,
2014-11-10,Texas,Harris County,0,1,1,,,,
2014-11-10,Florida,Escambia County,1,0,1,,,,
2014-11-10,Illinois,Madison County,1,0,1,,,,
2014-11-10,Massachusetts,Dracut,0,0,0,,,,
2014-11-10,Michigan,Wallace,1,0,1,,,,
2014-11-10,North Carolina,Winston,0,1,1,,,,
2014-11-10,Vermont,Colchester,0,0,0,,,,
2014-11-10,Missouri,Graff,1,0,1,,,,
2014-11-10,Georgia,Lagrange,0,0,0,,,,
2014-11-10,Illinois,East St,1,0,1,,,,
2014-11-10,New Jersey,Greenville,0,0,0,,,,
2014-11-10,Kentucky,Whitley County,0,0,0,,,,
2014-11-11,Michigan,Shelby Charter Township,0,0,0,,,,
2014-11-11,Texas,Harris County,0,1,1,,,,
2014-11-11,Tennessee,Houston,0,1,1,,,,
2014-11-11,Maine,Rome,0,0,0,,,,
2014-11-11,New York,New York ,1,0,1,,,,
2014-11-11,Texas,Greenwood,2,0,2,,,,
2014-11-11,Tennessee,Madison,0,0,0,,,,
2014-11-11,Utah,East Millcreek,2,0,2,,,,
2014-11-11,South Carolina,Seabrook,0,1,1,,,,
2014-11-11,Texas,Harris County,0,1,1,,,,
2014-11-11,Ohio,Montgomery County,0,0,0,,,,
2014-11-11,Pennsylvania,Dubois,0,0,0,,,,
2014-11-11,New Jersey,Ewing Township,0,0,0,,,,
2014-11-11,West Virginia,Campbells Creek,0,0,0,,,,
2014-11-12,Illinois,East Saint Louis ,1,0,1,,,,
2014-11-12,Georgia,Dekalb County,0,2,2,,,,
2014-11-12,Virginia,Fairfax County,0,0,0,,,,
2014-11-12,Florida,Deland,0,1,1,,,,
2014-11-12,New Hampshire,Auburn,0,0,0,,,,
2014-11-12,North Carolina,Duplin County,1,0,1,,,,
2014-11-12,Idaho,Coeur D Alene,0,0,0,,,,
2014-11-12,North Carolina,New Hanover County,0,0,0,,,,
2014-11-12,Georgia,Dougherty County,0,0,0,,,,
2014-11-12,Texas,Brazoria County,0,2,2,,,,
2014-11-12,Texas,Harris County,0,0,0,,,,
2014-11-12,Louisiana,Franklin Parish,0,0,0,,,,
2014-11-12,New Jersey,Ewing,0,0,0,,,,
2014-11-13,Georgia,Bulloch County,0,0,0,,,,
2014-11-13,Louisiana,Shreveport ,0,0,0,,,,
2014-11-13,California,Highland Park,1,0,1,,,,
2014-11-13,Georgia,Fulton County,1,0,1,,,,
2014-11-13,Vermont,Braintree,0,0,0,,,,
2014-11-13,Pennsylvania,Pittsburgh ,0,0,0,,,,
2014-11-13,Ohio,Cleveland ,0,1,1,,,,
2014-11-13,Ohio,Medway,0,0,0,,,,
2014-11-13,Illinois,Chicago ,0,2,2,,,,
2014-11-13,Louisiana,New Orleans ,1,0,1,,,,
2014-11-13,Massachusetts,Montague,0,0,0,,,,
2014-11-13,Maine,Cornish,0,0,0,,,,
2014-11-13,Georgia,Lagrange,0,0,0,,,,
2014-11-14,South Carolina,Lexington County,1,0,1,,,,
2014-11-14,Florida,Port St,0,0,0,,,,
2014-11-14,Montana,Beaverhead County,0,1,1,,,,
2014-11-14,Virginia,Dulles,0,0,0,,,,
2014-11-14,Pennsylvania,Northumberland County,0,0,0,,,,
2014-11-14,South Carolina,James Island,0,1,1,,,,
2014-11-14,Wisconsin,Lafayette,1,1,2,,,,
2014-11-14,Connecticut,Hamden,0,0,0,,,,
2014-11-14,Maine,Augusta ,0,0,0,,,,
2014-11-14,Michigan,Watertown Township,0,1,1,,,,
2014-11-14,Mississippi,Bay St,0,1,1,,,,
2014-11-14,South Carolina,West Ashley,0,0,0,,,,
2014-11-14,California,San Pedro,0,0,0,,,,
2014-11-15,Mississippi,Monroe County,0,0,0,,,,
2014-11-15,Tennessee,Sullivan County,0,0,0,,,,
2014-11-15,Texas,Smith County,2,0,2,,,,
2014-11-15,Tennessee,Humphreys County,0,0,0,,,,
2014-11-15,Pennsylvania,Luzerne County,0,1,1,,,,
2014-11-15,Florida,Eglin Afb,0,0,0,,,,
2014-11-15,Pennsylvania,Wilkes Barre,0,1,1,,,,
2014-11-15,New Mexico,Penasco,2,0,2,Penasco,New Mexico,NM,Taos
2014-11-15,Kentucky,Bullitt County,1,0,1,,,,
2014-11-15,Florida,Escambia County,1,2,3,,,,
2014-11-15,Florida,Port St,0,1,1,,,,
2014-11-15,Texas,Fort Bend County,1,0,1,,,,
2014-11-15,Florida,Escambia County,0,1,1,,,,
2014-11-15,New Jersey,Irvington,1,0,1,,,,
2014-11-15,Delaware,Lincoln,0,1,1,,,,
2014-11-15,New York,East Fishkill,0,1,1,,,,
2014-11-15,South Carolina,Dillon County,3,0,3,,,,
2014-11-15,Pennsylvania,Luzerne County,0,0,0,,,,
2014-11-15,Texas,Bexar County,0,2,2,,,,
2014-11-16,Alabama,Madison County,0,1,1,,,,
2014-11-16,Mississippi,Kemper County,0,1,1,,,,
2014-11-16,Pennsylvania,Wilkes,0,0,0,,,,
2014-11-16,Michigan,White Lake,0,0,0,,,,
2014-11-16,Texas,Harris County,1,0,1,,,,
2014-11-16,Florida,Greenacres,0,1,1,,,,
2014-11-16,Pennsylvania,Luzerne County,0,0,0,,,,
2014-11-16,Kentucky,Shelby County,1,0,1,,,,
2014-11-16,Florida,Hillsborough County,0,1,1,,,,
2014-11-17,Arkansas,Saline County,0,0,0,,,,
2014-11-17,North Carolina,Columbus County,0,1,1,,,,
2014-11-17,Nevada,Washoe County,0,0,0,,,,
2014-11-17,New York,Pittstown,0,0,0,,,,
2014-11-17,Florida,Indian River County,1,0,1,,,,
2014-11-17,Georgia,Chatham County,0,0,0,,,,
2014-11-17,Virginia,Dulles,0,0,0,,,,
2014-11-17,Utah,Cache County,0,0,0,,,,
2014-11-17,Pennsylvania,Sheraden,2,1,3,,,,
2014-11-17,Florida,Opa,1,0,1,,,,
2014-11-17,Mississippi,Marion County,1,0,1,,,,
2014-11-17,Oklahoma,Creek County,2,0,2,,,,
2014-11-17,New York,Thompson,0,0,0,,,,
2014-11-17,New York,Grand Gorge,0,0,0,,,,
2014-11-17,Georgia,Lagrange,0,0,0,,,,
2014-11-17,Maine,Chesterville,0,0,0,,,,
2014-11-17,New Jersey,Wayne,0,0,0,,,,
2014-11-18,Massachusetts,Dorchester,0,1,1,,,,
2014-11-18,Michigan,Kalkaska County,2,0,2,,,,
2014-11-18,North Carolina,Winston,0,0,0,,,,
2014-11-18,Pennsylvania,Perry County,0,0,0,,,,
2014-11-18,Vermont,Townshend,2,0,2,,,,
2014-11-18,Arkansas,Elizabeth,0,0,0,,,,
2014-11-18,Vermont,Eden,0,0,0,,,,
2014-11-18,Hawaii,Kailua Kona,0,0,0,,,,
2014-11-18,Wisconsin,Fond Du Lac,0,0,0,,,,
2014-11-18,Texas,Montgomery County,0,0,0,,,,
2014-11-19,Georgia,Lagrange,0,0,0,,,,
2014-11-19,Pennsylvania,Wilkes Barre,0,1,1,,,,
2014-11-19,Connecticut,Coventry,0,0,0,,,,
2014-11-19,North Dakota,Ward County,0,2,2,,,,
2014-11-20,Maine,Mattawamkeag,0,1,1,,,,
2014-11-20,Alabama,Blount County,1,0,1,,,,
2014-11-20,Georgia,Lagrange,0,0,0,,,,
2014-11-20,Maine,Strong,0,0,0,,,,
2014-11-20,Vermont,Grafton,0,0,0,,,,
2014-11-20,Oklahoma,Seminole County,0,0,0,,,,
2014-11-20,California,Riverside County,0,0,0,,,,
2014-11-20,New York,Kirkwood,0,0,0,,,,
2014-11-20,Vermont,New Haven,0,0,0,,,,
2014-11-20,Illinois,Zion ,0,0,0,,,,
2014-11-20,Alabama,Lauderdale County,0,0,0,,,,
2014-11-20,Louisiana,Richland Parish,1,0,1,,,,
2014-11-20,Mississippi,Forrest County,0,1,1,,,,
2014-11-20,California,El Dorado County,0,0,0,,,,
2014-11-21,Maine,York County,0,0,0,,,,
2014-11-21,Massachusetts,Wareham,0,0,0,,,,
2014-11-21,Massachusetts,Dorchester,0,0,0,,,,
2014-11-21,Vermont,St Johnsbury,0,3,3,,,,
2014-11-21,California,Van Nuys,1,0,1,,,,
2014-11-21,Maine,Buxton,0,0,0,,,,
2014-11-21,Ohio,Preble County,0,0,0,,,,
2014-11-22,New York,Amherst,0,0,0,,,,
2014-11-22,New Jersey,Irvington,2,0,2,,,,
2014-11-22,Alabama,Butler County,2,0,2,,,,
2014-11-22,Oregon,Yamhill County,0,0,0,,,,
2014-11-22,New Jersey,West Windsor,1,0,1,,,,
2014-11-22,Maine,Alna,1,1,2,,,,
2014-11-22,Wisconsin,Prairie Du Chien,0,0,0,,,,
2014-11-23,New York,York,0,1,1,,,,
2014-11-23,Wisconsin,Vernon County,0,1,1,,,,
2014-11-23,Louisiana,Lincoln Parish,1,0,1,,,,
2014-11-23,Georgia,Gwinnett County,0,0,0,,,,
2014-11-23,Florida,Orange County,1,0,1,,,,
2014-11-23,Florida,Orange County,1,0,1,,,,
2014-11-23,Pennsylvania,Springettsbury Township,0,1,1,,,,
2014-11-23,Florida,Jackson County,0,1,1,,,,
2014-11-23,Massachusetts,Dorchester,0,0,0,,,,
2014-11-23,Arkansas,Johnson County,0,0,0,,,,
2014-11-23,New Jersey,Wyckoff,0,0,0,,,,
2014-11-23,New York,Stafford,0,0,0,,,,
2014-11-23,Alabama,Ralph,0,1,1,,,,
2014-11-23,Ohio,Dayton ,0,0,0,,,,
2014-11-23,New York,Beekman,0,0,0,,,,
2014-11-24,Tennessee,Dekalb County,1,1,2,,,,
2014-11-24,Kentucky,Clinton County,2,0,2,,,,
2014-11-24,Vermont,Shaftsbury,0,0,0,,,,
2014-11-24,Georgia,Dekalb County,2,0,2,,,,
2014-11-24,North Carolina,Nebo,0,0,0,,,,
2014-11-24,Florida,Indian River County,0,1,1,,,,
2014-11-24,Georgia,Cobb County,0,0,0,,,,
2014-11-24,Maine,Buxton,0,0,0,,,,
2014-11-24,North Carolina,Winston,0,1,1,,,,
2014-11-25,Indiana,Jasper County,0,1,1,,,,
2014-11-25,Tennessee,Madison County,0,1,1,,,,
2014-11-25,North Carolina,Arden,0,0,0,,,,
2014-11-25,Michigan,Rochester ,0,1,1,,,,
2014-11-25,Texas,Hale County,0,1,1,,,,
2014-11-25,Ohio,Sylvania Township,1,2,3,,,,
2014-11-25,Florida,Escambia County,1,0,1,,,,
2014-11-25,Arkansas,Lonoke County,0,0,0,,,,
2014-11-25,Connecticut,Hamden,0,1,1,,,,
2014-11-25,California,Boyle Heights,1,0,1,,,,
2014-11-25,Florida,Daytona Beach ,0,0,0,,,,
2014-11-25,Florida,Escambia County,0,1,1,,,,
2014-11-26,New York,Livingston County,0,0,0,,,,
2014-11-26,Wisconsin,Portage County,0,1,1,,,,
2014-11-26,New York,Laguardia,0,0,0,,,,
2014-11-26,North Carolina,Pitt County,0,1,1,,,,
2014-11-26,California,Sloughhouse,0,2,2,,,,
2014-11-26,Florida,Pasco County,0,0,0,,,,
2014-11-26,Texas,Bell County,1,0,1,,,,
2014-11-26,Michigan,Muskegon ,0,1,1,,,,
2014-11-26,New Mexico,Laborcita Canyon,0,0,0,,,,
2014-11-26,Maine,Strong,0,0,0,,,,
2014-11-26,Pennsylvania,Maxatawny,0,0,0,,,,
2014-11-26,Michigan,Canton,0,0,0,,,,
2014-11-27,Tennessee,Bradley County,0,0,0,,,,
2014-11-27,Tennessee,Robertson County,0,1,1,,,,
2014-11-27,New York,Cortlandt,0,0,0,,,,
2014-11-27,New Jersey,Jackson,0,0,0,,,,
2014-11-27,Maine,Gouldsboro,2,0,2,,,,
2014-11-27,New York,Buskirk,0,0,0,,,,
2014-11-27,Florida,Hillsborough County,1,0,1,,,,
2014-11-27,Wisconsin,La Crosse County,0,1,1,,,,
2014-11-28,Maine,Easton,0,0,0,,,,
2014-11-28,Georgia,Atlanta ,0,1,1,,,,
2014-11-28,New Jersey,Irvington,0,0,0,,,,
2014-11-28,South Carolina,Richland County,0,0,0,,,,
2014-11-28,Pennsylvania,Swatara Township,0,0,0,,,,
2014-11-28,Tennessee,Hamilton County,0,0,0,,,,
2014-11-28,New York,Wawarsing,0,0,0,,,,
2014-11-29,Illinois,East St,1,0,1,,,,
2014-11-29,Wisconsin,Manitowoc County,0,1,1,,,,
2014-11-29,Alabama,Lawrence County,0,1,1,,,,
2014-11-29,Georgia,Lagrange,0,1,1,,,,
2014-11-29,Texas,Randall,0,1,1,,,,
2014-11-29,Wisconsin,Eau Claire County,0,1,1,,,,
2014-11-29,New York,Edinburg,0,0,0,,,,
2014-11-29,New Hampshire,Middleton,0,0,0,,,,
2014-11-29,South Carolina,Horry County,1,0,1,,,,
2014-11-30,Pennsylvania,Chester Township,0,0,0,,,,
2014-11-30,North Carolina,Wake County,0,0,0,,,,
2014-11-30,North Carolina,Robeson County,3,0,3,,,,
2014-11-30,California,Los Angeles ,0,1,1,,,,
2014-11-30,Idaho,Coeur D,1,0,1,,,,
2014-11-30,Georgia,Clayton County,0,0,0,,,,
2014-11-30,Illinois,East St,1,0,1,,,,
2014-11-30,Florida,Polk County,0,1,1,,,,
2014-11-30,Michigan,Fruitport Township,0,0,0,,,,
2014-11-30,Louisiana,Shreveport ,0,0,0,,,,
2014-11-30,Kansas,Sedgwick County,0,1,1,,,,
2014-12-01,New York,Moriah,0,1,1,,,,
2014-12-01,Massachusetts,Yarmouth,0,0,0,,,,
2014-12-01,West Virginia,Monongalia County,5,0,5,,,,
2014-12-01,Texas,Harris County,0,1,1,,,,
2014-12-01,New Jersey,Edison,0,0,0,,,,
2014-12-01,North Carolina,Winston,0,0,0,,,,
2014-12-01,Ohio,Muskingum County,1,0,1,,,,
2014-12-01,Texas,Harris County,1,0,1,,,,
2014-12-01,Texas,Mcallen,0,1,1,,,,
2014-12-01,Florida,Orlando ,0,2,2,,,,
2014-12-01,Louisiana,Shreveport ,0,0,0,,,,
2014-12-01,Florida,Tampa ,1,0,1,,,,
2014-12-01,Florida,Fort Lauderdale ,1,0,1,,,,
2014-12-01,Florida,Orange County,1,0,1,,,,
2014-12-02,Massachusetts,Bernardston,1,0,1,,,,
2014-12-02,Virginia,Ringgold,0,0,0,,,,
2014-12-02,South Carolina,Berkeley County,1,0,1,,,,
2014-12-02,South Carolina,Dorchester County,1,0,1,,,,
2014-12-02,Indiana,Clark County,0,0,0,,,,
2014-12-02,West Virginia,Leivasy,1,0,1,,,,
2014-12-02,South Carolina,Horry County,0,0,0,,,,
2014-12-03,California,Santa Cruz County,0,0,0,,,,
2014-12-03,New York,Fallsburg,0,0,0,,,,
2014-12-03,North Carolina,Johnston County,1,0,1,,,,
2014-12-03,North Carolina,Cabarrus County,3,1,4,,,,
2014-12-03,Texas,Jim Wells County,0,0,0,,,,
2014-12-03,South Carolina,Richland County,0,1,1,,,,
2014-12-03,Indiana,Clark County,0,0,0,,,,
2014-12-03,South Carolina,Saint Helena Island,0,0,0,,,,
2014-12-03,North Carolina,Winston Salem ,0,2,2,,,,
2014-12-03,Mississippi,Clarke County,0,1,1,,,,
2014-12-04,Connecticut,Hamden,0,1,1,,,,
2014-12-04,Texas,Garza County,0,0,0,,,,
2014-12-04,California,Humboldt,0,0,0,,,,
2014-12-04,Connecticut,Vernon,0,0,0,,,,
2014-12-04,Mississippi,Pontotoc County,0,1,1,,,,
2014-12-04,Utah,Salt Lake City ,1,0,1,,,,
2014-12-04,North Carolina,Pitt County,0,1,1,,,,
2014-12-05,Texas,Parker County,0,1,1,,,,
2014-12-05,Texas,Swisher County,0,0,0,,,,
2014-12-05,North Carolina,Mount Ulla,0,0,0,,,,
2014-12-05,Vermont,Brattleboro ,0,0,0,,,,
2014-12-05,New York,North Bangor,0,0,0,,,,
2014-12-06,Michigan,Jackson County,1,0,1,,,,
2014-12-06,Colorado,Canon City,0,1,1,Canon City,Colorado,CO,Fremont
2014-12-06,Mississippi,Copiah,1,0,1,,,,
2014-12-06,New York,Corona ,0,0,0,,,,
2014-12-06,Colorado,Canon City,0,0,0,Canon City,Colorado,CO,Fremont
2014-12-07,Florida,Broward,0,1,1,,,,
2014-12-07,Indiana,Martin County,0,1,1,,,,
2014-12-07,Texas,Erath County,0,2,2,,,,
2014-12-07,Mississippi,Monroe,0,0,0,,,,
2014-12-08,California,Napa County,1,0,1,,,,
2014-12-08,Florida,Eglin Afb,0,0,0,,,,
2014-12-08,Missouri,Warren,0,0,0,,,,
2014-12-08,Florida,Orange County,0,1,1,,,,
2014-12-08,South Carolina,Saint Helena Island,0,1,1,,,,
2014-12-08,New York,New Lebanon,0,0,0,,,,
2014-12-08,Alaska,Barrow,1,0,1,,,,
2014-12-09,Kentucky,Barren County,0,1,1,,,,
2014-12-09,Utah,Box Elder,0,0,0,,,,
2014-12-09,Pennsylvania,Lower Swatara,0,0,0,,,,
2014-12-09,Oregon,Eagle Creek,1,0,1,,,,
2014-12-09,South Carolina,James Island,0,1,1,,,,
2014-12-09,Michigan,Redford Charter Township,0,1,1,,,,
2014-12-09,South Carolina,Adams Run,0,1,1,,,,
2014-12-09,Maryland,East Arlington,0,1,1,,,,
2014-12-09,Massachusetts,Brighton,0,0,0,,,,
2014-12-09,Connecticut,Hamden,0,1,1,,,,
2014-12-09,Mississippi,Lee,2,0,2,,,,
2014-12-10,Montana,Gallatin County,0,0,0,,,,
2014-12-10,South Carolina,Saint Helena Island,0,0,0,,,,
2014-12-10,North Carolina,Gold Hill,0,0,0,,,,
2014-12-10,Florida,Opa Locka,0,0,0,,,,
2014-12-10,Hawaii,Nanakuli,0,1,1,Nanakuli,Hawaii,HI,Honolulu
2014-12-10,Colorado,Jefferson County,1,0,1,,,,
2014-12-10,New York,Penfield,0,1,1,,,,
2014-12-11,New York,Lagrangeville,0,0,0,,,,
2014-12-11,Michigan,Oakland,0,0,0,,,,
2014-12-11,Colorado,Canon City,1,0,1,Canon City,Colorado,CO,Fremont
2014-12-11,South Carolina,Wadmalaw Island,1,0,1,,,,
2014-12-11,Louisiana,Jefferson Parish,0,1,1,,,,
2014-12-11,Louisiana,Jefferson Parish,0,1,1,,,,
2014-12-11,Pennsylvania,New Kensington ,2,0,2,,,,
2014-12-12,Virginia,Henrico,0,0,0,,,,
2014-12-12,Louisiana,La Place ,0,0,0,,,,
2014-12-12,Pennsylvania,Wilkes Barre,0,1,1,,,,
2014-12-12,Delaware,Cedar Heights,1,0,1,,,,
2014-12-12,Colorado,Jefferson County,1,0,1,,,,
2014-12-12,Pennsylvania,Beltzhoover,1,0,1,,,,
2014-12-12,Texas,Randall County,1,0,1,,,,
2014-12-12,Nevada,Lincoln County,1,0,1,,,,
2014-12-12,Pennsylvania,Wilkes Barre,0,0,0,,,,
2014-12-12,South Carolina,West Ashley,0,0,0,,,,
2014-12-12,Ohio,Hamilton County,0,0,0,,,,
2014-12-13,New Jersey,Montclair,0,1,1,,,,
2014-12-13,Florida,Saint Johns,1,0,1,,,,
2014-12-13,Iowa,Keokuk County,0,1,1,,,,
2014-12-13,South Carolina,Saint Helena Island,0,0,0,,,,
2014-12-13,Louisiana,Broadmoor,0,1,1,,,,
2014-12-13,South Carolina,James Island,1,0,1,,,,
2014-12-13,Connecticut,Haddam,0,1,1,,,,
2014-12-13,Georgia,Fulton County,1,1,2,,,,
2014-12-14,South Carolina,Saint Helena Island,0,0,0,,,,
2014-12-14,Louisiana,La Place,0,0,0,,,,
2014-12-14,Idaho,Coeur D,0,0,0,,,,
2014-12-14,Louisiana,Jefferson Parish,1,0,1,,,,
2014-12-14,New York,Clifton Park,0,0,0,,,,
2014-12-14,Wisconsin,Pierce County,1,0,1,,,,
2014-12-14,Illinois,Lovejoy ,0,1,1,,,,
2014-12-14,Mississippi,Madison County,1,0,1,,,,
2014-12-14,Texas,Hudspeth County,0,1,1,,,,
2014-12-14,Tennessee,Antioch,1,0,1,,,,
2014-12-15,Nevada,Washoe County,0,0,0,,,,
2014-12-15,Montana,Sheridan County,0,1,1,,,,
2014-12-15,Arkansas,Lincoln County,0,1,1,,,,
2014-12-15,West Virginia,Liberty,0,0,0,,,,
