date,state,city_or_county,n_killed,n_injured,n_total,city_ascii,state_name,state_id,county_name
2017-03-27,Florida,Palm Beach Gardens ,1,1,2,,,,
2017-03-27,New York,Flushing,0,0,0,,,,
2017-03-27,Pennsylvania,Mckeesport ,0,0,0,,,,
2017-03-27,Tennessee,Antioch,1,0,1,,,,
2017-03-27,Wisconsin,Madison ,0,1,1,,,,
2017-03-27,Pennsylvania,Pittsburgh ,0,1,1,,,,
2017-03-27,South Carolina,Beech Island,1,0,1,,,,
2017-03-27,Ohio,Cleveland ,0,0,0,,,,
2017-03-27,Illinois,Chicago ,0,0,0,,,,
2017-03-27,North Carolina,Winston Salem ,1,1,2,,,,
2017-03-27,Missouri,Saint Louis ,0,1,1,,,,
2017-03-27,Missouri,Saint Louis ,0,1,1,,,,
2017-03-28,New York,Middle Village,0,1,1,,,,
2017-03-28,Ohio,Cleveland ,0,0,0,,,,
2017-03-28,Connecticut,Preston,0,0,0,,,,
2017-03-28,Missouri,Saint Louis ,1,1,2,,,,
2017-03-28,Pennsylvania,Pittsburgh ,1,0,1,,,,
2017-03-28,Illinois,Willowbrook ,0,0,0,,,,
2017-03-28,Washington,Seattle ,0,1,1,,,,
2017-03-28,Connecticut,Farmington,0,0,0,,,,
2017-03-28,Missouri,Saint Louis ,0,1,1,,,,
2017-03-28,New Jersey,Plainfield ,0,0,0,,,,
2017-03-28,Texas,Pittsburg ,1,0,1,,,,
2017-03-28,New York,New York ,0,1,1,,,,
2017-03-28,Kentucky,Louisville ,2,0,2,,,,
2017-03-28,Ohio,Cleveland ,0,0,0,,,,
2017-03-29,Oklahoma,Byars ,1,0,1,,,,
2017-03-29,Maine,Hollis Center ,0,0,0,,,,
2017-03-29,Alabama,Danville,0,0,0,,,,
2017-03-29,New York,Corona ,0,0,0,,,,
2017-03-29,Illinois,Chicago ,0,1,1,,,,
2017-03-29,New York,New York ,0,0,0,,,,
2017-03-29,Pennsylvania,Wilkes Barre,0,1,1,,,,
2017-03-29,Delaware,Camden Wyoming,0,0,0,,,,
2017-03-29,Illinois,Chicago ,0,1,1,,,,
2017-03-29,Illinois,Chicago ,1,0,1,,,,
2017-03-29,California,Los Angeles ,1,0,1,,,,
2017-03-29,Texas,Bruceville,1,0,1,,,,
2017-03-29,Washington,Tacoma ,0,0,0,,,,
2017-03-29,Massachusetts,Easton,0,0,0,,,,
2017-03-29,Ohio,Cincinnati ,0,2,2,,,,
2017-03-29,New York,Jamaica,1,1,2,,,,
2017-03-29,Alabama,Birmingham ,1,1,2,,,,
2017-03-29,New Jersey,Neptune,0,0,0,,,,
2017-03-30,New York,Poland ,2,0,2,,,,
2017-03-30,Arizona,Waddell,0,0,0,,,,
2017-03-30,Virginia,Rowe,0,0,0,,,,
2017-03-30,Florida,Satellite Beach ,2,0,2,,,,
2017-03-30,Illinois,Chicago ,0,1,1,,,,
2017-03-30,Connecticut,East Lyme,0,0,0,,,,
2017-03-30,Illinois,Bristol,0,0,0,,,,
2017-03-30,Connecticut,Lebanon,0,0,0,,,,
2017-03-30,Tennessee,Mc Kenzie,0,0,0,,,,
2017-03-30,Minnesota,Saint Paul ,0,0,0,,,,
2017-03-30,Kentucky,Louisville ,0,1,1,,,,
2017-03-30,Pennsylvania,Braddock ,1,0,1,,,,
2017-03-30,Colorado,Denver ,0,0,0,,,,
2017-03-31,New York,Corona ,0,0,0,,,,
2017-03-31,California,Los Angeles ,0,0,0,,,,
2017-03-31,South Carolina,Charleston ,0,3,3,,,,
2017-03-31,California,Pacoima,0,2,2,,,,
2017-03-31,Kentucky,Hulen,0,0,0,,,,
2017-03-31,Michigan,Clinton Township ,1,1,2,,,,
2017-03-31,North Carolina,Winston Salem ,0,1,1,,,,
2017-03-31,Illinois,Chicago ,0,1,1,,,,
2017-04-01,Florida,Melrose,1,0,1,,,,
2017-04-01,Illinois,Chicago ,0,1,1,,,,
2017-04-01,South Carolina,Fort Mill ,0,1,1,,,,
2017-04-01,California,Oroville ,0,0,0,,,,
2017-04-01,Virginia,Roanoke ,0,1,1,,,,
2017-04-01,Vermont,Bennington ,0,0,0,,,,
2017-04-02,Florida,Hollywood ,1,0,1,,,,
2017-04-02,Illinois,Chicago ,0,1,1,,,,
2017-04-02,Connecticut,East Granby,0,0,0,,,,
2017-04-02,Virginia,Newport,0,1,1,,,,
2017-04-02,West Virginia,Charleston ,0,0,0,,,,
2017-04-02,Alaska,Fort Wainwright,0,0,0,,,,
2017-04-02,New Mexico,Cerrillos ,0,0,0,,,,
2017-04-03,California,Grass Valley ,1,0,1,,,,
2017-04-03,Michigan,Muskegon ,0,0,0,,,,
2017-04-03,New York,Buffalo ,1,0,1,,,,
2017-04-03,Texas,Mabank ,0,0,0,,,,
2017-04-03,Missouri,Oldfield,0,0,0,,,,
2017-04-03,Missouri,Kansas City ,1,0,1,,,,
2017-04-03,Alabama,Birmingham ,0,1,1,,,,
2017-04-03,Mississippi,Biloxi ,0,0,0,,,,
2017-04-03,New Hampshire,Salem,1,0,1,,,,
2017-04-03,Utah,Salt Lake City ,1,0,1,,,,
2017-04-03,Georgia,Atlanta ,1,0,1,,,,
2017-04-04,Illinois,Chicago ,1,1,2,,,,
2017-04-04,Virginia,Newport,0,0,0,,,,
2017-04-04,Colorado,Englewood ,0,0,0,,,,
2017-04-04,Texas,Mcallen,0,0,0,,,,
2017-04-04,Illinois,Pembroke Township,1,0,1,,,,
2017-04-04,Louisiana,Gretna ,0,1,1,,,,
2017-04-04,Connecticut,Columbia,0,1,1,,,,
2017-04-04,West Virginia,Charleston ,0,0,0,,,,
2017-04-04,Kentucky,Mc Kee,0,2,2,,,,
2017-04-04,Maryland,Hyattsville ,1,0,1,,,,
2017-04-04,Alabama,Bessemer ,0,1,1,,,,
2017-04-04,Florida,Naples ,0,1,1,,,,
2017-04-04,Wisconsin,Milwaukee ,0,0,0,,,,
2017-04-05,Alabama,Birmingham ,0,0,0,,,,
2017-04-05,Florida,Lake Worth ,0,0,0,,,,
2017-04-05,Virginia,Henrico,1,0,1,,,,
2017-04-05,California,San Pedro,0,0,0,,,,
2017-04-05,California,Wilmington,0,0,0,,,,
2017-04-05,New Jersey,Trenton ,0,0,0,,,,
2017-04-05,North Carolina,Winston Salem ,1,1,2,,,,
2017-04-05,Florida,Fort Lauderdale ,1,0,1,,,,
2017-04-05,Florida,Palm Beach Gardens ,1,0,1,,,,
2017-04-05,Wisconsin,La Crosse ,0,1,1,,,,
2017-04-05,Alabama,Mobile ,0,0,0,,,,
2017-04-05,Arkansas,Hot Springs National Park ,1,1,2,,,,
2017-04-07,Massachusetts,Weymouth,0,0,0,,,,
2017-04-07,Ohio,Cincinnati ,0,1,1,,,,
2017-04-07,North Carolina,Otto,0,1,1,,,,
2017-04-07,Florida,Lithia,0,0,0,,,,
2017-04-07,California,Venice,0,1,1,,,,
2017-04-07,Texas,Cypress,0,1,1,,,,
2017-04-07,Arkansas,Hot Springs National Park ,0,0,0,,,,
2017-04-07,Illinois,Chicago ,0,2,2,,,,
2017-04-07,North Carolina,Otto,0,1,1,,,,
2017-04-07,Tennessee,Chattanooga ,0,0,0,,,,
2017-04-08,Florida,Orlando ,2,0,2,,,,
2017-04-08,Florida,Fort Lauderdale ,0,1,1,,,,
2017-04-08,Ohio,Dayton ,0,0,0,,,,
2017-04-08,Ohio,Hamilton ,1,0,1,,,,
2017-04-08,Minnesota,Minneapolis ,0,0,0,,,,
2017-04-08,California,Reseda,1,0,1,,,,
2017-04-08,Louisiana,Gretna ,0,1,1,,,,
2017-04-09,Kentucky,Cromwell,0,0,0,,,,
2017-04-09,Maryland,Halethorpe ,0,2,2,,,,
2017-04-09,Ohio,Dayton ,0,0,0,,,,
2017-04-09,Connecticut,Hamden,0,1,1,,,,
2017-04-09,Massachusetts,Whitman,0,0,0,,,,
2017-04-09,Colorado,Denver ,0,0,0,,,,
2017-04-09,Ohio,Dayton ,0,0,0,,,,
2017-04-09,Illinois,Chicago ,0,1,1,,,,
2017-04-09,Utah,Salt Lake City ,0,1,1,,,,
2017-04-10,Alabama,Mc Calla,0,1,1,,,,
2017-04-10,Georgia,Atlanta ,0,0,0,,,,
2017-04-10,Virginia,Henrico,0,0,0,,,,
2017-04-10,Colorado,Englewood ,0,0,0,,,,
2017-04-10,Florida,Orlando ,0,1,1,,,,
2017-04-10,Alabama,Mc Calla,0,1,1,,,,
2017-04-10,Illinois,Chicago ,1,0,1,,,,
2017-04-10,California,Los Angeles ,1,0,1,,,,
2017-04-10,Illinois,Chicago ,0,1,1,,,,
2017-04-10,Florida,Sebastian ,1,0,1,,,,
2017-04-10,Utah,Logan ,0,1,1,,,,
2017-04-11,Illinois,Round Lake ,0,1,1,,,,
2017-04-11,Florida,West Palm Beach ,0,0,0,,,,
2017-04-11,Minnesota,Minneapolis ,0,0,0,,,,
2017-04-11,California,Long Beach ,1,0,1,,,,
2017-04-11,Florida,Defuniak Springs,1,0,1,,,,
2017-04-11,Illinois,Chicago ,0,2,2,,,,
2017-04-11,Oklahoma,Oklahoma City ,0,1,1,,,,
2017-04-11,Massachusetts,Dorchester Center,0,1,1,,,,
2017-04-11,Arkansas,Hot Springs National Park ,0,1,1,,,,
2017-04-11,Ohio,Cincinnati ,0,0,0,,,,
2017-04-11,New Mexico,Ranchos De Taos,0,0,0,,,,
2017-04-11,New York,New York ,0,0,0,,,,
2017-04-12,Florida,Hollywood ,0,0,0,,,,
2017-04-12,Ohio,Dayton ,0,0,0,,,,
2017-04-12,Connecticut,North Stonington,1,0,1,,,,
2017-04-12,North Carolina,Dudley,0,0,0,,,,
2017-04-12,Ohio,Bath,0,0,0,,,,
2017-04-12,Alabama,Mobile ,0,0,0,,,,
2017-04-12,West Virginia,Davisville,0,0,0,,,,
2017-04-12,Washington,Seattle ,1,0,1,,,,
2017-04-12,Florida,Palm Beach Gardens ,0,0,0,,,,
2017-04-13,Florida,Saint Augustine ,0,0,0,,,,
2017-04-13,Michigan,Washington,0,0,0,,,,
2017-04-13,Connecticut,Suffield,1,0,1,,,,
2017-04-13,New Hampshire,Marlow,0,0,0,,,,
2017-04-13,New York,Richmond Hill,0,1,1,,,,
2017-04-13,Illinois,Chicago ,0,1,1,,,,
2017-04-13,Kentucky,Paducah ,0,0,0,,,,
2017-04-13,New Hampshire,Exeter ,0,0,0,,,,
2017-04-13,Illinois,Chicago Heights ,0,3,3,,,,
2017-04-13,Colorado,Denver ,0,0,0,,,,
2017-04-13,Arkansas,Hot Springs National Park ,0,1,1,,,,
2017-04-13,Tennessee,Memphis ,2,0,2,,,,
2017-04-13,Missouri,Saint Louis ,0,0,0,,,,
2017-04-13,New York,Huntington Station ,1,0,1,,,,
2017-04-13,California,Los Angeles ,1,0,1,,,,
2017-04-14,Maine,Edgecomb,0,0,0,,,,
2017-04-14,New Jersey,Mount Holly ,0,0,0,,,,
2017-04-14,California,Los Angeles ,1,0,1,,,,
2017-04-14,Massachusetts,Easthampton ,0,0,0,,,,
2017-04-14,California,Quail Valley ,0,0,0,,,,
2017-04-14,Massachusetts,Cohasset,0,0,0,,,,
2017-04-14,Arkansas,Rogers ,0,2,2,,,,
2017-04-14,Mississippi,Biloxi ,0,1,1,,,,
2017-04-14,Ohio,Dayton ,0,0,0,,,,
2017-04-15,Maine,Stockton Springs,0,0,0,,,,
2017-04-15,Michigan,Grosse Pointe ,0,0,0,,,,
2017-04-15,Georgia,Atlanta ,1,0,1,,,,
2017-04-15,Ohio,Dayton ,0,0,0,,,,
2017-04-15,Alabama,Birmingham ,1,0,1,,,,
2017-04-15,North Carolina,Winston Salem ,0,2,2,,,,
2017-04-15,Tennessee,Hermitage,0,0,0,,,,
2017-04-15,Ohio,Dayton ,0,0,0,,,,
2017-04-15,New Hampshire,Northumberland,0,0,0,,,,
2017-04-15,Texas,Desoto,1,0,1,,,,
2017-04-15,Florida,Labelle,0,1,1,,,,
2017-04-16,New York,Clifton Park ,0,0,0,,,,
2017-04-16,Minnesota,Saint Paul ,1,0,1,,,,
2017-04-16,California,Lompoc ,0,0,0,,,,
2017-04-16,New York,New York ,0,2,2,,,,
2017-04-16,Illinois,Chicago ,0,1,1,,,,
2017-04-16,Florida,Palm Beach Gardens ,1,0,1,,,,
2017-04-16,New York,Jamaica,0,1,1,,,,
2017-04-16,Florida,Panama City ,0,0,0,,,,
2017-04-16,Tennessee,Antioch,0,1,1,,,,
2017-04-16,Kentucky,Fedscreek ,0,1,1,,,,
2017-04-16,Louisiana,Westwego ,0,1,1,,,,
2017-04-16,California,Santa Maria ,1,0,1,,,,
2017-04-16,Utah,Salt Lake City ,1,0,1,,,,
2017-04-16,Illinois,Chicago ,0,1,1,,,,
2017-04-16,Illinois,Chicago ,0,1,1,,,,
2017-04-17,New Jersey,Trenton ,0,0,0,,,,
2017-04-17,Illinois,Chicago ,0,1,1,,,,
2017-04-17,Illinois,Chicago ,0,1,1,,,,
2017-04-17,Delaware,Wilmington ,0,1,1,,,,
2017-04-17,Pennsylvania,Mc Kees Rocks ,0,1,1,,,,
2017-04-17,Virginia,Hardy,0,1,1,,,,
2017-04-17,Ohio,Youngstown ,0,0,0,,,,
2017-04-17,New York,Ronkonkoma ,0,0,0,,,,
2017-04-17,New Hampshire,Windham,0,0,0,,,,
2017-04-17,Vermont,Hancock,0,0,0,,,,
2017-04-18,Florida,Hollywood ,0,1,1,,,,
2017-04-18,Florida,Defuniak Springs,0,0,0,,,,
2017-04-18,Missouri,Kansas City ,0,1,1,,,,
2017-04-18,Illinois,Chicago ,1,0,1,,,,
2017-04-18,Michigan,White Lake,0,1,1,,,,
2017-04-18,Florida,Orlando ,1,0,1,,,,
2017-04-18,Illinois,Chicago ,0,2,2,,,,
2017-04-18,Utah,Ogden ,0,0,0,,,,
2017-04-18,California,Los Angeles ,2,0,2,,,,
2017-04-18,Oklahoma,Oklahoma City ,0,0,0,,,,
2017-04-18,Pennsylvania,Mc Kees Rocks ,0,1,1,,,,
2017-04-18,South Carolina,Saint Helena Island,0,0,0,,,,
2017-04-18,Kentucky,California ,1,0,1,,,,
2017-04-19,Illinois,Zion ,0,0,0,,,,
2017-04-19,California,Watsonville ,0,0,0,,,,
2017-04-19,Ohio,Cleveland ,0,0,0,,,,
2017-04-19,Wisconsin,Milwaukee ,0,0,0,,,,
2017-04-19,Florida,Miami ,0,1,1,,,,
2017-04-19,Texas,Gillett,0,0,0,,,,
2017-04-19,West Virginia,Walker,0,1,1,,,,
2017-04-20,Georgia,Atlanta ,0,3,3,,,,
2017-04-20,New York,Jamaica,0,0,0,,,,
2017-04-20,Nebraska,Omaha ,1,0,1,,,,
2017-04-20,Pennsylvania,Mckeesport,2,0,2,Mckeesport,Pennsylvania,PA,Allegheny
2017-04-20,Minnesota,Minneapolis ,1,0,1,,,,
2017-04-20,Connecticut,Rocky Hill,0,1,1,,,,
2017-04-20,North Carolina,Dudley,0,1,1,,,,
2017-04-20,New York,Truxton ,0,0,0,,,,
2017-04-21,Louisiana,Raceland ,0,1,1,,,,
2017-04-21,Illinois,Chicago ,1,0,1,,,,
2017-04-21,Illinois,Chicago ,0,1,1,,,,
2017-04-21,New Jersey,Bloomfield,0,0,0,,,,
2017-04-21,Texas,Fort Worth ,1,0,1,,,,
2017-04-21,Maryland,Gwynn Oak,0,1,1,,,,
2017-04-21,Pennsylvania,Charleroi ,0,0,0,,,,
2017-04-21,California,Los Angeles ,0,3,3,,,,
2017-04-21,Minnesota,Minneapolis ,0,0,0,,,,
2017-04-21,Louisiana,La Place,0,1,1,,,,
2017-04-21,Rhode Island,West Kingston ,0,0,0,,,,
2017-04-21,Oregon,Portland ,0,0,0,,,,
2017-04-22,Washington,Seattle ,0,1,1,,,,
2017-04-22,New York,Corona ,0,1,1,,,,
2017-04-22,West Virginia,Bluefield ,1,0,1,,,,
2017-04-22,New York,New York ,0,1,1,,,,
2017-04-22,New Jersey,Belleville,0,0,0,,,,
2017-04-22,Illinois,Chicago ,0,1,1,,,,
2017-04-22,Oklahoma,Oklahoma City ,1,0,1,,,,
2017-04-22,Alabama,Birmingham ,2,0,2,,,,
2017-04-22,New York,Far Rockaway,1,0,1,,,,
2017-04-22,California,Suisun City,0,0,0,,,,
2017-04-22,North Carolina,Nebo,0,0,0,,,,
2017-04-22,Texas,Fort Worth ,1,0,1,,,,
2017-04-22,New York,Spencerport ,0,1,1,,,,
2017-04-22,California,North Hills,0,1,1,,,,
2017-04-23,California,Hesperia ,0,0,0,,,,
2017-04-23,Illinois,Chicago ,1,1,2,,,,
2017-04-23,North Carolina,Dudley,1,0,1,,,,
2017-04-23,Illinois,Chicago ,0,2,2,,,,
2017-04-23,Florida,Hollywood ,1,0,1,,,,
2017-04-23,Illinois,Chicago ,1,0,1,,,,
2017-04-23,Georgia,Atlanta ,0,1,1,,,,
2017-04-23,Utah,Salt Lake City ,0,0,0,,,,
2017-04-23,Illinois,Chicago ,0,1,1,,,,
2017-04-23,Michigan,Ypsilanti ,0,0,0,,,,
2017-04-23,Michigan,Utica ,0,0,0,,,,
2017-04-23,Minnesota,Minneapolis ,0,0,0,,,,
2017-04-24,Illinois,Chicago ,1,0,1,,,,
2017-04-24,Florida,Palm Beach Gardens ,1,1,2,,,,
2017-04-24,Illinois,Chicago ,1,1,2,,,,
2017-04-24,South Carolina,Beech Island,0,0,0,,,,
2017-04-24,Texas,Porter,1,0,1,,,,
2017-04-24,New York,New York ,0,2,2,,,,
2017-04-24,Ohio,Cleveland ,0,0,0,,,,
2017-04-24,Illinois,Chicago ,0,2,2,,,,
2017-04-24,Pennsylvania,Pittsburgh ,0,1,1,,,,
2017-04-25,Alaska,Iliamna ,0,0,0,,,,
2017-04-25,Florida,Homestead ,1,0,1,,,,
2017-04-25,Massachusetts,Weymouth,0,0,0,,,,
2017-04-25,New York,Hague,0,1,1,,,,
2017-04-25,Texas,San Antonio ,0,2,2,,,,
2017-04-25,Pennsylvania,Mckeesport,1,0,1,Mckeesport,Pennsylvania,PA,Allegheny
2017-04-25,South Carolina,Fort Mill ,0,0,0,,,,
2017-04-25,Pennsylvania,Pittsburgh ,0,1,1,,,,
2017-04-25,Vermont,Vernon,0,1,1,,,,
2017-04-25,Ohio,Mesopotamia,1,1,2,,,,
2017-04-25,Connecticut,Easton,0,0,0,,,,
2017-04-25,Illinois,Chicago ,0,1,1,,,,
2017-04-26,Tennessee,Madison,0,1,1,,,,
2017-04-26,Pennsylvania,Wilkes Barre,0,1,1,,,,
2017-04-26,Rhode Island,Block Island,0,0,0,,,,
2017-04-26,Pennsylvania,Mc Donald ,0,0,0,,,,
2017-04-26,Utah,Ogden ,0,1,1,,,,
2017-04-26,Minnesota,Saint Paul ,0,0,0,,,,
2017-04-26,Ohio,Youngstown ,0,0,0,,,,
2017-04-26,Alabama,Birmingham ,0,1,1,,,,
2017-04-26,Wisconsin,Milwaukee ,0,0,0,,,,
2017-04-26,Florida,Land O Lakes ,1,0,1,,,,
2017-04-26,Maine,Lisbon,0,0,0,,,,
2017-04-26,Washington,Seattle ,1,0,1,,,,
2017-04-26,Michigan,Muskegon ,0,1,1,,,,
2017-04-26,Colorado,Aurora ,2,0,2,,,,
2017-04-26,Illinois,Chicago ,0,1,1,,,,
2017-04-26,New York,Fresh Meadows,0,0,0,,,,
2017-04-27,New York,Syracuse ,0,0,0,,,,
2017-04-27,Illinois,Chicago ,0,1,1,,,,
2017-04-27,Virginia,Cross Junction,0,0,0,,,,
2017-04-27,New York,Hague,0,0,0,,,,
2017-04-27,Louisiana,La Place,0,1,1,,,,
2017-04-27,North Carolina,Olin,0,0,0,,,,
2017-04-27,West Virginia,Lerona,0,0,0,,,,
2017-04-27,Oklahoma,Oklahoma City ,0,0,0,,,,
2017-04-27,Minnesota,Minneapolis ,1,0,1,,,,
2017-04-27,Florida,Greenacres,2,0,2,,,,
2017-04-27,Florida,Fort Pierce ,0,0,0,,,,
2017-04-27,Missouri,Saint Louis ,0,0,0,,,,
2017-04-27,Kentucky,Louisville ,0,0,0,,,,
2017-04-27,Michigan,Belleville ,0,0,0,,,,
2017-04-27,Kentucky,Louisville ,0,1,1,,,,
2017-04-27,Louisiana,Holden,0,0,0,,,,
2017-04-28,Oregon,Corvallis ,1,0,1,,,,
2017-04-28,Maine,Belgrade,0,0,0,,,,
2017-04-28,Ohio,Cleveland ,0,0,0,,,,
2017-04-28,Florida,Milton ,0,0,0,,,,
2017-04-28,Mississippi,Lucedale ,0,1,1,,,,
2017-04-28,New York,New York ,0,0,0,,,,
2017-04-28,North Carolina,Fuquay Varina,0,1,1,,,,
2017-04-28,Texas,Fort Worth ,0,0,0,,,,
2017-04-29,California,Los Angeles ,1,3,4,,,,
2017-04-29,New York,New York ,0,1,1,,,,
2017-04-29,Hawaii,Papaaloa,1,0,1,Papaaloa,Hawaii,HI,Hawaii
2017-04-29,Indiana,Lawrenceburg ,0,0,0,,,,
2017-04-29,Oklahoma,Oklahoma City ,1,0,1,,,,
2017-04-29,Tennessee,Madison,0,1,1,,,,
2017-04-29,New York,Buffalo ,1,0,1,,,,
2017-04-29,Alaska,Barrow,1,0,1,,,,
2017-04-29,Michigan,Belleville ,0,0,0,,,,
2017-04-30,Virginia,Henrico,1,0,1,,,,
2017-04-30,California,Los Angeles ,1,0,1,,,,
2017-04-30,Pennsylvania,Wilkes Barre,0,0,0,,,,
2017-04-30,Wisconsin,Madison ,0,0,0,,,,
2017-04-30,New York,New York ,0,1,1,,,,
2017-04-30,Ohio,Dayton ,0,1,1,,,,
2017-04-30,Minnesota,Minneapolis ,0,0,0,,,,
2017-04-30,Florida,Fort Lauderdale ,0,1,1,,,,
2017-04-30,Illinois,Chicago ,0,1,1,,,,
2017-05-01,Ohio,Youngstown ,0,0,0,,,,
2017-05-01,Tennessee,Horton Ford,0,0,0,,,,
2017-05-01,Ohio,Dayton ,0,0,0,,,,
2017-05-01,Maine,Rockport,0,0,0,,,,
2017-05-01,Tennessee,Antioch,0,2,2,,,,
2017-05-01,Louisiana,New Orleans ,0,1,1,,,,
2017-05-01,Missouri,Saint Charles ,0,0,0,,,,
2017-05-01,Pennsylvania,Wilkes Barre ,0,0,0,,,,
2017-05-01,Mississippi,Lake Cormorant,1,0,1,,,,
2017-05-01,North Carolina,Winston Salem ,1,0,1,,,,
2017-05-01,Texas,Austin ,0,0,0,,,,
2017-05-01,Utah,Salt Lake City ,0,2,2,,,,
2017-05-01,Pennsylvania,Pulaski,0,0,0,,,,
2017-05-01,Maine,Boothbay,0,1,1,,,,
2017-05-02,New York,Long Island City,1,0,1,,,,
2017-05-02,New Hampshire,Merrimack,0,1,1,,,,
2017-05-02,Mississippi,Potts Camp ,1,0,1,,,,
2017-05-02,Georgia,Savannah ,0,2,2,,,,
2017-05-02,Illinois,Chicago ,0,1,1,,,,
2017-05-02,South Carolina,Seabrook,0,0,0,,,,
2017-05-02,New Hampshire,Windham,0,1,1,,,,
2017-05-02,Pennsylvania,Pittsburgh ,0,1,1,,,,
2017-05-02,North Carolina,Winston Salem ,0,1,1,,,,
2017-05-02,Louisiana,New Orleans ,0,1,1,,,,
2017-05-02,California,Riverside ,1,0,1,,,,
2017-05-02,West Virginia,Charleston ,1,0,1,,,,
2017-05-02,Pennsylvania,Lehman,0,1,1,,,,
2017-05-03,Illinois,Dekalb,0,0,0,,,,
2017-05-03,Pennsylvania,Marcus Hook ,0,1,1,,,,
2017-05-03,Minnesota,Minneapolis ,0,0,0,,,,
2017-05-03,Wisconsin,Milwaukee ,0,0,0,,,,
2017-05-03,Connecticut,North Windham,0,1,1,,,,
2017-05-03,Florida,Daytona Beach ,0,0,0,,,,
2017-05-03,Connecticut,Ledyard,0,0,0,,,,
2017-05-03,Georgia,Atlanta ,0,0,0,,,,
2017-05-03,Pennsylvania,North Versailles,0,1,1,,,,
2017-05-03,Virginia,Henrico ,0,0,0,,,,
2017-05-03,South Carolina,Adams Run,1,0,1,,,,
2017-05-03,Connecticut,Berlin,0,0,0,,,,
2017-05-04,Florida,Pensacola ,0,1,1,,,,
2017-05-04,Connecticut,Hamden,0,0,0,,,,
2017-05-04,Tennessee,Memphis ,0,0,0,,,,
2017-05-04,California,Sanger ,0,1,1,,,,
2017-05-04,South Carolina,Beaufort ,0,0,0,,,,
2017-05-04,Massachusetts,Easton,0,0,0,,,,
2017-05-04,Georgia,Atlanta ,0,0,0,,,,
2017-05-05,Louisiana,New Orleans ,0,1,1,,,,
2017-05-05,Minnesota,Saint Paul ,0,0,0,,,,
2017-05-05,South Carolina,Saint Helena Island,0,0,0,,,,
2017-05-05,New Hampshire,North Hampton,0,0,0,,,,
2017-05-05,Maryland,Hyattsville ,0,1,1,,,,
2017-05-05,Maine,Hollis,0,2,2,,,,
2017-05-05,Illinois,Chicago ,0,1,1,,,,
2017-05-05,California,Van Nuys,0,0,0,,,,
2017-05-05,California,Riverside ,0,0,0,,,,
2017-05-05,Massachusetts,Uxbridge,0,0,0,,,,
2017-05-05,Mississippi,Mccomb,0,1,1,,,,
2017-05-05,Massachusetts,Braintree,1,1,2,,,,
2017-05-05,Michigan,Muskegon ,0,1,1,,,,
2017-05-05,South Carolina,Beaufort ,0,0,0,,,,
2017-05-05,Louisiana,La Place ,0,1,1,,,,
2017-05-05,South Carolina,Habersham,0,0,0,,,,
2017-05-05,Florida,Fort Lauderdale ,0,1,1,,,,
2017-05-06,Idaho,Pocatello ,1,0,1,,,,
2017-05-06,Michigan,Macomb ,1,0,1,,,,
2017-05-06,Wisconsin,Appleton ,0,0,0,,,,
2017-05-06,Kentucky,Louisville ,1,0,1,,,,
2017-05-07,Oregon,Beaverton ,0,0,0,,,,
2017-05-07,New Hampshire,Merrimack,0,1,1,,,,
2017-05-07,Ohio,Cincinnati ,0,1,1,,,,
2017-05-07,Alabama,Birmingham ,0,0,0,,,,
2017-05-07,Wisconsin,Milwaukee ,0,0,0,,,,
2017-05-07,Connecticut,Wallingford,0,0,0,,,,
2017-05-07,Washington,Seattle ,1,0,1,,,,
2017-05-08,Tennessee,Antioch,0,1,1,,,,
2017-05-08,Minnesota,Minneapolis ,0,0,0,,,,
2017-05-08,Washington,Tacoma ,0,0,0,,,,
2017-05-08,Illinois,East Saint Louis ,1,0,1,,,,
2017-05-08,Virginia,Bumpass,0,1,1,,,,
2017-05-08,Oregon,Beaverton ,0,0,0,,,,
2017-05-08,Michigan,New Baltimore ,0,1,1,,,,
2017-05-08,California,Sunland,1,0,1,,,,
2017-05-08,North Carolina,Fuquay Varina,1,0,1,,,,
2017-05-08,New York,North Salem,0,0,0,,,,
2017-05-08,Florida,Miami ,1,1,2,,,,
2017-05-08,North Carolina,Fuquay Varina,1,0,1,,,,
2017-05-08,Georgia,Atlanta ,0,1,1,,,,
2017-05-08,Minnesota,Minneapolis ,0,0,0,,,,
2017-05-09,Minnesota,Minneapolis ,0,0,0,,,,
2017-05-09,Arkansas,Hot Springs National Park ,0,2,2,,,,
2017-05-09,Alabama,Eight Mile,0,0,0,,,,
2017-05-09,Missouri,Saint Louis ,0,1,1,,,,
2017-05-09,Virginia,Henrico,0,0,0,,,,
2017-05-09,Utah,Salt Lake City ,0,0,0,,,,
2017-05-09,Missouri,O Fallon,0,0,0,,,,
2017-05-09,Indiana,Pekin,0,1,1,,,,
2017-05-09,Minnesota,Saint Paul ,0,0,0,,,,
2017-05-09,California,San Pedro,1,0,1,,,,
2017-05-09,Washington,Tacoma ,0,0,0,,,,
2017-05-10,New York,New York ,0,1,1,,,,
2017-05-10,North Carolina,Taylorsville ,0,1,1,,,,
2017-05-10,Ohio,Cincinnati ,0,1,1,,,,
2017-05-10,New York,New York ,0,1,1,,,,
2017-05-10,California,La Jolla,0,0,0,,,,
2017-05-10,Pennsylvania,Alverton,0,0,0,,,,
2017-05-10,Tennessee,Mohawk,0,1,1,,,,
