date,state_name,state_id,county_name,city_or_county,city,n_killed,n_injured,n_total
6/8/2015,Florida,FL,Columbia,Columbia,,1,0,1
6/9/2015,Missouri,MO,Barry,Barry,,1,0,1
6/9/2015,North Carolina,NC,Columbus,Columbus,,1,0,1
6/9/2015,Ohio,OH,Meigs,Meigs,,0,1,1
6/9/2015,North Carolina,NC,Columbus,Columbus,,0,1,1
6/9/2015,Texas,TX,Williamson,Williamson,,1,0,1
6/9/2015,Texas,TX,El Paso,El Paso,,1,1,2
6/10/2015,Michigan,MI,Ionia,Ionia,,0,0,0
6/10/2015,North Carolina,NC,Cumberland,Cumberland,,1,0,1
6/10/2015,Missouri,MO,Stone,Stone,,0,0,0
6/10/2015,Florida,FL,Indian River,Indian River,,0,0,0
6/10/2015,Florida,FL,Manatee,Manatee,,0,0,0
6/10/2015,Louisiana,LA,Bossier,Bossier,,0,0,0
6/10/2015,North Carolina,NC,Burke,Burke,,0,0,0
6/11/2015,Texas,TX,Bexar,Bexar,,1,1,2
6/11/2015,Florida,FL,Pasco,Pasco,,0,0,0
6/11/2015,California,CA,Sacramento,Sacramento,,1,0,1
6/11/2015,Alabama,AL,Madison,Madison,,0,0,0
6/12/2015,Colorado,CO,El Paso,El Paso,,0,1,1
6/12/2015,Michigan,MI,Eaton,Eaton,,0,0,0
6/12/2015,Texas,TX,Harris,Harris,,0,2,2
6/12/2015,Florida,FL,Manatee,Manatee,,0,0,0
6/12/2015,Texas,TX,Montgomery,Montgomery,,0,0,0
6/12/2015,North Dakota,ND,Renville,Renville,,0,1,1
6/13/2015,Pennsylvania,PA,Lehigh,Lehigh,,0,0,0
6/13/2015,Alabama,AL,Tuscaloosa,Tuscaloosa,,0,1,1
6/13/2015,North Carolina,NC,Gates,Gates,,1,0,1
6/13/2015,Virginia,VA,Henrico,Henrico,,1,0,1
6/13/2015,Texas,TX,Wise,Wise,,1,0,1
6/13/2015,Florida,FL,Lee,Lee,,0,0,0
6/13/2015,Florida,FL,Escambia,Escambia,,0,2,2
6/13/2015,Nevada,NV,Washoe,Washoe,,0,1,1
6/13/2015,North Carolina,NC,Beaufort,Beaufort,,0,1,1
6/13/2015,Mississippi,MS,Hinds,Hinds,,0,0,0
6/14/2015,Oklahoma,OK,Nowata,Nowata,,0,2,2
6/15/2015,Texas,TX,Montgomery,Montgomery,,0,0,0
6/15/2015,Indiana,IN,Vanderburgh,Vanderburgh,,0,0,0
6/15/2015,Mississippi,MS,Monroe,Monroe,,0,0,0
6/15/2015,Mississippi,MS,Marshall,Marshall,,0,1,1
6/15/2015,Washington,WA,Clallam,Clallam,,0,0,0
6/15/2015,Kentucky,KY,Hart,Hart,,0,1,1
6/15/2015,Virginia,VA,Henrico,Henrico,,0,1,1
6/15/2015,Washington,WA,Kitsap,Kitsap,,0,0,0
6/16/2015,Minnesota,MN,Dakota,Dakota,,0,0,0
6/16/2015,Texas,TX,Chambers,Chambers,,0,1,1
6/16/2015,Texas,TX,Montgomery,Montgomery,,0,0,0
6/17/2015,Mississippi,MS,Claiborne,Claiborne,,0,1,1
6/17/2015,Kentucky,KY,Bullitt,Bullitt,,1,0,1
6/17/2015,Pennsylvania,PA,Bedford,Bedford,,1,0,1
6/17/2015,Texas,TX,Harris,Harris,,1,0,1
6/18/2015,Texas,TX,Smith,Smith,,0,1,1
6/18/2015,Florida,FL,Indian River,Indian River,,0,0,0
6/19/2015,Alabama,AL,Tuscaloosa,Tuscaloosa,,2,0,2
6/19/2015,Maryland,MD,Frederick,Frederick,,0,0,0
6/19/2015,Tennessee,TN,Hardin,Hardin,,0,1,1
6/19/2015,Iowa,IA,Marion,Marion,,1,0,1
6/20/2015,Florida,FL,Escambia,Escambia,,1,0,1
6/20/2015,Texas,TX,Harris,Harris,,1,0,1
6/20/2015,Wyoming,WY,Natrona,Natrona,,0,0,0
6/20/2015,Oklahoma,OK,Kay,Kay,,0,1,1
6/20/2015,Florida,FL,Escambia,Escambia,,0,1,1
6/20/2015,Florida,FL,Orange,Orange,,0,1,1
6/21/2015,Mississippi,MS,Kemper,Kemper,,0,1,1
6/21/2015,Pennsylvania,PA,Lancaster,Lancaster,,0,0,0
6/21/2015,Texas,TX,Harris,Harris,,1,0,1
6/21/2015,Virginia,VA,Chesterfield,Chesterfield,,0,0,0
6/21/2015,Missouri,MO,Cape Girardeau,Cape Girardeau,,0,0,0
6/21/2015,North Carolina,NC,Pitt,Pitt,,0,2,2
6/21/2015,North Carolina,NC,Bladen,Bladen,,0,0,0
6/22/2015,North Carolina,NC,Stanly,Stanly,,0,1,1
6/22/2015,Georgia,GA,Newton,Newton,,0,1,1
6/22/2015,Nebraska,NE,York,York,,1,0,1
6/22/2015,Texas,TX,Travis,Travis,,2,0,2
6/22/2015,Louisiana,LA,Iberia,Iberia,,0,0,0
6/22/2015,Missouri,MO,Douglas,Douglas,,2,0,2
