date,state,city_or_county,n_killed,n_injured,n_total,county
5/17/2015,South Dakota,Minnehaha,0,0,0,Minnehaha
5/17/2015,Virginia,Franklin,0,1,1,Franklin
5/17/2015,Tennessee,Shelby,0,0,0,Shelby
5/17/2015,Florida,Escambia,0,1,1,Escambia
5/17/2015,Kentucky,Pulaski,0,1,1,Pulaski
5/17/2015,Georgia,Jackson,0,0,0,Jackson
5/17/2015,Texas,Montgomery,0,0,0,Montgomery
5/18/2015,Iowa,Harrison,0,0,0,Harrison
5/18/2015,Texas,Harris,1,0,1,Harris
5/19/2015,Alabama,Dallas,1,0,1,Dallas
5/19/2015,Mississippi,Lee,0,1,1,Lee
5/19/2015,Florida,Miami-dade,0,0,0,Miami-dade
5/19/2015,Florida,Orange,0,1,1,Orange
5/19/2015,Texas,Harris,1,0,1,Harris
5/19/2015,Oklahoma,Muskogee,1,0,1,Muskogee
5/19/2015,North Carolina,Cumberland,0,0,0,Cumberland
5/20/2015,Wyoming,Campbell,1,0,1,Campbell
5/20/2015,Georgia,Gwinnett,0,0,0,Gwinnett
5/20/2015,New Mexico,Eddy,0,0,0,Eddy
5/20/2015,North Carolina,Beaufort,0,0,0,Beaufort
5/20/2015,Wyoming,Natrona,0,0,0,Natrona
5/20/2015,Arkansas,Baxter,0,0,0,Baxter
5/20/2015,Oregon,Jackson,0,1,1,Jackson
5/20/2015,North Carolina,Cleveland,0,1,1,Cleveland
5/20/2015,Georgia,Madison,0,0,0,Madison
5/21/2015,Florida,Collier,0,0,0,Collier
5/21/2015,California,Sacramento,0,1,1,Sacramento
5/21/2015,Kansas,Sedgwick,0,1,1,Sedgwick
5/22/2015,Texas,Wood,0,1,1,Wood
5/22/2015,California,Sacramento,0,1,1,Sacramento
5/22/2015,Florida,Orange,0,1,1,Orange
5/22/2015,Washington,Snohomish,0,0,0,Snohomish
5/22/2015,Georgia,Tift,0,1,1,Tift
5/23/2015,Missouri,Saint Louis,0,0,0,Saint Louis
5/23/2015,Minnesota,Olmsted,0,0,0,Olmsted
5/23/2015,Florida,Okeechobee,0,2,2,Okeechobee
5/23/2015,Montana,Blaine,0,0,0,Blaine
5/23/2015,Indiana,Porter,0,2,2,Porter
5/24/2015,Indiana,St. Joseph,2,1,3,St. Joseph
5/24/2015,North Carolina,Richland,0,0,0,Richland
5/24/2015,Georgia,Jackson,0,0,0,Jackson
5/24/2015,Mississippi,Clay,0,2,2,Clay
5/25/2015,Mississippi,Jackson,0,1,1,Jackson
5/25/2015,Kentucky,Henderson,0,0,0,Henderson
5/25/2015,South Dakota,Brown,1,0,1,Brown
5/25/2015,Virginia,Roanoke,0,1,1,Roanoke
5/25/2015,Alabama,Blount,1,1,2,Blount
5/25/2015,Florida,Holmes,0,1,1,Holmes
5/26/2015,Texas,Montgomery,0,0,0,Montgomery
5/26/2015,Missouri,Boone,0,0,0,Boone
5/26/2015,Texas,Travis,1,0,1,Travis
5/26/2015,Texas,Montgomery,0,0,0,Montgomery
5/26/2015,California,Sacramento,1,0,1,Sacramento
5/27/2015,Oklahoma,Washington,0,0,0,Washington
5/27/2015,Tennessee,McMinn,0,0,0,McMinn
5/28/2015,Virginia,Rockbridge,2,0,2,Rockbridge
5/28/2015,Texas,Fort Bend,1,0,1,Fort Bend
5/28/2015,California,Merced,0,0,0,Merced
5/28/2015,Texas,Fort Bend,1,0,1,Fort Bend
5/28/2015,Kansas,Montgomery,0,1,1,Montgomery
5/28/2015,Oklahoma,Nowata,0,1,1,Nowata
5/28/2015,Missouri,Greene,0,0,0,Greene
5/28/2015,South Carolina,Richland,0,0,0,Richland
5/28/2015,Texas,Montgomery,0,0,0,Montgomery
5/28/2015,California,Orange,0,2,2,Orange
5/29/2015,Texas,Parmer,1,0,1,Parmer
5/29/2015,Pennsylvania,York,3,0,3,York
5/29/2015,Washington,Spokane,0,0,0,Spokane
5/29/2015,Alabama,DeKalb,0,0,0,DeKalb
5/29/2015,Georgia,Newton,0,1,1,Newton
5/29/2015,Oklahoma,Okmulgee,1,0,1,Okmulgee
5/29/2015,Kentucky,Trigg,0,1,1,Trigg
5/29/2015,Kansas,Montgomery,0,0,0,Montgomery
5/30/2015,Colorado,Jefferson,0,0,0,Jefferson
5/30/2015,Arkansas,Izard,1,0,1,Izard
5/30/2015,Oklahoma,Muskogee,0,0,0,Muskogee
5/30/2015,Mississippi,Lee,0,1,1,Lee
5/30/2015,Missouri,Lincoln,0,1,1,Lincoln
5/30/2015,Florida,Orange,0,1,1,Orange
5/31/2015,Alabama,Cullman,0,1,1,Cullman
5/31/2015,California,Fresno,1,0,1,Fresno
5/31/2015,Pennsylvania,Luzerne,0,0,0,Luzerne
5/31/2015,Texas,Liberty,0,1,1,Liberty
5/31/2015,Arkansas,Madison,0,1,1,Madison
6/1/2015,Kentucky,Floyd,1,0,1,Floyd
6/1/2015,Oregon,Clackamas,0,0,0,Clackamas
6/1/2015,Texas,Titus,0,0,0,Titus
6/1/2015,North Carolina,Burke,1,1,2,Burke
6/1/2015,Tennessee,Coffee,1,2,3,Coffee
6/1/2015,Texas,Harris,1,0,1,Harris
6/1/2015,Kentucky,Bell,1,0,1,Bell
6/2/2015,Florida,Miami-dade,0,1,1,Miami-dade
6/2/2015,Kentucky,Martin,1,0,1,Martin
6/2/2015,New York,Cortland,0,0,0,Cortland
6/2/2015,California,Kern,0,0,0,Kern
6/2/2015,Arkansas,Faulkner,0,1,1,Faulkner
6/2/2015,Oregon,Linn,0,0,0,Linn
6/2/2015,Texas,Gregg,1,0,1,Gregg
6/2/2015,Ohio,Fairfield,0,0,0,Fairfield
6/2/2015,Virginia,Dickenson,0,0,0,Dickenson
6/2/2015,Texas,Jack,1,0,1,Jack
6/3/2015,Oklahoma,Cotton,0,1,1,Cotton
6/3/2015,Colorado,Weld,1,0,1,Weld
6/3/2015,South Carolina,Horry,0,1,1,Horry
6/3/2015,Illinois,Massac,0,0,0,Massac
6/4/2015,Florida,Orange,0,0,0,Orange
6/4/2015,North Carolina,Gaston,1,0,1,Gaston
6/4/2015,Georgia,Cherokee,0,0,0,Cherokee
6/5/2015,West Virginia,Monongalia,1,0,1,Monongalia
6/5/2015,Nevada,Clark,0,0,0,Clark
6/5/2015,California,Humboldt,0,1,1,Humboldt
6/6/2015,Iowa,Emmet,1,0,1,Emmet
6/6/2015,Florida,Miami-dade,1,0,1,Miami-dade
6/6/2015,Mississippi,Leake,1,2,3,Leake
6/6/2015,Florida,Manatee,0,3,3,Manatee
6/6/2015,Texas,Chambers,1,0,1,Chambers
6/6/2015,Illinois,Saint Clair,0,0,0,Saint Clair
6/6/2015,Texas,Jefferson,1,0,1,Jefferson
6/6/2015,Kentucky,Lincoln,0,0,0,Lincoln
6/7/2015,Oklahoma,Seminole,0,0,0,Seminole
6/7/2015,West Virginia,Kanawha,1,0,1,Kanawha
6/7/2015,Alabama,Cullman,0,0,0,Cullman
6/7/2015,Mississippi,Panola,0,0,0,Panola
6/7/2015,Missouri,Cooper,1,0,1,Cooper
6/7/2015,Florida,Collier,0,0,0,Collier
6/8/2015,Alabama,Jefferson,1,0,1,Jefferson
6/8/2015,Virginia,Hanover,0,0,0,Hanover
6/8/2015,Mississippi,Jackson,2,0,2,Jackson
6/8/2015,Florida,Columbia,1,0,1,Columbia
6/9/2015,Missouri,Barry,1,0,1,Barry
6/9/2015,North Carolina,Columbus,1,0,1,Columbus
6/9/2015,Ohio,Meigs,0,1,1,Meigs
6/9/2015,North Carolina,Columbus,0,1,1,Columbus
6/9/2015,Texas,Williamson,1,0,1,Williamson
6/9/2015,Texas,El Paso,1,1,2,El Paso
6/10/2015,Michigan,Ionia,0,0,0,Ionia
6/10/2015,North Carolina,Cumberland,1,0,1,Cumberland
6/10/2015,Missouri,Stone,0,0,0,Stone
6/10/2015,Florida,Indian River,0,0,0,Indian River
6/10/2015,Florida,Manatee,0,0,0,Manatee
6/10/2015,Louisiana,Bossier,0,0,0,Bossier
6/10/2015,North Carolina,Burke,0,0,0,Burke
6/11/2015,Texas,Bexar,1,1,2,Bexar
6/11/2015,Florida,Pasco,0,0,0,Pasco
6/11/2015,California,Sacramento,1,0,1,Sacramento
6/11/2015,Alabama,Madison,0,0,0,Madison
6/12/2015,Colorado,El Paso,0,1,1,El Paso
6/12/2015,Michigan,Eaton,0,0,0,Eaton
6/12/2015,Texas,Harris,0,2,2,Harris
6/12/2015,Florida,Manatee,0,0,0,Manatee
6/12/2015,Texas,Montgomery,0,0,0,Montgomery
6/12/2015,North Dakota,Renville,0,1,1,Renville
6/13/2015,Pennsylvania,Lehigh,0,0,0,Lehigh
6/13/2015,Alabama,Tuscaloosa,0,1,1,Tuscaloosa
6/13/2015,North Carolina,Gates,1,0,1,Gates
6/13/2015,Virginia,Henrico,1,0,1,Henrico
6/13/2015,Texas,Wise,1,0,1,Wise
6/13/2015,Florida,Lee,0,0,0,Lee
6/13/2015,Florida,Escambia,0,2,2,Escambia
6/13/2015,Nevada,Washoe,0,1,1,Washoe
6/13/2015,North Carolina,Beaufort,0,1,1,Beaufort
6/13/2015,Mississippi,Hinds,0,0,0,Hinds
6/14/2015,Oklahoma,Nowata,0,2,2,Nowata
6/15/2015,Texas,Montgomery,0,0,0,Montgomery
6/15/2015,Indiana,Vanderburgh,0,0,0,Vanderburgh
6/15/2015,Mississippi,Monroe,0,0,0,Monroe
6/15/2015,Mississippi,Marshall,0,1,1,Marshall
6/15/2015,Washington,Clallam,0,0,0,Clallam
6/15/2015,Kentucky,Hart,0,1,1,Hart
6/15/2015,Virginia,Henrico,0,1,1,Henrico
6/15/2015,Washington,Kitsap,0,0,0,Kitsap
6/16/2015,Minnesota,Dakota,0,0,0,Dakota
6/16/2015,Texas,Chambers,0,1,1,Chambers
6/16/2015,Texas,Montgomery,0,0,0,Montgomery
6/17/2015,Mississippi,Claiborne,0,1,1,Claiborne
6/17/2015,Kentucky,Bullitt,1,0,1,Bullitt
6/17/2015,Pennsylvania,Bedford,1,0,1,Bedford
6/17/2015,Texas,Harris,1,0,1,Harris
6/18/2015,Texas,Smith,0,1,1,Smith
6/18/2015,Florida,Indian River,0,0,0,Indian River
6/19/2015,Alabama,Tuscaloosa,2,0,2,Tuscaloosa
6/19/2015,Maryland,Frederick,0,0,0,Frederick
6/19/2015,Tennessee,Hardin,0,1,1,Hardin
6/19/2015,Iowa,Marion,1,0,1,Marion
6/20/2015,Florida,Escambia,1,0,1,Escambia
6/20/2015,Texas,Harris,1,0,1,Harris
6/20/2015,Wyoming,Natrona,0,0,0,Natrona
6/20/2015,Oklahoma,Kay,0,1,1,Kay
6/20/2015,Florida,Escambia,0,1,1,Escambia
6/20/2015,Florida,Orange,0,1,1,Orange
6/21/2015,Mississippi,Kemper,0,1,1,Kemper
6/21/2015,Pennsylvania,Lancaster,0,0,0,Lancaster
6/21/2015,Texas,Harris,1,0,1,Harris
6/21/2015,Virginia,Chesterfield,0,0,0,Chesterfield
6/21/2015,Missouri,Cape Girardeau,0,0,0,Cape Girardeau
6/21/2015,North Carolina,Pitt,0,2,2,Pitt
6/21/2015,North Carolina,Bladen,0,0,0,Bladen
6/22/2015,North Carolina,Stanly,0,1,1,Stanly
6/22/2015,Georgia,Newton,0,1,1,Newton
6/22/2015,Nebraska,York,1,0,1,York
6/22/2015,Texas,Travis,2,0,2,Travis
6/22/2015,Louisiana,Iberia,0,0,0,Iberia
6/22/2015,Missouri,Douglas,2,0,2,Douglas
6/23/2015,Mississippi,Jones,0,0,0,Jones
6/23/2015,Kansas,Jefferson,0,0,0,Jefferson
6/23/2015,Mississippi,Rankin,2,0,2,Rankin
6/24/2015,Florida,Orange,0,1,1,Orange
6/24/2015,Tennessee,Unicoi,0,1,1,Unicoi
6/24/2015,Georgia,Long,1,0,1,Long
6/24/2015,Michigan,Roscommon,1,1,2,Roscommon
6/24/2015,Florida,Orange,0,0,0,Orange
6/24/2015,Texas,Harris,0,1,1,Harris
6/25/2015,Missouri,Washington,0,0,0,Washington
6/25/2015,Mississippi,George,0,0,0,George
6/25/2015,Georgia,Lowndes,0,0,0,Lowndes
6/25/2015,California,Placer,2,0,2,Placer
6/25/2015,California,Madera,1,0,1,Madera
6/25/2015,Florida,Orange,0,2,2,Orange
6/25/2015,Florida,Manatee,0,0,0,Manatee
6/26/2015,Texas,Harris,0,1,1,Harris
6/26/2015,Texas,Smith,0,0,0,Smith
6/26/2015,Florida,Escambia,0,1,1,Escambia
6/26/2015,Louisiana,Terrebonne,0,0,0,Terrebonne
6/26/2015,California,Mendocino,0,0,0,Mendocino
6/26/2015,California,Humboldt,0,0,0,Humboldt
6/26/2015,Arkansas,Baxter,0,0,0,Baxter
6/26/2015,Oklahoma,Pittsburg,1,0,1,Pittsburg
6/26/2015,Missouri,Saint Louis,0,1,1,Saint Louis
6/27/2015,Tennessee,Madison,0,0,0,Madison
6/27/2015,Illinois,Wayne,0,1,1,Wayne
6/27/2015,North Carolina,Randolph,1,0,1,Randolph
6/27/2015,Virginia,Henrico,0,0,0,Henrico
6/28/2015,Arkansas,Clay,0,1,1,Clay
6/28/2015,Minnesota,Chisago,0,0,0,Chisago
6/28/2015,Tennessee,Henderson,0,0,0,Henderson
6/28/2015,Arkansas,Baxter,0,0,0,Baxter
6/28/2015,Mississippi,Lauderdale,0,0,0,Lauderdale
6/28/2015,Missouri,Boone,0,0,0,Boone
6/28/2015,Idaho,Bonner,0,1,1,Bonner
6/29/2015,Tennessee,Davidson,0,0,0,Davidson
6/29/2015,California,San Joaquin,0,1,1,San Joaquin
6/29/2015,Wyoming,Natrona,0,0,0,Natrona
6/29/2015,Mississippi,Warren,0,0,0,Warren
6/29/2015,Ohio,Highland,2,0,2,Highland
6/29/2015,South Carolina,Oconee,0,0,0,Oconee
6/29/2015,Texas,Harris,0,1,1,Harris
6/29/2015,South Carolina,Richland,0,0,0,Richland
6/29/2015,Virginia,York,0,1,1,York
6/30/2015,Georgia,Gwinnett,0,0,0,Gwinnett
6/30/2015,North Dakota,Wells,2,0,2,Wells
6/30/2015,Missouri,Greene,0,1,1,Greene
6/30/2015,Illinois,Macon,0,0,0,Macon
6/30/2015,Florida,Escambia,0,0,0,Escambia
6/30/2015,Oklahoma,Lincoln,0,0,0,Lincoln
7/1/2015,Georgia,Hall,0,0,0,Hall
7/1/2015,North Carolina,Onslow,1,0,1,Onslow
7/2/2015,Florida,Orange,0,2,2,Orange
7/2/2015,New York,Ulster,0,0,0,Ulster
7/2/2015,Florida,Orange,0,1,1,Orange
7/2/2015,Alabama,Limestone,0,0,0,Limestone
7/3/2015,Louisiana,Lafayette,1,0,1,Lafayette
7/3/2015,Washington,Grant,0,0,0,Grant
7/3/2015,Indiana,Kosciusko,1,1,2,Kosciusko
7/3/2015,Texas,Fort Bend,0,1,1,Fort Bend
7/3/2015,Missouri,Pemiscot,1,0,1,Pemiscot
7/3/2015,Wyoming,Natrona,0,0,0,Natrona
7/4/2015,Missouri,Buchanan,2,0,2,Buchanan
7/4/2015,Mississippi,Jefferson,0,1,1,Jefferson
7/4/2015,Mississippi,Marion,1,0,1,Marion
7/4/2015,Alabama,Jefferson,1,0,1,Jefferson
7/4/2015,North Carolina,Columbus,1,0,1,Columbus
7/4/2015,Alabama,Madison,0,1,1,Madison
7/5/2015,Florida,Orange,0,0,0,Orange
7/5/2015,Georgia,Fulton,1,0,1,Fulton
7/5/2015,Georgia,Columbia,0,0,0,Columbia
7/5/2015,South Carolina,Richland,1,0,1,Richland
7/6/2015,Georgia,Dekalb,1,0,1,Dekalb
7/6/2015,Florida,Jackson,1,0,1,Jackson
7/6/2015,Wyoming,Washakie,0,0,0,Washakie
7/6/2015,New Mexico,Valencia,1,0,1,Valencia
7/7/2015,Texas,Harris,0,0,0,Harris
7/7/2015,Kentucky,Mercer,0,0,0,Mercer
7/7/2015,Virginia,Dinwiddie,0,0,0,Dinwiddie
7/7/2015,Texas,Fort Bend,0,1,1,Fort Bend
7/8/2015,New Mexico,Bernalillo,0,0,0,Bernalillo
7/8/2015,Alabama,Jackson,0,0,0,Jackson
7/8/2015,Florida,Orange,0,1,1,Orange
7/9/2015,Mississippi,Claiborne,1,0,1,Claiborne
7/9/2015,Mississippi,Lauderdale,0,1,1,Lauderdale
7/9/2015,Nevada,Yavapai,0,1,1,Yavapai
7/9/2015,California,San Bernardino,0,0,0,San Bernardino
7/9/2015,Montana,Sanders,1,0,1,Sanders
7/10/2015,Mississippi,Simpson,1,0,1,Simpson
7/10/2015,Arkansas,Faulkner,0,1,1,Faulkner
7/10/2015,Louisiana,Tangipahoa,1,0,1,Tangipahoa
7/10/2015,North Carolina,Rutherford,1,1,2,Rutherford
7/10/2015,Texas,Harris,1,0,1,Harris
7/11/2015,Alabama,Shelby,1,0,1,Shelby
7/11/2015,Nebraska,Buffalo,0,0,0,Buffalo
7/11/2015,Mississippi,Calhoun,1,0,1,Calhoun
7/11/2015,Florida,Orange,0,1,1,Orange
7/11/2015,Utah,Morgan,0,0,0,Morgan
7/12/2015,Texas,Montgomery,0,0,0,Montgomery
7/12/2015,Georgia,Bibb,0,0,0,Bibb
7/12/2015,Texas,Harris,1,0,1,Harris
7/12/2015,Arkansas,Craighead,1,0,1,Craighead
7/12/2015,Iowa,Des Moines,0,0,0,Des Moines
7/13/2015,Georgia,Washington,0,0,0,Washington
7/13/2015,Missouri,Warren,0,0,0,Warren
7/13/2015,Virginia,Chesterfield,0,0,0,Chesterfield
7/13/2015,Arkansas,LeFlore,0,1,1,LeFlore
7/13/2015,Alabama,Marshall,0,0,0,Marshall
7/13/2015,Utah,Tooele,0,1,1,Tooele
7/13/2015,Florida,Orange,0,0,0,Orange
7/13/2015,Florida,Orange,0,2,2,Orange
7/13/2015,North Carolina,Union,0,1,1,Union
7/14/2015,Missouri,Jasper,0,0,0,Jasper
7/14/2015,Alabama,Cullman,0,0,0,Cullman
7/14/2015,Texas,Harris,0,1,1,Harris
7/14/2015,Florida,Miami-dade,0,1,1,Miami-dade
7/15/2015,Mississippi,Hancock,0,0,0,Hancock
7/15/2015,Georgia,Towns,0,0,0,Towns
7/15/2015,Michigan,Osceola,1,0,1,Osceola
7/15/2015,Maryland,Montgomery County,1,0,1,Montgomery County
7/15/2015,Mississippi,Marion,0,2,2,Marion
7/15/2015,Missouri,Saint Louis,0,0,0,Saint Louis
7/15/2015,Virginia,King George,1,1,2,King George
7/15/2015,Alabama,Lawrence,0,1,1,Lawrence
7/15/2015,Texas,Kaufman,0,1,1,Kaufman
7/15/2015,Texas,Montgomery,0,0,0,Montgomery
7/15/2015,Oklahoma,Beckham,0,1,1,Beckham
7/16/2015,Texas,Nacogdoches,2,0,2,Nacogdoches
7/16/2015,Michigan,Eaton,0,0,0,Eaton
7/16/2015,Texas,Harris,0,0,0,Harris
7/16/2015,Michigan,Monroe,0,1,1,Monroe
7/16/2015,Texas,Harris,0,1,1,Harris
7/16/2015,Oklahoma,Grady,0,1,1,Grady
7/16/2015,Texas,Harris,0,0,0,Harris
7/17/2015,Ohio,Lorain,1,0,1,Lorain
7/17/2015,Mississippi,Hancock,0,0,0,Hancock
7/17/2015,Texas,Harris,0,1,1,Harris
7/17/2015,Georgia,Thomas,0,0,0,Thomas
7/17/2015,Illinois,Macon,0,1,1,Macon
7/18/2015,Florida,Orange,1,0,1,Orange
7/18/2015,Florida,Putnam,0,0,0,Putnam
7/18/2015,Florida,Santa Rosa,0,1,1,Santa Rosa
7/18/2015,Florida,Polk,2,0,2,Polk
7/18/2015,Texas,Van Zandt,1,0,1,Van Zandt
7/18/2015,Texas,Montgomery,0,0,0,Montgomery
7/19/2015,Missouri,Saint Louis,1,1,2,Saint Louis
7/19/2015,Texas,Harris,0,0,0,Harris
7/19/2015,Louisiana,Terrebonne,0,0,0,Terrebonne
7/19/2015,Mississippi,Smith,1,0,1,Smith
7/19/2015,Indiana,Bartholomew,0,0,0,Bartholomew
7/20/2015,Georgia,Oconee,0,0,0,Oconee
7/20/2015,Georgia,Burke,0,1,1,Burke
7/20/2015,Minnesota,Crow Wing,0,0,0,Crow Wing
7/20/2015,California,Sacramento,0,1,1,Sacramento
7/20/2015,Michigan,Osceola,0,2,2,Osceola
7/20/2015,Colorado,Mesa,0,0,0,Mesa
7/20/2015,Wyoming,Natrona,0,0,0,Natrona
7/21/2015,Alabama,Bibb,1,0,1,Bibb
7/21/2015,Michigan,Barry,1,0,1,Barry
7/22/2015,Florida,Miami-Dade,1,0,1,Miami-Dade
7/22/2015,Texas,Orange,1,0,1,Orange
7/22/2015,Illinois,Wayne,0,0,0,Wayne
7/22/2015,Missouri,Boone,0,0,0,Boone
7/22/2015,New Mexico,Eddy,0,1,1,Eddy
7/23/2015,Florida,Miami-Dade,0,1,1,Miami-Dade
7/23/2015,Florida,Miami-Dade,1,0,1,Miami-Dade
7/23/2015,Ohio,Pike,0,1,1,Pike
7/23/2015,Florida,Okaloosa,0,0,0,Okaloosa
7/23/2015,Wyoming,Converse,1,0,1,Converse
7/24/2015,Wyoming,Natrona,0,0,0,Natrona
7/24/2015,Delaware,New Castle,0,1,1,New Castle
7/24/2015,Nebraska,Dodge,1,0,1,Dodge
7/24/2015,North Dakota,Cass,0,1,1,Cass
7/24/2015,Alabama,Butler,1,0,1,Butler
7/24/2015,Florida,Miami-Dade,0,1,1,Miami-Dade
7/24/2015,Arkansas,Craighead,0,0,0,Craighead
7/24/2015,Louisiana,Vermilion,1,1,2,Vermilion
7/24/2015,Ohio,Stark,0,1,1,Stark
7/25/2015,North Carolina,Martin,0,1,1,Martin
7/25/2015,Tennessee,Hamilton,0,2,2,Hamilton
7/25/2015,Texas,Montgomery,0,0,0,Montgomery
7/25/2015,Texas,Harris,0,0,0,Harris
7/25/2015,Michigan,Cass,0,0,0,Cass
7/25/2015,Ohio,Gallia,0,1,1,Gallia
7/26/2015,Mississippi,Copiah,1,0,1,Copiah
7/26/2015,Arkansas,Garland,0,0,0,Garland
7/26/2015,Missouri,Cole,0,1,1,Cole
7/26/2015,Virginia,Stafford,0,1,1,Stafford
7/26/2015,Texas,Rains,0,1,1,Rains
7/26/2015,North Carolina,Catawba,1,0,1,Catawba
7/27/2015,Oklahoma,Cherokee,1,0,1,Cherokee
7/27/2015,Wyoming,Natrona,0,0,0,Natrona
7/27/2015,North Carolina,Davidson,1,0,1,Davidson
7/27/2015,Florida,Orange,0,0,0,Orange
7/27/2015,Mississippi,Monroe,0,0,0,Monroe
7/27/2015,Kentucky,Clay,1,0,1,Clay
7/27/2015,Louisiana,Terrebonne,1,0,1,Terrebonne
7/28/2015,Alabama,Jefferson,1,0,1,Jefferson
7/28/2015,Florida,Saint Johns,1,0,1,Saint Johns
7/28/2015,California,Trinity,0,1,1,Trinity
7/28/2015,California,Kern,0,0,0,Kern
7/28/2015,Tennessee,Bradley,1,0,1,Bradley
7/29/2015,Missouri,Saint Louis,0,1,1,Saint Louis
7/29/2015,Texas,Harris,0,0,0,Harris
7/29/2015,Texas,Bexar,1,0,1,Bexar
7/29/2015,Tennessee,Dyer,0,1,1,Dyer
7/29/2015,Florida,Orange,1,0,1,Orange
7/29/2015,North Carolina,Iredell,0,0,0,Iredell
7/29/2015,Kentucky,Scott,1,0,1,Scott
7/29/2015,Tennessee,Hawkins,0,0,0,Hawkins
7/29/2015,Florida,Miami-Dade,0,1,1,Miami-Dade
7/30/2015,California,Fresno,0,1,1,Fresno
7/30/2015,Arkansas,White,0,1,1,White
7/30/2015,Texas,Walker,1,1,2,Walker
7/30/2015,North Carolina,Craven,0,1,1,Craven
7/30/2015,Arkansas,Pulaski,0,0,0,Pulaski
7/30/2015,Texas,Williamson,0,0,0,Williamson
7/30/2015,Michigan,Clare,0,0,0,Clare
7/30/2015,Missouri,Cole,0,1,1,Cole
7/30/2015,Texas,Cass,0,1,1,Cass
7/30/2015,North Carolina,Vance,0,1,1,Vance
7/30/2015,Missouri,Hickory,0,2,2,Hickory
7/30/2015,California,Siskiyou,1,0,1,Siskiyou
7/30/2015,Texas,Harris,0,1,1,Harris
7/31/2015,Florida,Orange,0,1,1,Orange
7/31/2015,Pennsylvania,Washington,0,1,1,Washington
7/31/2015,Tennessee,Montgomery,0,1,1,Montgomery
7/31/2015,Utah,Cache,0,0,0,Cache
7/31/2015,North Carolina,Scotland,0,1,1,Scotland
8/1/2015,Florida,Miami-Dade,0,2,2,Miami-Dade
8/1/2015,Florida,Orange,1,0,1,Orange
8/1/2015,Florida,Osceola,0,0,0,Osceola
8/1/2015,Indiana,Fulton,0,2,2,Fulton
8/1/2015,Texas,Fort Bend,1,0,1,Fort Bend
8/1/2015,North Carolina,Gaston,0,0,0,Gaston
8/1/2015,Texas,Brazoria,0,0,0,Brazoria
8/2/2015,Wyoming,Natrona,0,0,0,Natrona
8/2/2015,Tennessee,Henderson,0,0,0,Henderson
8/3/2015,Colorado,Garfield,0,0,0,Garfield
8/3/2015,Missouri,Boone,0,0,0,Boone
8/3/2015,Missouri,Boone,0,0,0,Boone
8/3/2015,Alabama,DeKalb,0,0,0,DeKalb
8/3/2015,Wisconsin,Eau Claire,0,0,0,Eau Claire
8/3/2015,Wisconsin,Sawyer,0,0,0,Sawyer
8/3/2015,Virginia,Powhatan,1,0,1,Powhatan
8/4/2015,Texas,Harris,1,1,2,Harris
8/4/2015,Texas,Montgomery,0,0,0,Montgomery
8/4/2015,Texas,Montgomery,0,0,0,Montgomery
8/4/2015,Wyoming,Natrona,0,0,0,Natrona
8/4/2015,Texas,Harris,1,1,2,Harris
8/4/2015,Florida,Orange,1,0,1,Orange
8/4/2015,Florida,Orange,0,0,0,Orange
8/4/2015,West Virginia,Taylor,0,1,1,Taylor
8/4/2015,Virginia,Henrico,0,0,0,Henrico
8/5/2015,Texas,Harris,0,1,1,Harris
8/5/2015,Arkansas,Johnson,0,0,0,Johnson
8/5/2015,North Carolina,Robeson,0,1,1,Robeson
8/5/2015,Michigan,Saginaw,0,0,0,Saginaw
8/5/2015,California,Stanislaus,0,1,1,Stanislaus
8/5/2015,California,Sutter,0,0,0,Sutter
8/5/2015,Florida,Orange,0,2,2,Orange
8/6/2015,Oklahoma,Pottawatomie,0,3,3,Pottawatomie
8/6/2015,Wisconsin,Sawyer,0,0,0,Sawyer
8/6/2015,California,Los Angeles,0,0,0,Los Angeles
8/6/2015,Oregon,Linn,0,0,0,Linn
8/6/2015,California,Monterey,0,0,0,Monterey
8/6/2015,Florida,Collier,0,0,0,Collier
8/7/2015,Indiana,Wells,0,0,0,Wells
8/7/2015,Texas,Harris,1,0,1,Harris
8/7/2015,Texas,Harris,1,1,2,Harris
8/8/2015,North Carolina,Onslow,0,1,1,Onslow
8/8/2015,Tennessee,Mcminn,0,1,1,Mcminn
8/8/2015,Texas,Montgomery,0,0,0,Montgomery
8/8/2015,Wyoming,Natrona,0,0,0,Natrona
8/9/2015,Kentucky,Clay,0,0,0,Clay
8/9/2015,Virginia,Henrico,0,1,1,Henrico
8/9/2015,Minnesota,Pennington,0,1,1,Pennington
8/9/2015,California,Monterey,0,0,0,Monterey
8/9/2015,Kentucky,Whitley,0,0,0,Whitley
8/9/2015,North Carolina,New Hanover,0,0,0,New Hanover
8/10/2015,Florida,Orange,0,1,1,Orange
8/11/2015,Kentucky,McCracken,0,0,0,McCracken
8/11/2015,North Carolina,Cumberland,1,0,1,Cumberland
8/12/2015,Missouri,Dunklin,0,1,1,Dunklin
8/12/2015,Texas,Harris,1,1,2,Harris
8/12/2015,Texas,Harris,0,1,1,Harris
8/12/2015,Delaware,New Castle,0,0,0,New Castle
8/13/2015,Nebraska,Lincoln,0,0,0,Lincoln
8/13/2015,Tennessee,Carter,0,1,1,Carter
8/14/2015,Texas,Harris,1,1,2,Harris
8/14/2015,Idaho,Bannock,1,0,1,Bannock
8/14/2015,Minnesota,Beltrami,0,0,0,Beltrami
