date,state,city_or_county,n_killed,n_injured,n_total,county
5/26/2015,Florida,Miami-Dade,0,2,2,Miami-Dade
5/26/2015,Maryland,McHenry,0,0,0,McHenry
6/1/2015,Kentucky,Bledsoe,0,1,1,Bledsoe
6/4/2015,Tennessee,Madison,1,0,1,Madison
6/6/2015,Ohio,Liberty,0,1,1,Liberty
6/8/2015,Wisconsin,Saratoga,0,0,0,Saratoga
6/10/2015,New Hampshire,Chesterfield,0,0,0,Chesterfield
6/12/2015,Maine,York,0,0,0,York
6/16/2015,Massachusetts,Montague,0,1,1,Montague
6/20/2015,New Jersey,Orange,0,1,1,Orange
6/21/2015,North Carolina,Candler,0,0,0,Candler
6/22/2015,Maine,York,0,0,0,York
7/6/2015,Tennessee,Madison,0,1,1,Madison
7/6/2015,New Hampshire,Bath,1,0,1,Bath
7/9/2015,Virginia,Henrico,0,1,1,Henrico
7/9/2015,Virginia,Henrico,0,0,0,Henrico
7/12/2015,Florida,Miami-Dade,1,0,1,Miami-Dade
7/16/2015,Maine,Lee,2,4,6,Lee
7/16/2015,New York,Clay,0,0,0,Clay
7/16/2015,Michigan,Erie,0,1,1,Erie
7/19/2015,Maine,Greene,0,1,1,Greene
7/22/2015,Massachusetts,Bedford,0,3,3,Bedford
7/22/2015,Rhode Island,Johnston,0,0,0,Johnston
7/26/2015,Texas,Porter,0,1,1,Porter
7/27/2015,Massachusetts,Ashland,0,0,0,Ashland
7/30/2015,New Hampshire,Salem,0,0,0,Salem
8/2/2015,Connecticut,Goshen,0,1,1,Goshen
8/4/2015,Virginia,Henrico,0,0,0,Henrico
8/5/2015,Virginia,Henrico,0,1,1,Henrico
8/8/2015,New Hampshire,Lee,0,0,0,Lee
8/8/2015,Connecticut,Fairfield,0,0,0,Fairfield
8/9/2015,Delaware,Lincoln,0,2,2,Lincoln
8/15/2015,New York,Summit,0,0,0,Summit
8/16/2015,New Jersey,Warren,3,0,3,Warren
8/17/2015,Wisconsin,Saratoga,1,1,2,Saratoga
8/18/2015,New Hampshire,Salem,0,0,0,Salem
8/23/2015,Massachusetts,Norfolk,0,0,0,Norfolk
8/23/2015,Maine,Windsor,0,0,0,Windsor
8/23/2015,Virginia,Hardy,1,0,1,Hardy
8/24/2015,New York,Fayette,1,0,1,Fayette
8/29/2015,New York,Clay,0,0,0,Clay
8/29/2015,Tennessee,Buchanan,1,0,1,Buchanan
8/30/2015,Tennessee,Madison,0,1,1,Madison
8/30/2015,Pennsylvania,White,0,1,1,White
9/2/2015,Oregon,Clackamas,2,0,2,Clackamas
9/3/2015,Pennsylvania,Jackson,0,0,0,Jackson
9/3/2015,New Hampshire,Merrimack,1,0,1,Merrimack
9/5/2015,Maine,York,0,0,0,York
9/6/2015,Tennessee,Madison,0,0,0,Madison
9/6/2015,Tennessee,Madison,0,1,1,Madison
9/7/2015,Ohio,Houston,0,0,0,Houston
9/9/2015,New Jersey,Union,0,0,0,Union
9/9/2015,New Jersey,Union,0,1,1,Union
9/13/2015,California,Greenwood,3,0,3,Greenwood
9/14/2015,New Jersey,Orange,1,0,1,Orange
9/15/2015,Connecticut,Preston,0,1,1,Preston
9/19/2015,New Jersey,Randolph,1,0,1,Randolph
9/20/2015,Tennessee,Madison,0,1,1,Madison
9/22/2015,Connecticut,Fairfield,0,0,0,Fairfield
9/23/2015,New Hampshire,Salem,1,0,1,Salem
10/9/2015,Massachusetts,Carver,0,0,0,Carver
10/12/2015,New York,Bethel,1,0,1,Bethel
10/13/2015,New Hampshire,Merrimack,0,0,0,Merrimack
10/14/2015,Massachusetts,Weston,0,1,1,Weston
10/14/2015,Connecticut,Weston,0,1,1,Weston
10/21/2015,New Jersey,Jackson,0,1,1,Jackson
10/22/2015,New York,Plymouth,0,0,0,Plymouth
10/25/2015,Massachusetts,Amherst,0,0,0,Amherst
10/26/2015,New Hampshire,Newton,0,0,0,Newton
10/27/2015,Massachusetts,Hanover,0,1,1,Hanover
11/1/2015,Connecticut,Essex,0,0,0,Essex
11/1/2015,Massachusetts,Norton,0,0,0,Norton
11/2/2015,Tennessee,Madison,0,1,1,Madison
11/5/2015,Rhode Island,Johnston,0,0,0,Johnston
11/5/2015,Michigan,Macomb,0,0,0,Macomb
11/6/2015,Massachusetts,Amherst,0,0,0,Amherst
11/10/2015,Connecticut,Windham,0,1,1,Windham
11/13/2015,Virginia,Henrico,0,1,1,Henrico
11/15/2015,California,Valencia,2,0,2,Valencia
11/15/2015,New Jersey,Orange,0,2,2,Orange
11/16/2015,Maine,Wells,0,0,0,Wells
11/16/2015,Connecticut,Lebanon,0,0,0,Lebanon
11/16/2015,New York,Russell,0,0,0,Russell
11/22/2015,Massachusetts,Norton,1,0,1,Norton
11/26/2015,Maine,York,0,0,0,York
11/28/2015,California,Somerset,0,0,0,Somerset
11/30/2015,Tennessee,Madison,0,0,0,Madison
11/30/2015,Kentucky,Gray,0,0,0,Gray
11/30/2015,New Jersey,Randolph,1,0,1,Randolph
12/2/2015,Connecticut,Cheshire,0,0,0,Cheshire
12/3/2015,Connecticut,Monroe,0,0,0,Monroe
12/5/2015,Maine,Litchfield,0,0,0,Litchfield
12/8/2015,New York,Kendall,0,0,0,Kendall
12/10/2015,Connecticut,Kent,0,0,0,Kent
12/11/2015,Tennessee,Madison,0,1,1,Madison
12/15/2015,Tennessee,Madison,0,2,2,Madison
12/16/2015,Connecticut,Burlington,0,1,1,Burlington
12/17/2015,Colorado,Pine,0,1,1,Pine
12/19/2015,Tennessee,Madison,0,1,1,Madison
12/19/2015,Massachusetts,Dorchester,0,0,0,Dorchester
12/26/2015,Delaware,Lincoln,0,1,1,Lincoln
12/27/2015,Michigan,Lake,0,1,1,Lake
12/31/2015,Tennessee,Madison,0,1,1,Madison
1/11/2016,Tennessee,Madison,0,0,0,Madison
1/11/2016,Maine,Union,0,0,0,Union
1/12/2016,Connecticut,Guilford,0,0,0,Guilford
1/12/2016,Tennessee,Madison,0,1,1,Madison
1/14/2016,Maine,Windham,1,0,1,Windham
1/16/2016,New Hampshire,Bedford,0,1,1,Bedford
1/17/2016,Maine,York,0,0,0,York
1/18/2016,Connecticut,Fairfield,0,0,0,Fairfield
1/20/2016,New York,Preble,0,1,1,Preble
1/20/2016,Louisiana,Mora,0,1,1,Mora
1/23/2016,Massachusetts,Amherst,0,0,0,Amherst
1/25/2016,Arizona,Apache,0,1,1,Apache
1/25/2016,Connecticut,Windsor,0,1,1,Windsor
1/29/2016,Virginia,Woodford,2,2,4,Woodford
2/2/2016,New Hampshire,Lee,0,0,0,Lee
2/6/2016,Massachusetts,Bedford,0,0,0,Bedford
2/10/2016,Alaska,Barrow,1,0,1,Barrow
2/13/2016,Massachusetts,Rockland,0,0,0,Rockland
2/14/2016,Kentucky,Baxter,0,1,1,Baxter
2/14/2016,Connecticut,Madison,0,1,1,Madison
2/15/2016,Michigan,Macomb,1,0,1,Macomb
2/16/2016,Connecticut,Fairfield,1,0,1,Fairfield
2/17/2016,New York,Carlton,0,0,0,Carlton
2/17/2016,Maine,Brooks,0,0,0,Brooks
2/17/2016,Maine,Windsor,0,0,0,Windsor
2/18/2016,Massachusetts,Amherst,0,1,1,Amherst
2/20/2016,Tennessee,Madison,1,0,1,Madison
2/25/2016,South Dakota,Black Hawk,0,0,0,Black Hawk
2/25/2016,New York,Plymouth,0,0,0,Plymouth
3/2/2016,Virginia,Dinwiddie,0,1,1,Dinwiddie
3/5/2016,North Carolina,Candler,0,1,1,Candler
3/5/2016,North Carolina,Candler,0,1,1,Candler
3/5/2016,Michigan,Bedford,0,0,0,Bedford
3/11/2016,Tennessee,Madison,0,1,1,Madison
3/14/2016,New Jersey,Howell,0,0,0,Howell
3/18/2016,Connecticut,Fairfield,0,0,0,Fairfield
3/23/2016,New York,Clay,0,0,0,Clay
3/24/2016,Kentucky,Garfield,2,0,2,Garfield
3/27/2016,Tennessee,Madison,0,0,0,Madison
3/28/2016,New York,Russell,0,0,0,Russell
3/29/2016,Indiana,Williamsburg,0,0,0,Williamsburg
4/4/2016,Maine,Jay,0,0,0,Jay
4/8/2016,Connecticut,Kent,0,0,0,Kent
4/9/2016,Virginia,Henrico,0,0,0,Henrico
4/10/2016,Oregon,Clackamas,0,0,0,Clackamas
4/11/2016,New York,Clay,0,0,0,Clay
4/12/2016,Oregon,Clackamas,0,1,1,Clackamas
4/14/2016,New Jersey,Orange,1,2,3,Orange
4/14/2016,Maine,Lebanon,0,0,0,Lebanon
4/15/2016,Virginia,Ringgold,0,0,0,Ringgold
4/17/2016,New Jersey,Orange,1,0,1,Orange
4/19/2016,California,Llano,1,0,1,Llano
4/20/2016,West Virginia,Wharton,0,0,0,Wharton
4/20/2016,West Virginia,Webster,0,0,0,Webster
4/22/2016,New Hampshire,Bedford,0,0,0,Bedford
4/23/2016,New Jersey,Hillsborough,0,0,0,Hillsborough
4/29/2016,Rhode Island,Lincoln,0,1,1,Lincoln
5/2/2016,New York,Hinsdale,0,0,0,Hinsdale
5/3/2016,South Carolina,Richland,0,1,1,Richland
5/4/2016,Kentucky,Walker,1,1,2,Walker
5/8/2016,South Carolina,Richland,0,2,2,Richland
5/13/2016,New Jersey,Union,1,0,1,Union
5/14/2016,New York,Ulster,0,0,0,Ulster
5/20/2016,North Carolina,Candler,2,0,2,Candler
5/22/2016,Connecticut,Fairfield,0,0,0,Fairfield
5/27/2016,New Jersey,Orange,0,1,1,Orange
5/27/2016,Virginia,Hardy,0,0,0,Hardy
5/28/2016,Pennsylvania,Pulaski,0,0,0,Pulaski
5/30/2016,Alaska,Barrow,0,0,0,Barrow
6/1/2016,Maine,York,0,0,0,York
6/2/2016,Virginia,Dinwiddie,0,0,0,Dinwiddie
6/5/2016,Rhode Island,Johnston,0,0,0,Johnston
6/5/2016,Tennessee,Madison,1,0,1,Madison
6/7/2016,New Jersey,Howell,0,0,0,Howell
6/7/2016,West Virginia,Hansford,0,0,0,Hansford
6/8/2016,Tennessee,Madison,0,1,1,Madison
6/11/2016,Minnesota,Webster,0,4,4,Webster
6/14/2016,Oregon,Clackamas,0,0,0,Clackamas
6/18/2016,Kentucky,Gray,1,0,1,Gray
6/20/2016,Texas,Atascosa,0,0,0,Atascosa
6/20/2016,North Carolina,Candler,2,0,2,Candler
6/27/2016,New Jersey,Orange,0,2,2,Orange
6/29/2016,Alaska,Barrow,0,0,0,Barrow
7/2/2016,Connecticut,Tolland,0,0,0,Tolland
7/2/2016,Ohio,Randolph,0,1,1,Randolph
7/3/2016,Texas,Atascosa,1,0,1,Atascosa
7/4/2016,New Jersey,Orange,0,1,1,Orange
7/6/2016,New York,Carlisle,0,0,0,Carlisle
7/6/2016,Vermont,Essex,0,0,0,Essex
7/7/2016,Massachusetts,Rockland,0,0,0,Rockland
7/9/2016,Connecticut,Fairfield,0,0,0,Fairfield
7/11/2016,New York,Stafford,0,0,0,Stafford
7/12/2016,North Carolina,Vilas,0,0,0,Vilas
7/12/2016,North Carolina,Vilas,0,0,0,Vilas
7/13/2016,New Jersey,Orange,0,3,3,Orange
7/18/2016,Tennessee,Madison,1,0,1,Madison
7/20/2016,New Jersey,Orange,1,2,3,Orange
7/23/2016,New Jersey,Howell,0,0,0,Howell
7/23/2016,North Carolina,Candler,0,0,0,Candler
7/26/2016,New Jersey,Orange,1,1,2,Orange
7/28/2016,New Jersey,Orange,1,0,1,Orange
7/28/2016,Tennessee,Buchanan,2,0,2,Buchanan
8/3/2016,New Jersey,Union,0,1,1,Union
8/9/2016,Tennessee,Madison,0,1,1,Madison
8/11/2016,Virginia,Henrico,0,0,0,Henrico
8/12/2016,Maine,Lebanon,0,0,0,Lebanon
8/13/2016,Delaware,Lincoln,0,1,1,Lincoln
8/15/2016,Maine,Jefferson,1,1,2,Jefferson
8/16/2016,Missouri,Williamsburg,0,0,0,Williamsburg
8/17/2016,Vermont,Montgomery,0,0,0,Montgomery
8/20/2016,North Carolina,Candler,0,0,0,Candler
8/20/2016,Michigan,Oakland,0,0,0,Oakland
8/21/2016,Virginia,Dinwiddie,1,0,1,Dinwiddie
8/25/2016,Massachusetts,Dorchester,0,1,1,Dorchester
8/26/2016,Tennessee,Madison,0,1,1,Madison
8/27/2016,Maine,Windham,0,0,0,Windham
9/6/2016,New Jersey,Orange,0,2,2,Orange
9/10/2016,Alaska,Barrow,1,1,2,Barrow
9/11/2016,New Hampshire,Salem,0,0,0,Salem
9/13/2016,Missouri,Beaufort,0,0,0,Beaufort
9/13/2016,Tennessee,Madison,0,1,1,Madison
9/13/2016,Maine,York,0,0,0,York
9/17/2016,New York,Stafford,0,0,0,Stafford
9/20/2016,New Jersey,Clark,0,1,1,Clark
9/21/2016,Maine,Jay,0,0,0,Jay
9/22/2016,Alaska,Barrow,1,0,1,Barrow
9/22/2016,Alabama,Sunflower,0,1,1,Sunflower
9/27/2016,Illinois,Bristol,0,0,0,Bristol
9/28/2016,Louisiana,Pointe Coupee,3,0,3,Pointe Coupee
9/29/2016,Tennessee,Madison,0,1,1,Madison
10/2/2016,West Virginia,Miami,0,1,1,Miami
10/5/2016,Connecticut,Cheshire,0,1,1,Cheshire
10/11/2016,Virginia,Henrico,0,1,1,Henrico
10/15/2016,Massachusetts,Amherst,1,1,2,Amherst
10/16/2016,Maine,Sherman,0,0,0,Sherman
10/18/2016,New Hampshire,Merrimack,0,0,0,Merrimack
10/25/2016,Michigan,Highland,0,0,0,Highland
10/25/2016,Texas,Larue,1,0,1,Larue
10/30/2016,Massachusetts,Southampton,0,1,1,Southampton
10/30/2016,Massachusetts,Amherst,0,2,2,Amherst
10/31/2016,Vermont,Huntington,0,0,0,Huntington
10/31/2016,Tennessee,Madison,0,1,1,Madison
10/31/2016,New Jersey,Orange,0,2,2,Orange
11/1/2016,Tennessee,Madison,0,1,1,Madison
11/1/2016,Connecticut,Sterling,0,0,0,Sterling
11/3/2016,New Jersey,Orange,2,2,4,Orange
11/4/2016,Washington,Beaver,1,0,1,Beaver
11/5/2016,New Jersey,Howell,0,0,0,Howell
11/9/2016,Massachusetts,Norton,0,0,0,Norton
11/12/2016,New Jersey,Orange,0,1,1,Orange
11/15/2016,Oregon,Clackamas,0,1,1,Clackamas
11/15/2016,Vermont,Essex,0,0,0,Essex
11/17/2016,Massachusetts,Norton,0,0,0,Norton
11/26/2016,Michigan,Newport,1,1,2,Newport
11/28/2016,New Hampshire,Effingham,1,0,1,Effingham
11/28/2016,Maine,Litchfield,0,0,0,Litchfield
11/30/2016,New Jersey,Orange,1,0,1,Orange
12/2/2016,Tennessee,Madison,1,0,1,Madison
12/8/2016,Louisiana,St. James,1,1,2,St. James
12/10/2016,Texas,Porter,0,0,0,Porter
12/10/2016,Maine,Jay,0,0,0,Jay
12/12/2016,Massachusetts,Sutton,0,0,0,Sutton
12/13/2016,Tennessee,Madison,0,1,1,Madison
12/22/2016,Connecticut,Windsor,0,0,0,Windsor
12/23/2016,North Carolina,Candler,1,0,1,Candler
12/23/2016,Tennessee,Madison,0,0,0,Madison
12/24/2016,Rhode Island,Johnston,1,0,1,Johnston
12/26/2016,Louisiana,St. Landry,0,0,0,St. Landry
12/26/2016,New Jersey,Orange,1,0,1,Orange
12/27/2016,Tennessee,Whiteside,1,0,1,Whiteside
12/29/2016,Maine,York,0,0,0,York
1/1/2017,Maine,Lebanon,0,0,0,Lebanon
1/1/2017,Rhode Island,Warren,0,0,0,Warren
1/2/2017,North Carolina,Pendleton,1,0,1,Pendleton
1/3/2017,Connecticut,Burlington,0,1,1,Burlington
1/5/2017,Virginia,Henrico,0,1,1,Henrico
1/7/2017,New Hampshire,Salem,0,0,0,Salem
1/7/2017,Connecticut,Fairfield,0,0,0,Fairfield
1/8/2017,Michigan,Highland,2,1,3,Highland
1/8/2017,Virginia,Henrico,0,1,1,Henrico
1/9/2017,New Jersey,Wayne,2,0,2,Wayne
1/13/2017,Virginia,Dinwiddie,0,0,0,Dinwiddie
1/14/2017,Virginia,Henrico,0,0,0,Henrico
1/19/2017,Virginia,Woodford,1,0,1,Woodford
1/20/2017,Virginia,Callaway,0,1,1,Callaway
1/21/2017,New Jersey,Orange,0,1,1,Orange
1/21/2017,New Jersey,Orange,0,1,1,Orange
1/25/2017,New Jersey,Orange,0,1,1,Orange
1/25/2017,Tennessee,Madison,1,0,1,Madison
1/25/2017,New Jersey,Orange,0,1,1,Orange
1/25/2017,Louisiana,Iberia,0,0,0,Iberia
1/28/2017,New Hampshire,Merrimack,0,0,0,Merrimack
1/28/2017,Tennessee,Madison,1,1,2,Madison
1/28/2017,Massachusetts,Dorchester,0,0,0,Dorchester
1/29/2017,New Hampshire,Sullivan,0,0,0,Sullivan
1/31/2017,New Hampshire,Bedford,0,0,0,Bedford
2/4/2017,New Hampshire,Merrimack,0,0,0,Merrimack
2/8/2017,Alaska,Barrow,1,0,1,Barrow
2/9/2017,Tennessee,Madison,0,0,0,Madison
2/9/2017,New Hampshire,Stoddard,1,0,1,Stoddard
2/11/2017,Tennessee,Madison,0,1,1,Madison
2/12/2017,Virginia,Hayes,0,0,0,Hayes
2/16/2017,Virginia,Henrico,1,0,1,Henrico
2/16/2017,New York,Kent,0,0,0,Kent
2/23/2017,Louisiana,Caldwell,0,1,1,Caldwell
3/2/2017,Virginia,Henrico,1,0,1,Henrico
3/2/2017,Vermont,New Haven,0,1,1,New Haven
3/12/2017,New Hampshire,Salem,0,0,0,Salem
3/18/2017,Virginia,Henrico,0,0,0,Henrico
3/24/2017,Connecticut,Fairfield,0,1,1,Fairfield
3/28/2017,Connecticut,Preston,0,0,0,Preston
3/30/2017,Illinois,Bristol,0,0,0,Bristol
3/30/2017,Connecticut,Lebanon,0,0,0,Lebanon
4/2/2017,Virginia,Newport,0,1,1,Newport
4/3/2017,New Hampshire,Salem,1,0,1,Salem
4/4/2017,Virginia,Newport,0,0,0,Newport
4/4/2017,Connecticut,Columbia,0,1,1,Columbia
4/5/2017,Virginia,Henrico,1,0,1,Henrico
4/9/2017,Massachusetts,Whitman,0,0,0,Whitman
4/10/2017,Virginia,Henrico,0,0,0,Henrico
4/12/2017,Ohio,Bath,0,0,0,Bath
4/13/2017,Michigan,Washington,0,0,0,Washington
4/15/2017,New Hampshire,Northumberland,0,0,0,Northumberland
4/17/2017,Virginia,Hardy,0,1,1,Hardy
4/17/2017,New Hampshire,Windham,0,0,0,Windham
4/17/2017,Vermont,Hancock,0,0,0,Hancock
4/19/2017,West Virginia,Walker,0,1,1,Walker
4/24/2017,Texas,Porter,1,0,1,Porter
4/25/2017,Vermont,Vernon,0,1,1,Vernon
4/26/2017,Tennessee,Madison,0,1,1,Madison
4/29/2017,Tennessee,Madison,0,1,1,Madison
4/29/2017,Alaska,Barrow,1,0,1,Barrow
4/30/2017,Virginia,Henrico,1,0,1,Henrico
5/1/2017,Pennsylvania,Pulaski,0,0,0,Pulaski
5/2/2017,New Hampshire,Merrimack,0,1,1,Merrimack
5/2/2017,New Hampshire,Windham,0,1,1,Windham
5/5/2017,South Carolina,Habersham,0,0,0,Habersham
5/7/2017,New Hampshire,Merrimack,0,1,1,Merrimack
5/9/2017,Virginia,Henrico,0,0,0,Henrico
5/10/2017,Texas,Porter,0,0,0,Porter
5/12/2017,Pennsylvania,Jackson,0,0,0,Jackson
5/12/2017,New Jersey,Union,0,0,0,Union
5/17/2017,Tennessee,Madison,0,1,1,Madison
5/17/2017,Tennessee,Butler,1,0,1,Butler
5/17/2017,Connecticut,Preston,0,0,0,Preston
5/19/2017,Tennessee,Madison,0,2,2,Madison
5/23/2017,Michigan,Jerome,0,0,0,Jerome
5/24/2017,Tennessee,Madison,0,1,1,Madison
5/24/2017,Tennessee,Madison,0,1,1,Madison
5/24/2017,Tennessee,Madison,0,1,1,Madison
5/25/2017,Florida,San Mateo,1,0,1,San Mateo
5/29/2017,Alabama,Alpine,1,0,1,Alpine
5/30/2017,West Virginia,Hartford,0,1,1,Hartford
6/2/2017,Virginia,Dinwiddie,0,0,0,Dinwiddie
6/3/2017,New Hampshire,Fremont,0,0,0,Fremont
6/6/2017,Tennessee,Madison,0,0,0,Madison
6/7/2017,Virginia,Cascade,0,1,1,Cascade
6/11/2017,Connecticut,Cheshire,0,0,0,Cheshire
6/13/2017,Connecticut,Tolland,0,0,0,Tolland
6/15/2017,Connecticut,Windsor,0,0,0,Windsor
6/15/2017,New Hampshire,Newton,1,0,1,Newton
6/26/2017,Maine,Winn,0,1,1,Winn
6/28/2017,Connecticut,Tolland,0,0,0,Tolland
7/1/2017,Maine,Phillips,0,0,0,Phillips
7/7/2017,Tennessee,Madison,0,1,1,Madison
7/7/2017,Ohio,Bath,0,1,1,Bath
7/11/2017,New Hampshire,Salem,0,0,0,Salem
7/12/2017,Maryland,Hanover,0,1,1,Hanover
7/13/2017,New York,Huron,0,0,0,Huron
7/18/2017,Missouri,Williamsburg,0,0,0,Williamsburg
7/20/2017,Tennessee,Madison,1,0,1,Madison
7/20/2017,Connecticut,Tolland,0,0,0,Tolland
7/21/2017,Tennessee,Madison,1,0,1,Madison
7/23/2017,Virginia,Dinwiddie,0,1,1,Dinwiddie
7/25/2017,Virginia,Henrico,0,0,0,Henrico
7/25/2017,Rhode Island,Lincoln,0,0,0,Lincoln
7/26/2017,Maine,Athens,0,1,1,Athens
7/28/2017,Texas,Panola,2,1,3,Panola
7/30/2017,Maine,Baldwin,1,0,1,Baldwin
7/31/2017,New York,Jasper,0,1,1,Jasper
8/1/2017,Virginia,Henrico,1,0,1,Henrico
8/4/2017,Delaware,Lincoln,0,0,0,Lincoln
8/4/2017,Virginia,Henrico,0,1,1,Henrico
8/6/2017,Delaware,Lincoln,0,0,0,Lincoln
8/9/2017,Connecticut,Fairfield,0,0,0,Fairfield
8/10/2017,Michigan,La Salle,0,0,0,La Salle
8/10/2017,New Hampshire,Salem,0,0,0,Salem
8/13/2017,Massachusetts,Rockland,0,1,1,Rockland
8/18/2017,New Hampshire,Atkinson,0,1,1,Atkinson
8/21/2017,Mississippi,Lawrence,0,1,1,Lawrence
8/21/2017,Maine,Litchfield,0,1,1,Litchfield
8/22/2017,Rhode Island,Johnston,0,0,0,Johnston
8/22/2017,Tennessee,Madison,0,1,1,Madison
8/23/2017,New Hampshire,Strafford,0,0,0,Strafford
8/24/2017,New Jersey,Orange,1,0,1,Orange
8/24/2017,New Jersey,Orange,1,0,1,Orange
8/24/2017,Maine,Windsor,0,0,0,Windsor
8/28/2017,New Jersey,Howell,1,0,1,Howell
8/29/2017,North Carolina,Candler,0,0,0,Candler
9/8/2017,New Jersey,Howell,0,0,0,Howell
9/9/2017,Maine,York,0,0,0,York
9/11/2017,Connecticut,Monroe,0,1,1,Monroe
9/12/2017,Virginia,Henrico,0,1,1,Henrico
9/13/2017,New Jersey,Orange,0,0,0,Orange
9/16/2017,New Jersey,Howell,0,0,0,Howell
9/17/2017,Tennessee,Madison,0,0,0,Madison
9/18/2017,Massachusetts,Marion,0,0,0,Marion
9/20/2017,Tennessee,Madison,0,0,0,Madison
9/20/2017,North Carolina,Candler,0,1,1,Candler
9/21/2017,Virginia,Henrico,0,1,1,Henrico
9/22/2017,Maine,Sumner,0,1,1,Sumner
9/22/2017,New Hampshire,Salem,0,0,0,Salem
9/23/2017,Ohio,Newton,0,1,1,Newton
9/23/2017,New York,Hillsdale,0,0,0,Hillsdale
9/24/2017,New Hampshire,Merrimack,0,0,0,Merrimack
9/26/2017,New Jersey,Jackson,0,0,0,Jackson
9/26/2017,Massachusetts,Carver,0,0,0,Carver
9/26/2017,Washington,Elk,1,0,1,Elk
9/27/2017,Maine,Grand Isle,0,1,1,Grand Isle
9/27/2017,Pennsylvania,Gilpin,0,0,0,Gilpin
10/2/2017,Maine,Lebanon,1,0,1,Lebanon
10/2/2017,New York,Livingston,0,0,0,Livingston
10/3/2017,Connecticut,Oxford,0,0,0,Oxford
10/5/2017,New York,Stanley,0,0,0,Stanley
10/5/2017,North Carolina,Clarendon,0,0,0,Clarendon
10/5/2017,New Hampshire,Grafton,0,0,0,Grafton
10/7/2017,Virginia,Henrico,0,0,0,Henrico
10/8/2017,Virginia,Henrico,0,0,0,Henrico
10/8/2017,New Jersey,Union,1,0,1,Union
10/10/2017,South Carolina,Dale,0,0,0,Dale
10/10/2017,Connecticut,Fairfield,1,0,1,Fairfield
10/12/2017,Virginia,Henrico,0,0,0,Henrico
10/18/2017,Connecticut,Fairfield,0,0,0,Fairfield
10/20/2017,Pennsylvania,Harford,0,0,0,Harford
10/21/2017,Maine,Athens,0,0,0,Athens
10/22/2017,Virginia,Hayes,0,1,1,Hayes
10/23/2017,West Virginia,Josephine,0,0,0,Josephine
10/24/2017,Virginia,Henrico,0,0,0,Henrico
10/25/2017,New Jersey,Orange,1,0,1,Orange
10/25/2017,Maine,York,0,0,0,York
10/25/2017,Rhode Island,Lincoln,0,1,1,Lincoln
10/27/2017,Vermont,Washington,0,0,0,Washington
10/28/2017,Rhode Island,Foster,0,1,1,Foster
11/1/2017,New Jersey,Southampton,0,0,0,Southampton
11/4/2017,Massachusetts,Rockland,0,0,0,Rockland
11/5/2017,Vermont,Vernon,0,0,0,Vernon
11/10/2017,Tennessee,Madison,0,1,1,Madison
11/10/2017,New Hampshire,Salem,0,0,0,Salem
11/12/2017,Vermont,Grand Isle,0,1,1,Grand Isle
11/13/2017,Alabama,Alpine,1,0,1,Alpine
11/13/2017,Tennessee,Madison,0,1,1,Madison
11/14/2017,Ohio,Sullivan,0,1,1,Sullivan
11/15/2017,West Virginia,Hansford,0,0,0,Hansford
11/16/2017,Maine,York,0,0,0,York
11/16/2017,West Virginia,Rock,0,1,1,Rock
11/17/2017,New Hampshire,Merrimack,0,0,0,Merrimack
11/18/2017,Virginia,Henrico,2,0,2,Henrico
11/19/2017,Maine,York,0,0,0,York
11/20/2017,New Jersey,Orange,1,0,1,Orange
11/25/2017,Maryland,Washington,0,0,0,Washington
11/27/2017,Tennessee,Madison,1,0,1,Madison
11/28/2017,Indiana,Calumet,0,1,1,Calumet
11/28/2017,Massachusetts,Whitman,0,0,0,Whitman
11/29/2017,New Hampshire,Atkinson,0,0,0,Atkinson
11/30/2017,Maine,Hancock,0,0,0,Hancock
12/1/2017,Connecticut,Kent,1,0,1,Kent
12/2/2017,New York,Cameron,0,0,0,Cameron
12/2/2017,Virginia,Henrico,0,1,1,Henrico
12/6/2017,Connecticut,Salem,0,0,0,Salem
12/6/2017,Connecticut,Fairfield,0,0,0,Fairfield
12/12/2017,Connecticut,Tolland,0,0,0,Tolland
12/16/2017,Massachusetts,Norton,0,0,0,Norton
12/17/2017,North Carolina,Clarendon,0,0,0,Clarendon
12/17/2017,New Jersey,Jackson,0,0,0,Jackson
12/20/2017,Massachusetts,Amherst,0,1,1,Amherst
12/20/2017,Maine,Lebanon,1,0,1,Lebanon
12/20/2017,Missouri,Williamsburg,0,0,0,Williamsburg
12/23/2017,New Jersey,Jackson,0,1,1,Jackson
12/26/2017,Tennessee,Fulton,1,0,1,Fulton
12/27/2017,Connecticut,Burlington,0,0,0,Burlington
12/31/2017,Tennessee,Madison,1,0,1,Madison
1/1/2018,New Jersey,Orange,2,0,2,Orange
1/1/2018,Kentucky,Banner,0,0,0,Banner
1/2/2018,West Virginia,Rock,0,1,1,Rock
1/2/2018,New York,Hillsdale,0,0,0,Hillsdale
1/7/2018,Maryland,Hanover,0,0,0,Hanover
1/10/2018,Delaware,Lincoln,0,1,1,Lincoln
1/15/2018,Tennessee,Madison,1,0,1,Madison
1/16/2018,New Jersey,Randolph,0,0,0,Randolph
1/18/2018,New York,York,0,0,0,York
1/19/2018,Indiana,Tippecanoe,0,0,0,Tippecanoe
1/20/2018,New Hampshire,Lee,0,1,1,Lee
1/21/2018,Connecticut,Oxford,0,0,0,Oxford
1/25/2018,Virginia,Hayes,0,1,1,Hayes
