,date,state,city_or_county,n_killed,n_injured,n_total,county
3614,1/13/2016,Ohio,Galloway,0,0,0,
5936,10/29/2017,Ohio,Galloway,0,1,1,
6147,12/26/2017,Ohio,Galloway,0,1,1,
592,4/29/2014,Virginia,Garden Creek,0,1,1,
2520,4/5/2015,Wisconsin,Garden Valley,2,0,2,
3601,1/11/2016,New York,Garrison,0,0,0,
5093,3/22/2017,New York,Garrison,0,0,0,
4181,7/5/2016,Virginia,Garrisonville,0,0,0,
4104,6/14/2016,Michigan,Geneva Township,0,0,0,
5454,6/26/2017,West Virginia,Genoa,0,0,0,
1359,9/2/2014,Michigan,Genoa Township,1,0,1,
1795,11/3/2014,Michigan,Genoa Township,0,0,0,
2847,6/9/2015,Michigan,Genoa Township,0,0,0,
5344,5/29/2017,West Virginia,Gerrardstown,1,0,1,
3503,12/13/2015,New York,Gerry,0,0,0,
6138,12/23/2017,New York,Gerry,0,0,0,
3131,8/29/2015,Pennsylvania,Gilbert,0,0,0,
715,5/20/2014,New Hampshire,Gilford,0,1,1,
3232,10/2/2015,New Hampshire,Gilford,0,0,0,
3572,1/2/2016,New Hampshire,Gilford,0,0,0,
4468,9/26/2016,New Hampshire,Gilford,0,0,0,
5410,6/13/2017,Massachusetts,Gilford,0,0,0,
5760,9/21/2017,Massachusetts,Gill,0,0,0,
5180,4/19/2017,Texas,Gillett,0,0,0,
1364,9/2/2014,South Carolina,Gillisonville,0,0,0,
1442,9/12/2014,South Carolina,Gillisonville,0,0,0,
541,4/16/2014,New Hampshire,Gilmanton,0,0,0,
1445,9/12/2014,New Hampshire,Gilmanton,0,0,0,
2443,3/20/2015,New Hampshire,Gilmanton,0,0,0,
5311,5/20/2017,New Hampshire,Gilmanton,0,0,0,
486,4/5/2014,South Carolina,Givhans,1,0,1,
1105,7/26/2014,Montana,Glacier National Park,0,0,0,
120,1/19/2014,Connecticut,Glastonbury,0,0,0,
561,4/22/2014,Connecticut,Glastonbury,0,0,0,
1170,8/3/2014,Connecticut,Glastonbury,0,0,0,
1675,10/16/2014,Connecticut,Glastonbury,0,0,0,
5788,9/27/2017,Connecticut,Glastonbury,0,0,0,
6201,1/10/2018,Connecticut,Glastonbury,1,0,1,
4160,7/1/2016,West Virginia,Glen Easton,0,0,0,
2421,3/15/2015,California,Glen Ivy,0,1,1,
6435,3/17/2018,Pennsylvania,Glen Mills,0,0,0,
661,5/10/2014,West Virginia,Glen Morgan,0,1,1,
4676,11/24/2016,New York,Glenmont,0,1,1,
440,3/25/2014,Pennsylvania,Glenville,0,0,0,
3754,2/25/2016,New York,Glenwood,0,0,0,
1,1/1/2014,New Jersey,Gloucester Township,0,0,0,
142,1/24/2014,New Jersey,Gloucester Township,0,1,1,
692,5/16/2014,New Jersey,Gloucester Township,0,0,0,
720,5/21/2014,New Jersey,Gloucester Township,0,0,0,
1208,8/8/2014,New Jersey,Gloucester Township,0,0,0,
5940,10/30/2017,Maryland,Glyndon,0,0,0,
2001,12/10/2014,North Carolina,Gold Hill,0,0,0,
2137,1/5/2015,North Carolina,Gold Hill,0,0,0,
5309,5/19/2017,North Carolina,Gold Hill,0,0,0,
5352,5/30/2017,North Carolina,Gold Hill,0,0,0,
4260,7/27/2016,Michigan,Goodells,0,0,0,
5087,3/19/2017,Virginia,Goodview,0,1,1,
5456,6/27/2017,Virginia,Goodview,0,0,0,
5780,9/26/2017,Mississippi,Gore Springs,0,1,1,
6382,3/4/2018,Mississippi,Gore Springs,0,1,1,
1946,11/27/2014,Maine,Gouldsboro,2,0,2,
1403,9/8/2014,Michigan,Gowen,1,0,1,
3541,12/26/2015,Michigan,Gowen,1,1,2,
1842,11/10/2014,Missouri,Graff,1,0,1,
4347,8/20/2016,California,Granada Hills,1,2,3,
6369,2/27/2018,California,Granada Hills,0,0,0,
6489,3/30/2018,California,Granada Hills,0,0,0,
1890,11/17/2014,New York,Grand Gorge,0,0,0,
6325,2/13/2018,New York,Grand Island,0,0,0,
1276,8/18/2014,Maine,Grand Lake Stream,0,0,0,
5871,10/15/2017,New Hampshire,Grantham,0,0,0,
58,1/11/2014,New York,Great Kills,0,0,0,
1604,10/5/2014,Maryland,Great Mills,0,0,0,
6446,3/20/2018,Maryland,Great Mills,2,1,3,
714,5/20/2014,New Jersey,Green Brook,0,0,0,
1601,10/4/2014,New Jersey,Green Brook,0,0,0,
3159,9/6/2015,New Jersey,Green Creek,0,0,0,
5782,9/26/2017,North Carolina,Green Mountain,0,1,1,
1043,7/17/2014,Michigan,Green Oak Township,1,0,1,
3366,11/5/2015,South Carolina,Green Sea,1,0,1,
3372,11/6/2015,South Carolina,Green Sea,0,0,0,
5625,8/15/2017,South Carolina,Green Sea,1,0,1,
5654,8/22/2017,South Carolina,Green Sea,1,0,1,
484,4/5/2014,Ohio,Green Township,0,1,1,
510,4/9/2014,Ohio,Green Township,1,0,1,
1008,7/12/2014,Ohio,Green Township,0,0,0,
1013,7/13/2014,Ohio,Green Township,0,0,0,
5775,9/24/2017,Pennsylvania,Green Township,0,0,0,
11,1/2/2014,Nevada,Green Valley,0,2,2,
2366,3/4/2015,West Virginia,Green Valley,0,2,2,
2554,4/13/2015,West Virginia,Green Valley,0,1,1,
9,1/2/2014,Florida,Greenacres,0,1,1,
315,2/27/2014,Florida,Greenacres,0,0,0,
317,2/27/2014,Florida,Greenacres,0,0,0,
499,4/7/2014,Washington,Greenacres,0,0,0,
550,4/19/2014,Florida,Greenacres,0,0,0,
581,4/26/2014,Florida,Greenacres,0,0,0,
645,5/6/2014,Florida,Greenacres,0,0,0,
748,5/26/2014,Florida,Greenacres,1,0,1,
862,6/19/2014,Florida,Greenacres,0,0,0,
1055,7/19/2014,Florida,Greenacres,0,0,0,
1885,11/16/2014,Florida,Greenacres,0,1,1,
2477,3/30/2015,Florida,Greenacres,1,1,2,
2501,4/2/2015,Florida,Greenacres,0,0,0,
2892,6/22/2015,Florida,Greenacres,1,0,1,
2900,6/27/2015,Florida,Greenacres,4,0,4,
3649,1/24/2016,Florida,Greenacres,0,0,0,
3650,1/24/2016,Florida,Greenacres,0,1,1,
3772,3/1/2016,Florida,Greenacres,0,0,0,
3773,3/1/2016,Florida,Greenacres,0,0,0,
3799,3/8/2016,Florida,Greenacres,0,1,1,
3848,3/23/2016,Florida,Greenacres,0,0,0,
3856,3/24/2016,Florida,Greenacres,0,0,0,
3872,3/29/2016,Florida,Greenacres,0,0,0,
3893,4/6/2016,Florida,Greenacres,0,0,0,
3964,4/29/2016,Florida,Greenacres,0,1,1,
4286,8/6/2016,Florida,Greenacres,0,1,1,
4668,11/21/2016,Florida,Greenacres,0,0,0,
4731,12/10/2016,Florida,Greenacres,0,1,1,
4920,1/30/2017,Florida,Greenacres,1,0,1,
5211,4/27/2017,Florida,Greenacres,2,0,2,
5316,5/23/2017,Florida,Greenacres,0,0,0,
5439,6/21/2017,Florida,Greenacres,0,0,0,
5976,11/10/2017,Florida,Greenacres,1,0,1,
6177,1/3/2018,Florida,Greenacres,0,0,0,
6304,2/6/2018,Florida,Greenacres,0,0,0,
6452,3/21/2018,Florida,Greenacres,0,1,1,
830,6/12/2014,New York,Greenburgh,0,1,1,
2849,6/9/2015,North Carolina,Greeneville,0,0,0,
496,4/6/2014,Massachusetts,Greenfield,0,0,0,
1025,7/15/2014,Massachusetts,Greenfield,0,0,0,
2156,1/9/2015,Massachusetts,Greenfield,0,0,0,
2165,1/12/2015,Massachusetts,Greenfield,0,0,0,
2242,1/30/2015,Massachusetts,Greenfield,0,0,0,
2351,2/28/2015,Massachusetts,Greenfield,0,0,0,
3033,8/3/2015,New Hampshire,Greenfield,0,0,0,
3344,10/31/2015,Massachusetts,Greenfield,0,1,1,
4094,6/11/2016,Massachusetts,Greenfield,0,0,0,
4553,10/21/2016,Massachusetts,Greenfield,0,0,0,
4958,2/8/2017,Massachusetts,Greenfield,1,0,1,
4965,2/10/2017,Massachusetts,Greenfield,0,0,0,
5016,2/24/2017,Massachusetts,Greenfield,0,1,1,
5081,3/16/2017,Massachusetts,Greenfield,0,0,0,
5576,8/3/2017,Massachusetts,Greenfield,0,0,0,
5800,10/1/2017,Massachusetts,Greenfield,0,0,0,
5801,10/1/2017,New Hampshire,Greenfield,0,0,0,
1528,9/23/2014,Pennsylvania,Greenfield Township,0,0,0,
2877,6/17/2015,Louisiana,Greenwell Springs,0,0,0,
1789,11/3/2014,New Jersey,Greenwich Township,0,0,0,
1796,11/3/2014,New Jersey,Greenwich Township,0,0,0,
5904,10/23/2017,New York,Greig,1,0,1,
941,7/4/2014,Mississippi,Grenada ,0,0,0,
5505,7/15/2017,Kentucky,Grethel,0,1,1,
2463,3/26/2015,Connecticut,Griswold,0,0,0,
474,4/3/2014,New York,Guilderland,0,0,0,
1253,8/15/2014,New York,Guilderland,0,0,0,
1624,10/8/2014,New York,Guilderland,4,0,4,
2616,4/24/2015,New York,Guilderland,0,0,0,
4634,11/12/2016,New York,Guilderland,0,0,0,
1075,7/22/2014,Alabama,Gulf Shores ,0,0,0,
1285,8/19/2014,Alabama,Gulf Shores ,0,0,0,
1269,8/17/2014,Mississippi,Gulfport ,0,0,0,
1509,9/20/2014,Mississippi,Gulfport ,0,0,0,
2575,4/17/2015,Michigan,Gulliver,3,0,3,
222,2/6/2014,Maryland,Gwynn Oak,0,0,0,
1510,9/20/2014,Maryland,Gwynn Oak,1,0,1,
2743,5/19/2015,Maryland,Gwynn Oak,0,2,2,
4059,5/30/2016,Maryland,Gwynn Oak,0,1,1,
5069,3/13/2017,Maryland,Gwynn Oak,1,3,4,
5186,4/21/2017,Maryland,Gwynn Oak,0,1,1,
5301,5/17/2017,Maryland,Gwynn Oak,0,1,1,
5329,5/25/2017,Maryland,Gwynn Oak,0,1,1,
5599,8/8/2017,Maryland,Gwynn Oak,1,0,1,
5746,9/18/2017,Maryland,Gwynn Oak,0,1,1,
2021,12/13/2014,Connecticut,Haddam,0,1,1,
4173,7/3/2016,Connecticut,Haddam,0,0,0,
6126,12/19/2017,Connecticut,Haddam,0,1,1,
520,4/12/2014,Pennsylvania,Haddington,0,0,0,
2149,1/7/2015,New Jersey,Haddon Township,0,0,0,
3214,9/24/2015,New Jersey,Haddon Township,0,0,0,
6034,11/26/2017,New Jersey,Haddon Township,0,0,0,
1557,9/28/2014,Nevada,Hadley,0,0,0,
3028,8/2/2015,Massachusetts,Hadley,0,0,0,
6363,2/26/2018,Massachusetts,Hadley,0,0,0,
2638,4/28/2015,New York,Hague,0,0,0,
5197,4/25/2017,New York,Hague,0,1,1,
5207,4/27/2017,New York,Hague,0,0,0,
4702,11/30/2016,Hawaii,Haiku,0,0,0,
750,5/26/2014,New York,Halfmoon,1,0,1,
2507,4/3/2015,New York,Halfmoon,0,0,0,
872,6/23/2014,Maine,Hallowell ,0,0,0,
302,2/24/2014,Connecticut,Hamden,0,0,0,
742,5/25/2014,Connecticut,Hamden,0,0,0,
984,7/9/2014,Connecticut,Hamden,0,0,0,
994,7/10/2014,Connecticut,Hamden,0,0,0,
1152,7/31/2014,Connecticut,Hamden,0,0,0,
1159,8/2/2014,Connecticut,Hamden,0,0,0,
1175,8/3/2014,Connecticut,Hamden,0,0,0,
1185,8/4/2014,Connecticut,Hamden,0,0,0,
1215,8/9/2014,Connecticut,Hamden,0,1,1,
1255,8/15/2014,Connecticut,Hamden,0,0,0,
1309,8/24/2014,Connecticut,Hamden,0,0,0,
1387,9/5/2014,Connecticut,Hamden,0,0,0,
1469,9/15/2014,Connecticut,Hamden,0,0,0,
1502,9/20/2014,Connecticut,Hamden,0,0,0,
1541,9/25/2014,Connecticut,Hamden,0,0,0,
1620,10/8/2014,Connecticut,Hamden,0,0,0,
1662,10/14/2014,Connecticut,Hamden,0,0,0,
1665,10/14/2014,Connecticut,Hamden,0,0,0,
1696,10/19/2014,Connecticut,Hamden,1,0,1,
1717,10/22/2014,Connecticut,Hamden,0,0,0,
1778,11/1/2014,Connecticut,Hamden,0,0,0,
1872,11/14/2014,Connecticut,Hamden,0,0,0,
1935,11/25/2014,Connecticut,Hamden,0,1,1,
1975,12/4/2014,Connecticut,Hamden,0,1,1,
1998,12/9/2014,Connecticut,Hamden,0,1,1,
2160,1/10/2015,Connecticut,Hamden,0,1,1,
2203,1/18/2015,Connecticut,Hamden,0,1,1,
2235,1/28/2015,Connecticut,Hamden,0,0,0,
2566,4/15/2015,Connecticut,Hamden,0,1,1,
2602,4/22/2015,Connecticut,Hamden,0,0,0,
2636,4/28/2015,Connecticut,Hamden,0,1,1,
2682,5/7/2015,Connecticut,Hamden,0,0,0,
2684,5/8/2015,Connecticut,Hamden,0,1,1,
2803,5/30/2015,Connecticut,Hamden,0,1,1,
2804,5/30/2015,Connecticut,Hamden,0,1,1,
2841,6/7/2015,Connecticut,Hamden,0,0,0,
2977,7/17/2015,Connecticut,Hamden,0,0,0,
3161,9/6/2015,Connecticut,Hamden,0,1,1,
3166,9/7/2015,Connecticut,Hamden,0,0,0,
3389,11/13/2015,Connecticut,Hamden,0,0,0,
3408,11/17/2015,Connecticut,Hamden,2,0,2,
3415,11/19/2015,Connecticut,Hamden,0,1,1,
3448,11/28/2015,Connecticut,Hamden,0,1,1,
3519,12/18/2015,Connecticut,Hamden,0,1,1,
3579,1/3/2016,Connecticut,Hamden,0,0,0,
3598,1/9/2016,Connecticut,Hamden,0,1,1,
3600,1/10/2016,Connecticut,Hamden,0,0,0,
3615,1/13/2016,Connecticut,Hamden,0,0,0,
3638,1/21/2016,Connecticut,Hamden,0,0,0,
3682,2/1/2016,Connecticut,Hamden,0,0,0,
3776,3/2/2016,Connecticut,Hamden,0,0,0,
3811,3/12/2016,Connecticut,Hamden,0,0,0,
3904,4/10/2016,Connecticut,Hamden,0,0,0,
3946,4/23/2016,Connecticut,Hamden,1,0,1,
3968,4/29/2016,Connecticut,Hamden,0,0,0,
4088,6/10/2016,Connecticut,Hamden,0,0,0,
4090,6/11/2016,Connecticut,Hamden,0,1,1,
4121,6/19/2016,Connecticut,Hamden,0,0,0,
4153,6/27/2016,Connecticut,Hamden,0,0,0,
4189,7/6/2016,New York,Hamden,0,0,0,
4195,7/8/2016,Connecticut,Hamden,0,1,1,
4272,7/31/2016,Connecticut,Hamden,0,0,0,
4327,8/16/2016,Connecticut,Hamden,0,0,0,
4346,8/20/2016,Connecticut,Hamden,0,4,4,
4584,10/30/2016,Connecticut,Hamden,0,0,0,
4635,11/12/2016,Connecticut,Hamden,0,0,0,
4804,12/31/2016,Connecticut,Hamden,0,0,0,
4865,1/17/2017,Connecticut,Hamden,0,1,1,
4915,1/29/2017,Connecticut,Hamden,0,0,0,
4935,2/3/2017,Connecticut,Hamden,0,1,1,
5015,2/24/2017,Connecticut,Hamden,0,0,0,
5149,4/9/2017,Connecticut,Hamden,0,1,1,
5236,5/4/2017,Connecticut,Hamden,0,0,0,
5351,5/30/2017,Connecticut,Hamden,0,0,0,
5429,6/17/2017,Connecticut,Hamden,0,0,0,
5571,8/2/2017,Connecticut,Hamden,0,1,1,
5613,8/13/2017,Connecticut,Hamden,0,1,1,
5637,8/19/2017,Connecticut,Hamden,0,1,1,
5718,9/10/2017,Connecticut,Hamden,0,1,1,
5749,9/18/2017,Connecticut,Hamden,0,1,1,
5774,9/24/2017,Connecticut,Hamden,0,0,0,
5832,10/6/2017,Connecticut,Hamden,0,1,1,
5855,10/10/2017,Connecticut,Hamden,0,0,0,
5870,10/15/2017,Connecticut,Hamden,0,0,0,
5943,10/31/2017,Connecticut,Hamden,0,1,1,
5961,11/5/2017,Connecticut,Hamden,0,0,0,
5989,11/13/2017,Connecticut,Hamden,1,0,1,
6016,11/20/2017,Connecticut,Hamden,0,0,0,
6095,12/12/2017,Connecticut,Hamden,0,0,0,
6206,1/12/2018,Connecticut,Hamden,0,1,1,
6254,1/24/2018,Connecticut,Hamden,0,1,1,
6329,2/14/2018,Connecticut,Hamden,0,0,0,
6338,2/18/2018,Connecticut,Hamden,0,0,0,
6339,2/18/2018,Connecticut,Hamden,0,0,0,
6416,3/14/2018,Connecticut,Hamden,0,1,1,
6466,3/24/2018,Connecticut,Hamden,0,0,0,
4896,1/25/2017,South Carolina,Hamer,0,2,2,
5655,8/23/2017,South Carolina,Hamer,1,0,1,
5697,9/2/2017,South Carolina,Hamer,0,1,1,
589,4/28/2014,New Jersey,Hamilton Township,0,1,1,
733,5/25/2014,New Jersey,Hamilton Township,0,1,1,
1103,7/26/2014,New Jersey,Hamilton Township,0,0,0,
2698,5/11/2015,Ohio,Hamilton Township,0,0,0,
2818,6/2/2015,New Jersey,Hamilton Township,0,0,0,
882,6/24/2014,Pennsylvania,Hampden Township,0,0,0,
3641,1/22/2016,New Hampshire,Hampstead,0,2,2,
5058,3/11/2017,New York,Hamptonburgh,0,0,0,
2438,3/19/2015,North Carolina,Hamptonville,0,1,1,
3090,8/17/2015,Texas,Hamshire,1,0,1,
769,5/30/2014,Pennsylvania,Hanover Township,1,0,1,
4491,10/4/2016,Delaware,Harbeson,0,0,0,
5038,3/2/2017,Delaware,Harbeson,0,0,0,
342,3/6/2014,California,Harbor City,1,1,2,
2786,5/27/2015,California,Harbor City,0,1,1,
2915,7/2/2015,California,Harbor City,1,0,1,
3421,11/21/2015,California,Harbor City,0,0,0,
3499,12/12/2015,California,Harbor City,0,1,1,
4112,6/18/2016,California,Harbor City,0,3,3,
4267,7/29/2016,California,Harbor City,1,1,2,
4420,9/13/2016,California,Harbor City,0,0,0,
4521,10/12/2016,California,Harbor City,2,0,2,
4854,1/14/2017,California,Harbor City,0,0,0,
5312,5/20/2017,California,Harbor City,1,1,2,
5396,6/10/2017,California,Harbor City,0,1,1,
5426,6/17/2017,California,Harbor City,0,0,0,
5432,6/17/2017,California,Harbor City,0,1,1,
4356,8/23/2016,Pennsylvania,Harborcreek,1,0,1,
2748,5/20/2015,Texas,Harlandale,0,0,0,
2468,3/27/2015,North Carolina,Harlowe,0,1,1,
2963,7/14/2015,Maine,Harmony,0,0,0,
3083,8/16/2015,Maine,Harmony,0,0,0,
4358,8/23/2016,Maine,Harmony,0,0,0,
4759,12/18/2016,West Virginia,Harper Heights,1,0,1,
3822,3/16/2016,New York,Harpursville,0,0,0,
590,4/29/2014,Michigan,Harrison Township,0,0,0,
1249,8/14/2014,Michigan,Harrison Township,2,0,2,
1790,11/3/2014,Michigan,Harrison Township,0,0,0,
2320,2/20/2015,Michigan,Harrison Township,0,0,0,
3283,10/13/2015,Michigan,Harrison Township,0,0,0,
5358,6/2/2017,Michigan,Harrison Township,0,0,0,
5635,8/19/2017,Michigan,Harrison Township,0,1,1,
5878,10/17/2017,Ohio,Harrison Township,0,1,1,
6311,2/10/2018,Michigan,Harrison Township,0,0,0,
939,7/4/2014,New York,Hartland,0,1,1,
518,4/12/2014,Ohio,Hartwell,0,1,1,
4664,11/20/2016,Massachusetts,Harvard,0,1,1,
2993,7/23/2015,Massachusetts,Harwich,0,0,0,
4672,11/22/2016,Massachusetts,Harwich,0,0,0,
5677,8/28/2017,Massachusetts,Harwich,0,0,0,
6181,1/5/2018,Massachusetts,Harwich,0,0,0,
1453,9/13/2014,New York,Hastings,0,0,0,
737,5/25/2014,North Carolina,Hatteras Island,0,0,0,
3093,8/18/2015,New Hampshire,Haverhill,0,0,0,
5621,8/15/2017,New Hampshire,Haverhill,2,0,2,
5268,5/11/2017,Maryland,Havre De Grace,0,0,0,
689,5/15/2014,Mississippi,Hazelhurst,0,0,0,
1063,7/20/2014,Pennsylvania,Hazle Township,0,0,0,
1634,10/10/2014,Pennsylvania,Hazle Township,0,0,0,
4728,12/8/2016,Maine,Hebron,2,0,2,
5931,10/28/2017,Maine,Hebron,1,0,1,
3276,10/11/2015,Kentucky,Hector,1,0,1,
3757,2/27/2016,New York,Hector,0,0,0,
2523,4/6/2015,Tennessee,Heiskell,0,0,0,
4415,9/12/2016,Tennessee,Heiskell,0,1,1,
257,2/13/2014,Arkansas,Helena-west Helena,0,3,3,
4029,5/20/2016,Arkansas,Helena-west Helena,1,0,1,
4072,6/5/2016,Arkansas,Helena-west Helena,0,1,1,
118,1/19/2014,Pennsylvania,Hempfield,1,0,1,
127,1/21/2014,Pennsylvania,Hempfield,1,0,1,
1831,11/9/2014,New York,Henrietta,0,1,1,
3696,2/7/2016,New York,Henrietta,0,0,0,
3718,2/15/2016,New York,Henrietta,0,0,0,
3878,4/1/2016,New York,Henrietta,0,0,0,
3940,4/22/2016,New York,Henrietta,0,0,0,
4107,6/15/2016,New York,Henrietta,0,0,0,
4611,11/6/2016,West Virginia,Hensley,1,0,1,
168,1/28/2014,Tennessee,Hermitage,1,0,1,
685,5/15/2014,Tennessee,Hermitage,0,0,0,
1444,9/12/2014,Tennessee,Hermitage,0,2,2,
3263,10/8/2015,Tennessee,Hermitage,0,0,0,
5168,4/15/2017,Tennessee,Hermitage,0,0,0,
5476,7/4/2017,Tennessee,Hermitage,0,0,0,
5502,7/14/2017,Tennessee,Hermitage,0,1,1,
5560,7/30/2017,Tennessee,Hermitage,0,1,1,
5623,8/15/2017,Tennessee,Hermitage,0,2,2,
6191,1/9/2018,Tennessee,Hermitage,0,1,1,
6318,2/12/2018,Tennessee,Hermitage,1,0,1,
6458,3/22/2018,Tennessee,Hermitage,0,1,1,
6483,3/28/2018,Tennessee,Hermitage,1,0,1,
4801,12/30/2016,Pennsylvania,Hesston,2,0,2,
5824,10/5/2017,Arkansas,Heth,0,0,0,
2871,6/16/2015,West Virginia,Hiawatha,0,0,0,
84,1/14/2014,Tennessee,Hickory Hill,0,0,0,
1503,9/20/2014,Tennessee,Hickory Hill,1,0,1,
1515,9/21/2014,Tennessee,Hickory Hill,0,1,1,
3646,1/23/2016,Alabama,Higdon,1,1,2,
230,2/6/2014,Vermont,Highgate,0,0,0,
5342,5/28/2017,Vermont,Highgate Center,0,1,1,
564,4/22/2014,California,Highland Park,1,0,1,
746,5/26/2014,California,Highland Park,1,0,1,
756,5/27/2014,California,Highland Park,0,1,1,
1259,8/15/2014,California,Highland Park,0,1,1,
1862,11/13/2014,California,Highland Park,1,0,1,
2814,6/1/2015,Utah,Hill Afb,0,0,0,
498,4/7/2014,New Jersey,Hillside,0,0,0,
547,4/18/2014,New Jersey,Hillside,0,1,1,
568,4/23/2014,New Jersey,Hillside,0,0,0,
1441,9/12/2014,New Jersey,Hillside,0,0,0,
1721,10/23/2014,New Jersey,Hillside,0,0,0,
1722,10/23/2014,New Jersey,Hillside,0,0,0,
2429,3/17/2015,New Jersey,Hillside,0,1,1,
2817,6/2/2015,New Jersey,Hillside,0,0,0,
3814,3/13/2016,New Jersey,Hillside,0,0,0,
3816,3/13/2016,New Jersey,Hillside,0,1,1,
4513,10/11/2016,New Jersey,Hillside,0,0,0,
5441,6/21/2017,New Jersey,Hillside,0,0,0,
5658,8/23/2017,New Jersey,Hillside,0,0,0,
6058,12/2/2017,New Jersey,Hillside,1,0,1,
180,1/30/2014,South Carolina,Hilton Head,0,0,0,
306,2/25/2014,South Carolina,Hilton Head,0,0,0,
334,3/3/2014,South Carolina,Hilton Head,0,0,0,
398,3/19/2014,South Carolina,Hilton Head,0,0,0,
776,6/1/2014,South Carolina,Hilton Head,0,0,0,
855,6/18/2014,South Carolina,Hilton Head,0,0,0,
927,7/1/2014,South Carolina,Hilton Head,0,0,0,
961,7/6/2014,South Carolina,Hilton Head,0,0,0,
2129,1/3/2015,Virginia,Hiltons,0,1,1,
3694,2/5/2016,Ohio,Hinckley,2,0,2,
5836,10/7/2017,Ohio,Hinckley,0,0,0,
5006,2/23/2017,Kentucky,Hinkle,0,1,1,
2959,7/13/2015,Oklahoma,Hodgen,0,1,1,
2541,4/8/2015,Louisiana,Holden,0,1,1,
3009,7/27/2015,Louisiana,Holden,0,1,1,
3303,10/21/2015,Maine,Holden,0,0,0,
5212,4/27/2017,Louisiana,Holden,0,0,0,
5983,11/12/2017,Louisiana,Holden,1,0,1,
2869,6/15/2015,Maine,Hollis,0,0,0,
3674,1/31/2016,New Hampshire,Hollis,0,0,0,
5240,5/5/2017,Maine,Hollis,0,2,2,
4646,11/15/2016,Maine,Hollis Center,0,1,1,
5083,3/17/2017,Maine,Hollis Center,0,0,0,
5911,10/24/2017,Massachusetts,Holliston,0,0,0,
52,1/10/2014,California,Hollywood ,0,1,1,
1653,10/13/2014,Florida,Hollywood ,0,0,0,
4778,12/24/2016,Michigan,Homer Township,0,0,0,
2372,3/5/2015,New York,Hoosick,0,0,0,
4145,6/25/2016,New York,Hoosick,0,1,1,
4162,7/1/2016,Rhode Island,Hope,0,0,0,
3798,3/8/2016,Alabama,Hope Hull,1,0,1,
4397,9/6/2016,Alabama,Hope Hull,0,1,1,
609,5/2/2014,Pennsylvania,Hopewell Township,0,0,0,
1226,8/11/2014,Mississippi,Horn Lake ,0,0,0,
2540,4/8/2015,New York,Hornby,0,0,0,
410,3/21/2014,Kentucky,Horse Creek,0,1,1,
4027,5/20/2016,Alabama,Horton,1,0,1,
5219,5/1/2017,Tennessee,Horton Ford,0,0,0,
503,4/8/2014,Arkansas,Hot Springs National Park,3,0,3,
599,4/30/2014,Arkansas,Hot Springs National Park,1,2,3,
3324,10/26/2015,Arkansas,Hot Springs National Park,1,0,1,
4501,10/7/2016,Arkansas,Hot Springs National Park,1,0,1,
4773,12/22/2016,Arkansas,Hot Springs National Park,0,1,1,
4858,1/15/2017,Arkansas,Hot Springs National Park,1,1,2,
5347,5/29/2017,Arkansas,Hot Springs National Park,0,1,1,
5595,8/7/2017,Arkansas,Hot Springs National Park,1,0,1,
4670,11/22/2016,New York,Howard Beach,1,0,1,
6184,1/6/2018,Virginia,Howardsville,0,1,1,
627,5/4/2014,Mississippi,Hub,1,0,1,
254,2/12/2014,Vermont,Hubbardton,2,0,2,
1314,8/25/2014,Ohio,Huber Heights.,0,0,0,
293,2/23/2014,North Carolina,Hubert,1,0,1,
1573,9/30/2014,North Carolina,Hubert,2,0,2,
2109,12/30/2014,North Carolina,Hubert,0,0,0,
2978,7/18/2015,North Carolina,Hubert,1,0,1,
5960,11/5/2017,North Carolina,Hubert,0,0,0,
6247,1/23/2018,North Carolina,Hubert,0,0,0,
1082,7/23/2014,Wisconsin,Hubertus,0,0,0,
4402,9/6/2016,Virginia,Huddleston,1,0,1,
1189,8/5/2014,Virginia,Hudgins,1,0,1,
3924,4/15/2016,Kentucky,Hueysville,2,1,3,
2789,5/27/2015,South Carolina,Huger,0,0,0,
4237,7/21/2016,South Carolina,Huger,1,0,1,
5126,3/31/2017,Kentucky,Hulen,0,0,0,
6352,2/21/2018,Kentucky,Hulen,0,1,1,
2375,3/6/2015,Wisconsin,Hull,2,0,2,
1626,10/9/2014,Pennsylvania,Hunlock Creek,0,0,0,
2128,1/3/2015,Pennsylvania,Hunlock Creek,1,0,1,
6009,11/18/2017,Maryland,Hunt Valley,0,1,1,
3221,9/27/2015,Pennsylvania,Huntingdon Valley,1,0,1,
1693,10/18/2014,Alabama,Huntsville ,0,0,0,
821,6/11/2014,Florida,Hutchinson Island,0,0,0,
2075,12/22/2014,Massachusetts,Hyde Park,0,0,0,
16,1/4/2014,Louisiana,Iberia Parish,0,1,1,
59,1/11/2014,Louisiana,Iberia Parish,0,0,0,
243,2/9/2014,Louisiana,Iberia Parish,0,0,0,
330,3/2/2014,Louisiana,Iberia Parish,1,0,1,
331,3/3/2014,Louisiana,Iberia Parish,1,0,1,
574,4/24/2014,Louisiana,Iberia Parish,0,1,1,
923,7/1/2014,Louisiana,Iberia Parish,0,0,0,
1108,7/26/2014,Louisiana,Iberia Parish,0,1,1,
1191,8/5/2014,Louisiana,Iberia Parish,0,0,0,
1279,8/18/2014,Louisiana,Iberia Parish,0,0,0,
1513,9/21/2014,Louisiana,Iberia Parish,0,1,1,
