latitude,longitude
33.7444,-118.024
38.9659,-76.4924
41.5945,-93.6347
34.8495,-86.7534
32.6164,-90.0421
32.6784,-117.059
36.1753,-95.9964
39.9033,-86.1935
42.7326,-84.5557
39.6651,-75.7195
48.4797,-116.462
46.2269,-119.208
42.524,-82.9374
47.5002,-114.334
37.7749,-122.419
35.5965,-82.5554
41.39,-80.3492
27.7226,-97.3999
39.18,-76.5917
43.0668,-83.7286
37.7285,-89.2014
39.1369,-76.6556
33.5575,-84.4269
27.4632,-82.5872
40.6156,-74.0811
29.9814,-90.2417
34.9949,-79.1896
37.7716,-122.205
40.5873,-83.1433
39.8869,-76.6118
39.9583,-75.2456
38.6792,-90.2275
40.0003,-75.1309
41.7218,-83.6051
40.0248,-75.0958
30.6731,-88.0972
28.6689,-82.3869
33.0585,-111.996
30.3216,-81.5774
40.427,-86.9176
38.8793,-77.0199
38.9167,-77.023
30.3631,-81.7054
34.0777,-84.4393
48.7082,-122.323
38.9261,-77.0228
41.5244,-81.3401
39.6547,-85.1387
39.8196,-84.1936
42.2413,-83.6218
30.6965,-88.044
44.5369,-123.252
32.6576,-97.0007
37.9675,-87.5477
47.1414,-122.788
33.7336,-84.2303
44.1935,-72.5007
36.0546,-89.353
40.2222,-74.7602
32.3118,-102.544
38.8437,-76.891
38.7069,-90.2974
30.4238,-91.1839
29.6564,-95.1644
40.7934,-73.4151
39.077,-94.5909
35.9417,-80.5472
35.093,-106.644
39.3016,-76.6251
34.8451,-92.186
33.5372,-101.865
35.0735,-78.886
42.1112,-72.5739
34.8544,-92.1205
28.5051,-81.7592
39.3751,-77.1269
47.6104,-122.312
43.6795,-70.4442
28.5977,-80.8131
44.9471,-123.05
39.788,-89.6058
37.2064,-93.4366
41.9175,-87.7
34.9169,-81.0107
37.8403,-86.7652
39.9332,-82.0279
35.5106,-88.628
41.0658,-85.1176
32.721,-97.0254
32.2904,-106.787
34.9682,-89.9959
35.0817,-78.9568
43.0906,-77.515
36.9487,-84.0969
35.3321,-81.0689
26.3261,-98.3405
35.726,-95.3759
35.0055,-85.293
37.209,-93.2923
30.501,-97.6531
43.2508,-70.8997
40.6685,-89.629
39.035,-95.6421
37.3155,-89.525
25.9727,-80.2089
34.079,-118.372
40.2234,-74.774
32.3567,-88.7081
45.3903,-122.589
32.4673,-86.3604
40.0637,-82.4136
38.4823,-107.862
32.491,-87.8487
31.3388,-83.5957
33.9386,-118.091
33.8295,-83.9726
37.1738,-83.7199
40.8642,-73.8913
30.2339,-92.0094
40.3676,-74.7454
33.9718,-118.346
25.9505,-80.2322
43.0749,-83.6665
38.0906,-122.233
41.7685,-87.6546
42.0181,-78.6053
44.9721,-93.0253
35.2054,-97.4449
45.1049,-92.5281
38.2527,-85.7585
37.3282,-87.4985
43.0577,-88.4408
40.4133,-75.729
38.9075,-77.0176
38.8421,-76.9882
38.9328,-77.0218
38.9224,-76.9792
35.1781,-80.8741
30.7703,-88.2612
38.022,-87.5828
35.4502,-97.5715
27.5254,-80.3971
38.8937,-76.9191
42.2253,-84.5593
39.8073,-86.2708
32.3208,-102.538
39.748,-84.1669
29.3594,-98.4461
41.6731,-93.4804
40.0965,-88.1908
38.8294,-90.3121
41.5119,-87.5871
32.8982,-97.0404
26.0828,-81.7256
37.9965,-84.4534
42.2454,-71.8086
38.8602,-76.9902
39.7351,-121.852
37.9832,-121.685
39.3877,-74.5261
29.7013,-95.6975
30.4879,-81.6675
35.7796,-119.241
41.7816,-72.6773
39.7684,-86.1581
40.7514,-74.0509
29.9267,-90.0873
37.1756,-76.4829
37.6432,-121.03
37.2064,-93.4366
46.9999,-122.822
32.9105,-105.927
41.9301,-87.7196
41.3053,-95.8955
38.6003,-121.42
38.8445,-77.0781
41.9715,-87.8954
42.2639,-71.8334
33.7989,-118.184
40.1115,-85.7291
36.6005,-119.44
39.9724,-75.1782
43.0852,-87.9436
35.5589,-77.4243
36.7441,-119.802
26.7538,-80.0584
40.6812,-75.2216
39.1629,-75.5317
42.6434,-83.41
42.2517,-89.1144
44.7881,-85.5539
40.4915,-74.4541
32.5904,-83.6045
42.086,-71.0048
30.1813,-82.6051
32.2904,-81.0784
28.4235,-81.4624
43.0478,-76.1864
42.7155,-87.8113
41.6362,-70.9591
40.0395,-84.2033
37.1349,-76.5173
30.3397,-81.6868
39.4138,-77.4441
34.8282,-89.5645
39.7927,-84.2082
43.1401,-77.519
39.2344,-76.6039
32.0555,-81.084
40.464,-79.9504
30.3013,-85.5465
34.0515,-84.0713
29.7323,-95.3602
39.9817,-82.9269
39.2851,-76.5781
44.2343,-69.7786
41.6005,-93.6091
33.9353,-80.3711
31.7259,-89.152
36.6053,-79.3805
36.7275,-90.3876
34.7563,-86.6106
38.2498,-85.8058
29.9701,-94.8259
33.6601,-93.5892
26.7535,-80.0579
41.8064,-71.4469
29.9458,-89.9617
39.9448,-75.0813
32.7461,-96.9176
40.7603,-111.898
30.0839,-90.4738
38.6294,-77.2712
28.5431,-81.3147
29.9778,-90.0551
39.9152,-104.971
33.6143,-112.324
32.378,-88.7026
29.9836,-90.0767
38.2345,-85.7138
38.5745,-121.495
37.1144,-79.2818
38.2869,-85.8896
38.3693,-81.6959
39.6737,-105.045
32.2803,-90.2696
39.294,-76.62
32.27,-90.3397
38.6012,-90.2379
40.113,-88.2969
,
42.3325,-83.1324
36.3321,-82.5186
34.4894,-86.7331
39.2775,-76.8322
29.9523,-95.4101
44.9231,-93.277
21.275,-157.783
29.7321,-95.3597
29.1743,-82.1418
39.9506,-75.1178
39.7622,-89.6184
38.0565,-84.4404
42.2607,-89.0594
36.033,-79.8558
36.0537,-86.7149
33.3721,-81.9738
41.6938,-73.9287
39.5522,-89.2956
41.5303,-93.6499
39.9576,-75.2061
29.7654,-95.3663
40.9023,-74.1697
29.2248,-81.0361
43.1423,-87.9123
37.3059,-89.9704
32.5191,-93.7325
39.1132,-76.8492
33.1672,-87.5334
38.8965,-92.3408
40.7645,-74.0353
41.0679,-85.1677
37.7998,-122.272
35.1642,-90.0051
40.4107,-79.993
30.5457,-90.4815
31.1322,-97.7682
37.3715,-121.93
41.4619,-81.6971
40.4107,-79.993
34.8289,-89.5675
32.2496,-90.3391
37.9565,-87.5542
35.2474,-97.4412
61.1992,-149.906
40.7929,-74.0221
35.1853,-89.7972
36.7285,-119.8
37.5433,-77.3712
40.8653,-73.8704
37.3524,-108.591
36.7571,-119.91
29.6887,-96.9206
37.4505,-122.166
30.4012,-88.9545
48.0894,-122.155
35.376,-118.95
35.9805,-78.5036
26.693,-81.7827
41.0814,-81.519
27.9471,-82.4596
40.2903,-76.895
39.6483,-81.8596
41.3673,-72.1024
38.4386,-82.4787
33.2067,-117.287
34.7713,-86.6167
39.9478,-75.2273
35.9119,-79.0622
42.4635,-70.9453
42.2884,-71.0821
30.7529,-86.58
39.9847,-75.1615
37.0288,-100.924
32.7373,-96.8054
28.4985,-81.279
26.3803,-98.8428
34.6791,-86.5805
41.5685,-81.5801
32.4701,-104.28
41.9298,-72.6129
35.047,-85.2612
34.7384,-86.6047
30.5021,-86.45
39.9264,-83.8082
40.8264,-73.9081
29.7713,-95.7191
27.5213,-82.5791
39.7047,-74.2633
43.0876,-89.3588
28.5963,-81.4557
41.3585,-82.1041
37.7363,-84.27
26.2739,-80.2103
42.9841,-88.1465
32.0028,-81.2815
35.012,-81.6035
37.6824,-122.089
43.0901,-87.8776
34.7875,-86.6093
29.9918,-90.0585
29.3396,-95.098
38.9125,-76.9363
35.2845,-77.5771
34.0412,-80.9429
39.9138,-104.995
30.3736,-81.7131
39.3083,-76.5779
29.9769,-90.0682
32.8212,-83.6957
39.3083,-76.5779
39.8201,-105.118
34.1915,-92.0635
35.1352,-78.8959
41.8245,-71.4364
35.2476,-91.7478
41.8417,-71.4259
41.5329,-81.5448
27.5711,-99.489
34.7133,-86.6848
41.6641,-70.9277
28.7755,-81.2436
29.9768,-90.0556
38.7084,-104.674
44.52,-109.024
33.7306,-117.856
41.8815,-87.6794
40.894,-73.8597
33.4347,-112.006
43.1433,-77.6361
39.1058,-76.4662
35.8352,-78.5818
28.7755,-81.2433
41.0625,-95.7475
41.0739,-85.2918
38.7497,-90.3721
39.7391,-75.5398
40.6145,-75.4732
32.5151,-84.923
41.6641,-70.9277
32.4641,-92.078
32.8082,-96.9352
39.0466,-94.4564
32.2485,-110.824
42.8145,-73.937
35.093,-106.644
41.824,-71.4128
39.7948,-75.0621
40.0667,-75.1452
41.5329,-81.5448
40.2057,-74.7461
37.7994,-122.251
32.5379,-84.9019
38.8604,-77.0016
38.8813,-76.9915
38.9256,-76.9881
41.6158,-83.6745
33.5034,-80.8535
40.4872,-78.7425
41.0323,-85.1024
36.2444,-95.6888
29.7853,-95.7989
41.8749,-87.6937
41.7409,-87.5612
38.0438,-84.4256
31.311,-89.3063
33.7302,-84.4048
39.2025,-94.4925
29.3479,-98.441
33.9384,-80.9681
36.9053,-76.2769
31.1195,-97.7255
29.7844,-95.5781
38.9452,-77.0235
34.7715,-89.4449
33.2272,-86.5115
38.9599,-77.0806
38.8395,-76.9902
38.9483,-77.0254
38.8951,-76.9247
45.4548,-98.4881
39.037,-95.6972
43.443,-70.7634
29.9696,-90.067
27.5167,-82.5725
39.3241,-76.5895
47.4389,-122.353
40.7116,-75.2821
40.9661,-90.3832
39.6267,-79.9839
32.4201,-80.7589
41.824,-71.4128
36.0859,-90.6228
34.0497,-118.196
38.7497,-90.3721
42.7628,-84.5766
30.3579,-97.6875
34.1631,-118.562
40.4783,-79.9554
38.6825,-104.696
31.056,-97.4645
38.3751,-82.2779
29.3866,-89.5988
34.6089,-86.9989
43.1087,-79.0538
39.2152,-76.8577
33.7972,-79.0031
41.3328,-73.9858
41.3328,-73.9858
34.9564,-89.5285
37.971,-87.572
39.1656,-76.5127
41.7934,-72.6663
28.6016,-81.4394
40.833,-73.9059
46.3713,-120.325
36.1379,-95.9851
39.4989,-84.3686
29.7173,-95.295
34.7175,-86.6352
30.3552,-91.1373
25.7753,-80.278
39.4012,-84.6036
30.6823,-88.2203
41.6847,-83.5893
41.4993,-81.6944
28.5421,-81.3751
30.235,-81.5826
32.781,-115.552
36.0842,-79.7771
35.1517,-107.831
43.0542,-78.8272
27.6805,-97.3971
39.4996,-84.3533
33.4052,-82.0071
39.3229,-76.5886
42.7064,-73.7769
42.5178,-96.4199
32.8146,-80.0076
29.9373,-90.0225
39.7521,-74.9858
44.9815,-93.2646
36.3335,-115.602
29.9923,-90.071
39.1608,-75.5295
43.0718,-88.0302
33.9792,-118.033
39.4381,-87.3881
35.0957,-106.703
39.9756,-104.783
37.3059,-89.5182
41.409,-75.6624
29.9737,-90.0375
42.5259,-75.4132
35.1222,-90.0386
35.1331,-108.492
38.2518,-85.7962
29.5374,-95.1011
32.4196,-80.7603
42.7856,-71.0831
34.8476,-82.3992
41.7906,-72.684
42.4954,-96.4009
26.7767,-80.0866
39.9596,-75.2055
30.0387,-89.9126
29.6887,-82.3269
30.3414,-81.6866
39.9433,-75.1635
39.3613,-74.4403
40.7336,-74.0027
30.3891,-81.7
41.3852,-82.0751
39.9396,-75.233
29.8654,-95.6832
41.9715,-87.8954
42.8862,-78.7551
41.4528,-82.1824
34.9847,-81.0947
37.0416,-122.151
41.8704,-87.7393
38.1333,-121.311
34.7357,-92.3198
32.9405,-83.6548
34.9287,-89.8034
27.7971,-97.44
34.7239,-92.3765
33.7417,-117.889
32.2804,-90.2216
38.1757,-85.7369
39.1251,-75.5171
29.9697,-90.1712
39.743,-86.0347
37.1076,-85.2906
39.3577,-74.4668
43.1044,-87.9466
41.8021,-87.615
35.3957,-80.5601
44.4607,-73.113
29.1934,-82.0989
26.6049,-81.8397
39.9333,-75.1593
26.1901,-80.3659
32.3937,-94.8889
38.6951,-121.59
26.6868,-80.6739
38.5118,-121.481
32.462,-84.9557
42.2711,-89.094
42.7156,-83.1587
35.4266,-94.392
41.8016,-87.6429
41.6175,-71.4581
37.5033,-77.447
41.3328,-73.9858
41.0286,-85.1023
28.0446,-82.5252
37.5033,-77.447
34.9498,-120.414
35.8493,-90.6769
41.9121,-87.7038
37.7329,-122.401
32.0555,-81.1101
43.0389,-87.9065
41.8444,-87.7198
34.7721,-89.4405
37.7249,-122.156
40.3599,-78.9445
39.8952,-75.1241
32.4568,-99.765
34.1759,-118.421
35.1106,-106.644
32.5107,-92.0681
35.4545,-97.4415
41.5689,-87.2557
45.0815,-93.3747
40.5229,-78.3867
35.5759,-77.4261
39.9612,-82.9988
28.5166,-81.2382
41.5997,-83.6889
34.8759,-81.0586
34.1674,-97.1303
38.573,-90.2415
39.1072,-84.5657
32.3733,-94.9647
42.2867,-71.0639
38.6401,-90.198
39.5016,-84.4082
32.7878,-96.7999
29.3822,-81.1343
30.3551,-81.6759
39.1529,-76.7296
34.2103,-92.0114
36.0988,-79.7485
39.6602,-79.6402
32.7334,-96.8716
34.7998,-86.9778
27.5176,-82.5694
33.9178,-106.866
41.8375,-87.7538
42.7564,-84.5283
38.9775,-92.3285
34.6157,-98.4695
39.0548,-94.5352
39.6034,-119.236
42.1037,-72.5809
38.9804,-76.499
39.9192,-82.8965
45.6422,-122.614
36.0259,-114.972
38.2757,-104.589
32.1928,-80.7647
32.7353,-96.873
39.0997,-94.5786
38.6408,-90.1978
42.2162,-83.3554
36.1716,-86.7984
30.2204,-81.5739
43.0753,-87.9657
41.42,-82.1921
36.0445,-86.6565
29.517,-81.206
26.5723,-81.8719
41.3497,-75.7671
34.6339,-86.5387
40.5536,-74.36
43.0894,-87.9321
36.9887,-76.4189
38.8903,-75.8227
42.3685,-122.874
29.9035,-90.0623
39.0951,-94.5803
33.9023,-118.078
42.9336,-85.6696
28.102,-81.0755
33.7509,-84.459
37.9649,-121.777
44.9618,-93.1215
30.3242,-81.7949
34.1597,-97.1274
34.8542,-82.5882
45.643,-122.648
43.1521,-77.6357
36.1381,-86.7764
39.849,-105.006
39.0898,-94.5634
38.573,-90.2415
40.4958,-80.2413
35.7847,-119.25
29.7291,-95.5277
29.9116,-90.158
25.9197,-80.2115
38.8421,-76.9882
38.8813,-76.9269
33.9189,-118.27
41.9645,-72.3188
42.7829,-88.9086
29.7291,-95.5287
35.9044,-84.072
39.9746,-75.1834
41.7993,-87.6724
30.4236,-84.3058
39.1296,-121.611
29.4094,-98.5224
31.9254,-89.7401
36.7422,-80.7815
33.9535,-118.368
32.5384,-81.7263
36.0201,-79.805
43.0365,-76.1771
35.0528,-106.729
36.0726,-79.7754
35.9195,-83.8596
35.8217,-84.048
41.8387,-87.7268
36.9261,-83.8897
31.1164,-97.6967
43.0661,-87.9646
29.4082,-98.5204
32.328,-86.3253
27.2905,-80.2962
29.6308,-81.6555
34.5645,-92.5868
28.9832,-80.9221
35.8104,-83.9939
34.0154,-87.0722
42.267,-71.0989
39.9163,-77.6424
28.5069,-81.4734
41.8966,-87.6357
44.8713,-92.2118
38.0302,-84.5418
36.7353,-119.79
40.6701,-73.908
39.8631,-105.011
39.7692,-84.2668
43.0918,-87.9732
39.8511,-105.007
38.7288,-90.2552
34.7093,-80.7653
32.516,-93.7321
33.6797,-78.895
41.7726,-71.3997
61.1309,-149.862
40.5613,-122.401
35.6711,-83.8473
39.8139,-89.6532
43.0607,-87.9921
42.0428,-87.6965
37.9708,-87.5152
38.5679,-90.2499
39.789,-84.2572
43.1712,-87.962
43.1139,-108.351
33.6863,-86.6827
41.9428,-87.7199
41.5219,-93.6531
37.372,-121.921
32.2688,-80.9496
33.4488,-86.7966
41.7929,-87.6192
28.102,-81.0755
30.4104,-91.0766
33.7826,-118.18
25.9995,-80.1427
36.2612,-86.6805
39.3051,-76.6328
42.0863,-72.5059
43.0482,-76.0996
39.7399,-84.2426
33.717,-78.8596
29.9727,-90.0736
41.3961,-81.7347
39.3051,-76.6328
43.5658,-116.222
29.9843,-90.0652
42.0347,-93.62
29.9676,-98.9041
33.7973,-79.0032
42.0936,-72.5524
31.9482,-90.9776
31.1954,-81.484
44.7995,-90.0782
37.6974,-122.135
29.8899,-90.0176
31.4572,-83.5115
39.2951,-76.5953
43.9054,-91.2362
32.4818,-93.7629
32.5009,-84.9132
39.3107,-76.6388
41.8879,-91.1503
45.0761,-93.3327
40.7255,-89.6235
39.3107,-76.6388
39.1069,-84.5622
30.3888,-89.0691
35.0731,-89.9088
29.9825,-90.0615
40.0402,-75.1228
36.7178,-119.789
36.632,-79.4671
35.6143,-82.3987
39.1482,-84.5079
30.0735,-90.4859
42.3601,-71.0589
26.3748,-98.799
28.2872,-82.6977
37.9847,-80.0961
39.2889,-76.637
37.0854,-84.5222
36.773,-119.857
39.1604,-119.714
30.0175,-95.4418
33.5386,-112.117
33.9578,-116.501
33.4452,-112.046
38.6498,-90.1996
40.4652,-79.854
43.4351,-123.561
29.8922,-90.0158
43.9166,-87.7691
42.6637,-73.7701
33.8408,-87.2966
39.7396,-86.1397
37.1654,-76.5722
40.8853,-73.9803
30.2081,-92.3886
39.7651,-86.2703
34.1377,-116.047
41.1526,-73.2287
39.9776,-75.2355
34.7386,-86.6427
28.436,-81.3065
35.1704,-89.8141
26.4497,-80.0902
42.7487,-73.8055
39.9696,-75.2381
27.4518,-82.581
32.3526,-90.8779
64.8285,-147.712
35.3449,-80.1983
38.5676,-92.176
40.8268,-73.8181
38.8938,-76.9568
40.3466,-79.8385
31.5901,-94.6139
38.8244,-77.0101
40.2167,-74.0316
37.3999,-79.1795
33.1576,-117.114
32.3893,-86.2309
40.6158,-73.9445
34.736,-80.0881
33.4347,-112.006
37.2788,-79.9967
39.2439,-76.5133
39.3404,-76.5725
28.6642,-81.1781
28.436,-81.3065
34.8745,-81.0697
37.786,-122.196
32.7869,-83.8017
39.0712,-75.5527
40.1097,-74.7772
39.8251,-86.1217
43.374,-88.302
39.0296,-94.2631
42.7774,-73.6772
35.9335,-77.8189
33.9619,-84.0059
46.1016,-88.346
39.9464,-82.9651
41.7473,-73.9648
41.8791,-80.8157
42.0118,-71.0518
35.3427,-80.1974
33.6968,-116.209
38.7442,-90.3054
47.6,-122.332
39.2558,-76.6521
40.0504,-76.3028
37.7275,-89.2277
41.4341,-81.8025
38.6524,-90.2213
40.0519,-76.2995
40.7075,-89.5864
29.5388,-95.4474
35.3769,-118.993
40.8431,-74.0016
27.5213,-82.578
34.6937,-86.5996
37.786,-122.196
31.2519,-89.8346
37.2052,-88.0328
39.3357,-76.6071
45.91,-112.469
40.0344,-75.1671
42.8943,-78.842
40.3452,-76.4135
37.7645,-89.3351
26.07,-81.4279
29.9902,-95.3368
39.1548,-76.5971
34.2445,-77.9038
38.0454,-84.515
29.6724,-95.2752
36.2253,-86.744
42.1384,-72.4929
39.773,-84.2008
41.7043,-73.9126
37.1937,-93.2617
41.8708,-71.3966
43.0537,-78.8438
28.5265,-81.7345
29.9635,-92.1432
42.7769,-88.9365
40.69,-75.2288
43.0415,-76.1595
41.7729,-87.6187
34.8968,-81.0993
42.0866,-72.5605
29.4657,-98.3765
39.3486,-76.6782
40.1796,-122.245
33.9596,-116.51
32.4746,-93.8118
40.6066,-75.4899
36.3641,-86.4401
35.0414,-80.9434
34.3068,-77.9455
40.2842,-84.1555
40.6662,-75.235
34.2504,-77.8903
39.7589,-84.1916
45.5231,-122.676
38.5526,-121.376
43.0603,-87.8785
32.7555,-97.3308
26.1565,-80.2267
39.2932,-76.5812
40.2963,-83.3808
39.7444,-84.2238
35.0116,-85.2809
27.9835,-82.5371
40.8452,-73.8661
29.9113,-91.2009
36.1665,-86.7616
40.9274,-74.176
33.0661,-97.08
21.3105,-157.837
41.1911,-73.1522
36.7942,-119.696
34.5329,-117.228
29.9286,-95.5041
41.0292,-73.6195
38.7228,-89.968
41.2247,-111.962
36.2874,-95.9972
39.5097,-84.0963
32.526,-92.7143
41.3756,-74.6657
29.2093,-82.1224
42.9792,-78.7786
42.49,-78.3233
45.5131,-122.684
43.0098,-88.2164
43.0716,-87.9486
36.1491,-115.15
43.1616,-77.6398
39.5347,-119.839
36.7696,-119.668
32.021,-81.0742
30.3773,-81.6069
40.0363,-76.3111
33.4149,-111.879
47.4502,-122.309
43.0346,-87.9221
35.021,-89.9967
41.5459,-81.5852
43.0704,-87.9333
40.6161,-79.1915
39.678,-84.2303
40.0359,-75.0766
36.3106,-86.6609
39.2394,-76.5065
41.3618,-75.7182
36.1662,-86.8295
43.1129,-89.3639
43.0346,-87.9221
35.9896,-78.8913
33.6356,-84.4333
25.8133,-80.2261
42.0245,-71.125
38.4075,-82.428
38.1757,-85.7369
27.7882,-82.6727
40.5164,-106.866
32.4393,-93.7653
39.9802,-75.1521
42.9021,-70.9188
26.1836,-98.1884
30.5521,-92.0799
39.9866,-75.1712
43.66,-70.2515
40.8519,-74.1287
38.9902,-74.8259
40.2288,-123.856
37.3707,-120.691
32.8982,-97.0404
41.8383,-71.4092
38.627,-90.1994
42.4608,-96.3706
36.1512,-115.153
25.8218,-80.2412
42.4482,-83.0237
40.0359,-75.0766
37.8044,-122.205
32.9092,-96.7245
39.0685,-84.509
32.8982,-97.0404
32.9243,-96.718
41.9155,-88.775
38.8356,-76.9918
38.9003,-76.9755
38.9061,-76.9359
38.5757,-121.301
34.3629,-89.8914
38.5935,-90.0116
38.9192,-76.9749
34.6092,-79.1915
44.0612,-123.151
41.6706,-88.4173
41.6216,-86.7158
36.1742,-86.5998
35.1773,-89.9548
42.743,-71.4928
35.3673,-94.4135
42.1376,-71.1475
35.6701,-105.917
39.7911,-86.1166
38.5935,-90.0116
37.3145,-120.462
35.4904,-77.7796
39.5078,-84.0971
42.2505,-83.1522
38.8625,-76.9902
40.0414,-75.1201
34.6244,-82.3074
43.1831,-85.5105
31.7772,-93.086
40.6393,-74.0877
34.5037,-85.6176
34.7234,-92.2774
39.0786,-104.852
32.8982,-97.0404
32.8982,-97.0404
45.1348,-90.3206
37.3153,-87.5791
40.7019,-112.06
39.2874,-76.6628
25.8674,-80.263
44.0319,-122.924
39.3645,-74.4137
39.8493,-104.971
30.0002,-90.0477
38.9129,-77.0164
39.6696,-84.2216
38.9128,-77.014
35.5718,-77.4059
41.882,-87.7208
34.3082,-77.9383
41.6727,-86.1965
39.7241,-75.5923
34.1075,-117.291
44.3874,-98.2144
41.7514,-87.6073
40.7296,-74.2145
30.849,-93.2945
39.9684,-82.8856
37.7645,-89.3351
42.2207,-71.7967
32.4586,-92.0647
42.9167,-97.3858
43.1157,-87.9849
43.073,-83.6587
39.8561,-104.674
32.8224,-115.587
41.5129,-71.3133
41.4906,-87.5215
35.3931,-97.6006
40.4793,-123.696
41.8671,-71.4006
42.0036,-87.6608
28.0321,-82.0307
33.4399,-94.0876
41.4082,-81.9423
42.4599,-73.238
38.9409,-76.9997
44.9487,-123.014
40.6773,-73.9831
42.5862,-71.7899
37.9959,-84.5466
38.8548,-76.8887
43.0715,-88.0352
34.5209,-117.317
43.031,-83.7382
43.0733,-89.3099
33.8318,-118.16
27.3021,-80.2851
32.3399,-88.6579
30.3883,-84.6337
32.8018,-88.7109
34.0354,-81.036
32.8494,-80.065
39.1776,-77.1548
34.251,-77.9071
35.329,-80.7723
34.6364,-82.3191
22.2119,-159.518
35.093,-106.644
40.9481,-117.486
38.9661,-77.0764
37.2843,-79.9648
41.6565,-74.7021
36.746,-119.752
42.9888,-85.6882
35.0217,-85.2902
27.6993,-97.3333
42.6273,-71.2998
37.7429,-97.337
41.7787,-87.5864
39.1019,-84.5133
32.4482,-84.9519
40.0101,-82.9849
27.7684,-97.4281
27.8015,-97.4162
35.791,-86.3495
27.7684,-97.4281
43.6775,-92.9823
35.2765,-80.737
43.5704,-116.571
38.5749,-121.304
33.6709,-116.18
38.2357,-85.7163
35.1225,-85.2976
41.4036,-95.0139
37.9095,-82.1394
36.3884,-86.4467
29.9373,-90.1008
31.3381,-95.4679
40.4933,-75.4266
38.3676,-90.8126
26.2582,-98.2238
42.6912,-84.5823
30.0002,-90.0477
39.4803,-86.0598
40.6158,-73.9445
37.765,-80.3582
39.3778,-81.187
40.7176,-89.6114
43.0356,-78.7257
42.7269,-84.4529
32.8982,-97.0404
40.6139,-79.1483
32.9577,-96.7288
41.5103,-81.5702
31.8797,-85.1705
33.5396,-86.7628
39.9966,-111.843
41.7589,-72.712
38.8706,-76.9805
38.8969,-76.9424
39.9754,-82.8768
33.4693,-86.8018
33.7643,-84.4089
33.5938,-88.633
41.6639,-83.5552
40.6933,-74.1004
35.791,-86.3495
40.9879,-80.349
40.671,-73.8634
27.7327,-97.4521
36.7319,-119.788
34.5047,-89.0293
41.5985,-93.6545
40.0347,-86.1276
40.9868,-80.348
43.0101,-76.1569
30.4089,-86.6131
39.9207,-83.1499
32.2107,-80.7218
41.3855,-82.1179
48.9389,-122.462
40.7314,-74.174
47.6211,-117.55
43.0117,-88.2315
38.035,-84.521
41.6635,-72.9483
40.6643,-73.7085
30.4539,-81.7055
39.28,-76.6845
32.3039,-90.2257
34.869,-82.3558
26.6589,-81.8149
32.4763,-100.002
39.8825,-75.0825
35.8058,-84.2637
29.9267,-90.0206
27.9934,-80.631
45.3399,-122.575
33.1735,-87.4705
42.8918,-78.6974
42.2162,-83.3554
42.6539,-114.517
32.471,-93.7758
43.0649,-78.8448
64.826,-147.779
42.1523,-91.55
36.5686,-82.5658
32.7993,-115.561
33.941,-84.5262
35.032,-90.0885
41.4079,-75.6445
38.5605,-90.4069
30.4151,-92.0638
35.5965,-82.5554
28.5421,-81.3751
38.0534,-84.5527
38.9881,-74.8161
30.1904,-92.0646
40.1106,-88.2073
25.7789,-80.198
39.4654,-76.6281
37.8038,-122.239
37.9993,-87.547
38.65,-75.4327
36.0574,-79.8625
26.0935,-81.732
34.0398,-84.0165
27.9835,-82.5371
40.4458,-80.0454
36.3099,-119.322
27.9835,-82.5371
41.1331,-85.1191
39.0997,-94.5786
34.6544,-86.4504
44.9485,-89.6666
41.0678,-85.1566
41.9683,-70.9727
43.0524,-76.133
43.4179,-93.5318
41.581,-87.4691
40.8433,-73.9192
35.9783,-86.568
36.7901,-76.1245
39.9319,-75.1049
27.7315,-97.4497
36.1152,-115.173
40.0095,-75.1507
43.0161,-76.1411
40.2091,-74.0386
29.9902,-95.3368
33.6642,-79.8285
25.9727,-80.2089
38.7131,-90.255
41.8781,-87.6298
33.3098,-111.669
39.9465,-83.07
41.3618,-82.1618
38.2042,-84.5558
39.9698,-75.2258
39.2824,-76.6406
29.2577,-81.1317
40.2951,-80.0297
31.1855,-90.4479
36.1646,-86.7771
37.6213,-122.379
34.416,-118.459
35.6275,-91.2486
39.989,-75.1644
33.4781,-86.5444
40.7218,-74.1731
40.5874,-111.848
32.8328,-117.153
40.0054,-75.1357
41.9422,-91.725
34.7097,-82.2837
37.7566,-122.395
30.3934,-88.5234
39.9065,-86.203
38.2509,-85.7583
32.8806,-83.7646
39.8781,-77.6359
38.0579,-84.4871
39.7411,-84.2488
30.2407,-90.8493
38.1112,-85.8649
28.6338,-81.2113
39.5572,-104.98
40.8013,-74.4747
35.1074,-89.9725
43.1047,-87.9599
26.191,-81.6866
42.013,-85.3813
39.3995,-84.5613
37.4763,-77.5133
39.2978,-76.6495
41.6177,-93.6232
34.416,-118.459
26.4895,-80.09
40.7422,-73.8811
30.01,-90.034
40.3457,-76.4268
32.4436,-93.703
29.7864,-97.9672
35.0218,-89.9477
41.3066,-72.8919
29.5312,-98.4683
41.8326,-71.4385
39.7705,-89.6592
33.1681,-117.248
45.5898,-122.595
33.9833,-118.097
36.096,-91.0531
32.0766,-81.0815
42.723,-84.4663
32.9557,-96.3377
29.6511,-95.4711
39.762,-105.646
41.7526,-70.717
42.9892,-85.0233
28.5421,-81.3751
37.0944,-79.6682
36.0795,-86.6446
47.6138,-122.332
28.4302,-81.4702
35.1311,-114.624
33.4951,-111.994
