,n_killed,latitude,longitude,output
3446,1,33.9636,-118.33,"{ lat: 33.9636, lng: -118.33, count: 1 }"
3447,1,34.211999999999996,-92.0144,"{ lat: 34.211999999999996, lng: -92.0144, count: 1 }"
3448,1,37.9978,-122.31200000000001,"{ lat: 37.9978, lng: -122.31200000000001, count: 1 }"
3449,1,41.7427,-87.5637,"{ lat: 41.7427, lng: -87.5637, count: 1 }"
3450,1,34.3874,-80.0814,"{ lat: 34.3874, lng: -80.0814, count: 1 }"
3451,1,36.3086,-78.4089,"{ lat: 36.3086, lng: -78.4089, count: 1 }"
3452,1,35.0512,-89.9108,"{ lat: 35.0512, lng: -89.9108, count: 1 }"
3453,1,33.5662,-83.9279,"{ lat: 33.5662, lng: -83.9279, count: 1 }"
3454,1,35.2463,-80.8449,"{ lat: 35.2463, lng: -80.8449, count: 1 }"
3455,1,28.0635,-81.9695,"{ lat: 28.0635, lng: -81.9695, count: 1 }"
3456,1,29.7185,-82.4007,"{ lat: 29.7185, lng: -82.4007, count: 1 }"
3457,1,42.3335,-71.0981,"{ lat: 42.3335, lng: -71.0981, count: 1 }"
3458,1,30.0117,-90.0033,"{ lat: 30.0117, lng: -90.0033, count: 1 }"
3459,1,33.5816,-83.9434,"{ lat: 33.5816, lng: -83.9434, count: 1 }"
3460,1,29.8766,-90.1248,"{ lat: 29.8766, lng: -90.1248, count: 1 }"
3461,1,40.368,-79.8939,"{ lat: 40.368, lng: -79.8939, count: 1 }"
3463,1,41.5971,-87.6947,"{ lat: 41.5971, lng: -87.6947, count: 1 }"
3464,1,34.0405,-77.8894,"{ lat: 34.0405, lng: -77.8894, count: 1 }"
3465,1,32.316,-86.2911,"{ lat: 32.316, lng: -86.2911, count: 1 }"
3466,1,32.4858,-80.9625,"{ lat: 32.4858, lng: -80.9625, count: 1 }"
3467,1,42.4693,-83.1885,"{ lat: 42.4693, lng: -83.1885, count: 1 }"
3468,1,39.7769,-84.2403,"{ lat: 39.7769, lng: -84.2403, count: 1 }"
3469,1,33.8894,-118.262,"{ lat: 33.8894, lng: -118.262, count: 1 }"
3470,1,39.7878,-86.2186,"{ lat: 39.7878, lng: -86.2186, count: 1 }"
3471,1,35.3541,-118.98299999999999,"{ lat: 35.3541, lng: -118.98299999999999, count: 1 }"
3472,1,38.6563,-121.348,"{ lat: 38.6563, lng: -121.348, count: 1 }"
3473,1,37.5106,-77.4445,"{ lat: 37.5106, lng: -77.4445, count: 1 }"
3474,1,41.7793,-87.6843,"{ lat: 41.7793, lng: -87.6843, count: 1 }"
3475,1,32.4375,-84.9598,"{ lat: 32.4375, lng: -84.9598, count: 1 }"
3476,1,32.4375,-84.9598,"{ lat: 32.4375, lng: -84.9598, count: 1 }"
3477,1,37.7672,-122.197,"{ lat: 37.7672, lng: -122.197, count: 1 }"
3478,1,36.1008,-115.051,"{ lat: 36.1008, lng: -115.051, count: 1 }"
3479,1,29.6469,-95.24600000000001,"{ lat: 29.6469, lng: -95.24600000000001, count: 1 }"
3480,1,35.8709,-95.5225,"{ lat: 35.8709, lng: -95.5225, count: 1 }"
3481,1,33.8874,-118.262,"{ lat: 33.8874, lng: -118.262, count: 1 }"
3482,1,41.3074,-111.94,"{ lat: 41.3074, lng: -111.94, count: 1 }"
3483,1,33.5418,-86.8017,"{ lat: 33.5418, lng: -86.8017, count: 1 }"
3484,1,35.9295,-79.9651,"{ lat: 35.9295, lng: -79.9651, count: 1 }"
3485,1,38.2975,-122.287,"{ lat: 38.2975, lng: -122.287, count: 1 }"
3486,1,61.2278,-149.80700000000002,"{ lat: 61.2278, lng: -149.80700000000002, count: 1 }"
3487,1,30.1895,-92.0273,"{ lat: 30.1895, lng: -92.0273, count: 1 }"
3488,1,59.7174,-151.311,"{ lat: 59.7174, lng: -151.311, count: 1 }"
3489,1,33.3648,-84.7893,"{ lat: 33.3648, lng: -84.7893, count: 1 }"
3490,1,34.0722,-118.213,"{ lat: 34.0722, lng: -118.213, count: 1 }"
3491,1,26.2662,-80.2354,"{ lat: 26.2662, lng: -80.2354, count: 1 }"
3492,1,31.0843,-97.3469,"{ lat: 31.0843, lng: -97.3469, count: 1 }"
3493,1,34.9327,-82.0022,"{ lat: 34.9327, lng: -82.0022, count: 1 }"
3494,1,41.7793,-87.6843,"{ lat: 41.7793, lng: -87.6843, count: 1 }"
3495,1,29.8644,-90.07600000000001,"{ lat: 29.8644, lng: -90.07600000000001, count: 1 }"
3496,1,36.4462,-78.6488,"{ lat: 36.4462, lng: -78.6488, count: 1 }"
3497,1,33.945,-84.1193,"{ lat: 33.945, lng: -84.1193, count: 1 }"
3498,1,30.4587,-91.1544,"{ lat: 30.4587, lng: -91.1544, count: 1 }"
3499,1,33.904,-81.3271,"{ lat: 33.904, lng: -81.3271, count: 1 }"
3500,1,43.4481,-83.9068,"{ lat: 43.4481, lng: -83.9068, count: 1 }"
3501,1,31.1722,-81.5364,"{ lat: 31.1722, lng: -81.5364, count: 1 }"
3502,1,40.9221,-73.818,"{ lat: 40.9221, lng: -73.818, count: 1 }"
3503,1,40.8138,-73.9499,"{ lat: 40.8138, lng: -73.9499, count: 1 }"
3504,1,33.9564,-116.486,"{ lat: 33.9564, lng: -116.486, count: 1 }"
3505,1,36.2113,-82.7693,"{ lat: 36.2113, lng: -82.7693, count: 1 }"
3506,1,33.168,-80.5438,"{ lat: 33.168, lng: -80.5438, count: 1 }"
3507,1,39.7502,-75.5259,"{ lat: 39.7502, lng: -75.5259, count: 1 }"
3508,1,38.8189,-76.9993,"{ lat: 38.8189, lng: -76.9993, count: 1 }"
3509,1,26.3372,-80.1359,"{ lat: 26.3372, lng: -80.1359, count: 1 }"
3510,1,41.5811,-81.5104,"{ lat: 41.5811, lng: -81.5104, count: 1 }"
3511,1,40.1646,-76.8472,"{ lat: 40.1646, lng: -76.8472, count: 1 }"
3512,1,32.8499,-79.98899999999999,"{ lat: 32.8499, lng: -79.98899999999999, count: 1 }"
3513,1,40.6334,-74.1652,"{ lat: 40.6334, lng: -74.1652, count: 1 }"
3514,1,41.5846,-87.3331,"{ lat: 41.5846, lng: -87.3331, count: 1 }"
3515,1,31.8457,-102.368,"{ lat: 31.8457, lng: -102.368, count: 1 }"
3516,1,30.0799,-95.4172,"{ lat: 30.0799, lng: -95.4172, count: 1 }"
3517,1,34.9942,-85.7212,"{ lat: 34.9942, lng: -85.7212, count: 1 }"
3518,1,39.9352,-82.8991,"{ lat: 39.9352, lng: -82.8991, count: 1 }"
3519,1,38.2434,-85.7288,"{ lat: 38.2434, lng: -85.7288, count: 1 }"
3520,1,30.2317,-90.9054,"{ lat: 30.2317, lng: -90.9054, count: 1 }"
3521,1,35.1819,-83.38,"{ lat: 35.1819, lng: -83.38, count: 1 }"
3522,1,35.0309,-85.2521,"{ lat: 35.0309, lng: -85.2521, count: 1 }"
3523,1,41.5316,-81.5937,"{ lat: 41.5316, lng: -81.5937, count: 1 }"
3524,1,30.734,-88.0881,"{ lat: 30.734, lng: -88.0881, count: 1 }"
3525,1,41.4966,-87.0405,"{ lat: 41.4966, lng: -87.0405, count: 1 }"
3526,1,35.1672,-94.6847,"{ lat: 35.1672, lng: -94.6847, count: 1 }"
3527,1,32.4296,-110.962,"{ lat: 32.4296, lng: -110.962, count: 1 }"
3528,1,29.9639,-94.0413,"{ lat: 29.9639, lng: -94.0413, count: 1 }"
3529,1,47.6298,-122.28299999999999,"{ lat: 47.6298, lng: -122.28299999999999, count: 1 }"
3530,1,35.1603,-89.9758,"{ lat: 35.1603, lng: -89.9758, count: 1 }"
3531,1,41.2995,-72.9364,"{ lat: 41.2995, lng: -72.9364, count: 1 }"
3532,1,45.3632,-122.77600000000001,"{ lat: 45.3632, lng: -122.77600000000001, count: 1 }"
3533,1,39.9566,-75.0946,"{ lat: 39.9566, lng: -75.0946, count: 1 }"
3534,1,39.7412,-75.5657,"{ lat: 39.7412, lng: -75.5657, count: 1 }"
3535,1,43.1881,-88.0902,"{ lat: 43.1881, lng: -88.0902, count: 1 }"
3536,1,33.9924,-118.309,"{ lat: 33.9924, lng: -118.309, count: 1 }"
3537,1,37.3213,-121.83,"{ lat: 37.3213, lng: -121.83, count: 1 }"
3538,1,29.7251,-85.0028,"{ lat: 29.7251, lng: -85.0028, count: 1 }"
3539,1,33.9377,-118.33,"{ lat: 33.9377, lng: -118.33, count: 1 }"
3540,1,40.8258,-96.6852,"{ lat: 40.8258, lng: -96.6852, count: 1 }"
3541,1,32.6718,-96.6659,"{ lat: 32.6718, lng: -96.6659, count: 1 }"
3542,1,41.2877,-96.2186,"{ lat: 41.2877, lng: -96.2186, count: 1 }"
3543,1,32.0836,-81.1184,"{ lat: 32.0836, lng: -81.1184, count: 1 }"
3544,1,34.2494,-118.273,"{ lat: 34.2494, lng: -118.273, count: 1 }"
3545,1,33.5096,-112.182,"{ lat: 33.5096, lng: -112.182, count: 1 }"
3546,1,32.5219,-86.5697,"{ lat: 32.5219, lng: -86.5697, count: 1 }"
3547,1,39.2876,-76.6346,"{ lat: 39.2876, lng: -76.6346, count: 1 }"
3548,1,39.3283,-119.20299999999999,"{ lat: 39.3283, lng: -119.20299999999999, count: 1 }"
3549,1,33.8188,-84.2325,"{ lat: 33.8188, lng: -84.2325, count: 1 }"
3550,1,32.7692,-96.7976,"{ lat: 32.7692, lng: -96.7976, count: 1 }"
3551,1,38.2551,-85.8042,"{ lat: 38.2551, lng: -85.8042, count: 1 }"
3552,1,42.8802,-72.5589,"{ lat: 42.8802, lng: -72.5589, count: 1 }"
3553,1,36.4253,-89.6995,"{ lat: 36.4253, lng: -89.6995, count: 1 }"
3554,1,27.6509,-97.2977,"{ lat: 27.6509, lng: -97.2977, count: 1 }"
3555,1,34.2497,-118.273,"{ lat: 34.2497, lng: -118.273, count: 1 }"
3556,1,34.7193,-86.5885,"{ lat: 34.7193, lng: -86.5885, count: 1 }"
3557,1,35.0623,-89.9243,"{ lat: 35.0623, lng: -89.9243, count: 1 }"
3558,1,31.2787,-82.4323,"{ lat: 31.2787, lng: -82.4323, count: 1 }"
3559,1,35.1603,-89.9758,"{ lat: 35.1603, lng: -89.9758, count: 1 }"
3560,1,35.0389,-106.743,"{ lat: 35.0389, lng: -106.743, count: 1 }"
3561,1,39.7826,-86.1049,"{ lat: 39.7826, lng: -86.1049, count: 1 }"
3562,1,39.8411,-84.8979,"{ lat: 39.8411, lng: -84.8979, count: 1 }"
3563,1,36.861999999999995,-76.1825,"{ lat: 36.861999999999995, lng: -76.1825, count: 1 }"
3564,1,35.2196,-80.9111,"{ lat: 35.2196, lng: -80.9111, count: 1 }"
3565,1,36.202,-115.022,"{ lat: 36.202, lng: -115.022, count: 1 }"
3566,1,33.9762,-118.302,"{ lat: 33.9762, lng: -118.302, count: 1 }"
3567,1,36.8643,-76.183,"{ lat: 36.8643, lng: -76.183, count: 1 }"
3568,1,35.5481,-77.3511,"{ lat: 35.5481, lng: -77.3511, count: 1 }"
3569,1,33.8007,-118.197,"{ lat: 33.8007, lng: -118.197, count: 1 }"
3570,1,33.9319,-118.34,"{ lat: 33.9319, lng: -118.34, count: 1 }"
3571,1,33.0529,-80.3153,"{ lat: 33.0529, lng: -80.3153, count: 1 }"
3572,1,33.4642,-112.178,"{ lat: 33.4642, lng: -112.178, count: 1 }"
3573,1,36.7401,-119.73299999999999,"{ lat: 36.7401, lng: -119.73299999999999, count: 1 }"
3574,1,39.9643,-75.1984,"{ lat: 39.9643, lng: -75.1984, count: 1 }"
3575,1,38.9985,-94.5684,"{ lat: 38.9985, lng: -94.5684, count: 1 }"
3576,1,28.5437,-81.4261,"{ lat: 28.5437, lng: -81.4261, count: 1 }"
3577,1,40.8171,-96.6515,"{ lat: 40.8171, lng: -96.6515, count: 1 }"
3578,1,28.5444,-81.3932,"{ lat: 28.5444, lng: -81.3932, count: 1 }"
3579,1,33.5468,-86.8143,"{ lat: 33.5468, lng: -86.8143, count: 1 }"
3580,1,41.2982,-73.4203,"{ lat: 41.2982, lng: -73.4203, count: 1 }"
3581,1,33.9212,-118.236,"{ lat: 33.9212, lng: -118.236, count: 1 }"
3582,1,31.7603,-97.1712,"{ lat: 31.7603, lng: -97.1712, count: 1 }"
3583,1,41.8789,-87.7338,"{ lat: 41.8789, lng: -87.7338, count: 1 }"
3584,1,41.7258,-87.5997,"{ lat: 41.7258, lng: -87.5997, count: 1 }"
3585,1,33.6215,-86.6843,"{ lat: 33.6215, lng: -86.6843, count: 1 }"
3586,1,42.3368,-71.0813,"{ lat: 42.3368, lng: -71.0813, count: 1 }"
3587,1,36.9532,-120.042,"{ lat: 36.9532, lng: -120.042, count: 1 }"
3588,1,29.6941,-95.537,"{ lat: 29.6941, lng: -95.537, count: 1 }"
3589,1,33.4526,-82.053,"{ lat: 33.4526, lng: -82.053, count: 1 }"
3590,1,38.8688,-76.9179,"{ lat: 38.8688, lng: -76.9179, count: 1 }"
3591,1,33.5843,-84.54,"{ lat: 33.5843, lng: -84.54, count: 1 }"
3592,1,30.2122,-92.3844,"{ lat: 30.2122, lng: -92.3844, count: 1 }"
3593,1,41.2767,-76.8991,"{ lat: 41.2767, lng: -76.8991, count: 1 }"
3594,1,39.8411,-84.8979,"{ lat: 39.8411, lng: -84.8979, count: 1 }"
3595,1,40.7164,-74.0748,"{ lat: 40.7164, lng: -74.0748, count: 1 }"
3596,1,29.6184,-90.787,"{ lat: 29.6184, lng: -90.787, count: 1 }"
3597,1,40.7726,-74.0357,"{ lat: 40.7726, lng: -74.0357, count: 1 }"
3598,1,40.7035,-73.9223,"{ lat: 40.7035, lng: -73.9223, count: 1 }"
3599,1,39.8294,-77.6728,"{ lat: 39.8294, lng: -77.6728, count: 1 }"
3600,1,39.06,-95.5945,"{ lat: 39.06, lng: -95.5945, count: 1 }"
3601,1,41.2492,-76.9682,"{ lat: 41.2492, lng: -76.9682, count: 1 }"
3602,1,34.0398,-118.319,"{ lat: 34.0398, lng: -118.319, count: 1 }"
3603,1,38.6311,-90.2155,"{ lat: 38.6311, lng: -90.2155, count: 1 }"
3604,1,34.9942,-85.7212,"{ lat: 34.9942, lng: -85.7212, count: 1 }"
3605,1,30.2087,-95.4188,"{ lat: 30.2087, lng: -95.4188, count: 1 }"
3606,1,34.2066,-118.484,"{ lat: 34.2066, lng: -118.484, count: 1 }"
3607,1,40.8741,-73.90899999999999,"{ lat: 40.8741, lng: -73.90899999999999, count: 1 }"
3608,1,38.6278,-90.1061,"{ lat: 38.6278, lng: -90.1061, count: 1 }"
3609,1,32.7099,-94.7522,"{ lat: 32.7099, lng: -94.7522, count: 1 }"
3610,1,38.1859,-77.9859,"{ lat: 38.1859, lng: -77.9859, count: 1 }"
3611,1,33.809,-84.2042,"{ lat: 33.809, lng: -84.2042, count: 1 }"
3612,1,37.2046,-95.1311,"{ lat: 37.2046, lng: -95.1311, count: 1 }"
3613,1,36.055,-79.8316,"{ lat: 36.055, lng: -79.8316, count: 1 }"
3614,1,39.3065,-76.5811,"{ lat: 39.3065, lng: -76.5811, count: 1 }"
3615,1,38.8665,-76.9168,"{ lat: 38.8665, lng: -76.9168, count: 1 }"
3616,1,40.6646,-73.9056,"{ lat: 40.6646, lng: -73.9056, count: 1 }"
3617,1,47.6127,-122.337,"{ lat: 47.6127, lng: -122.337, count: 1 }"
3618,1,40.646,-73.9494,"{ lat: 40.646, lng: -73.9494, count: 1 }"
3619,1,38.407,-82.4831,"{ lat: 38.407, lng: -82.4831, count: 1 }"
3620,1,34.1925,-118.45700000000001,"{ lat: 34.1925, lng: -118.45700000000001, count: 1 }"
3621,1,38.4748,-81.369,"{ lat: 38.4748, lng: -81.369, count: 1 }"
3622,1,28.7132,-81.2078,"{ lat: 28.7132, lng: -81.2078, count: 1 }"
3623,1,40.6869,-73.9391,"{ lat: 40.6869, lng: -73.9391, count: 1 }"
3624,1,40.7001,-74.0945,"{ lat: 40.7001, lng: -74.0945, count: 1 }"
3625,1,38.8866,-76.9405,"{ lat: 38.8866, lng: -76.9405, count: 1 }"
3626,1,30.4918,-90.4685,"{ lat: 30.4918, lng: -90.4685, count: 1 }"
3627,1,43.0678,-87.9424,"{ lat: 43.0678, lng: -87.9424, count: 1 }"
3628,1,42.0194,-87.6701,"{ lat: 42.0194, lng: -87.6701, count: 1 }"
3629,1,41.3049,-95.3967,"{ lat: 41.3049, lng: -95.3967, count: 1 }"
3630,1,30.3496,-81.73100000000001,"{ lat: 30.3496, lng: -81.73100000000001, count: 1 }"
3631,1,42.2608,-88.1424,"{ lat: 42.2608, lng: -88.1424, count: 1 }"
3632,1,41.0652,-85.1331,"{ lat: 41.0652, lng: -85.1331, count: 1 }"
3633,1,38.6652,-90.2544,"{ lat: 38.6652, lng: -90.2544, count: 1 }"
3634,1,39.7742,-84.2022,"{ lat: 39.7742, lng: -84.2022, count: 1 }"
3635,1,34.0464,-118.344,"{ lat: 34.0464, lng: -118.344, count: 1 }"
3636,1,34.1903,-118.37899999999999,"{ lat: 34.1903, lng: -118.37899999999999, count: 1 }"
3637,1,30.3502,-81.7333,"{ lat: 30.3502, lng: -81.7333, count: 1 }"
3638,1,33.2078,-117.395,"{ lat: 33.2078, lng: -117.395, count: 1 }"
3639,1,40.0662,-75.0168,"{ lat: 40.0662, lng: -75.0168, count: 1 }"
3640,1,26.6852,-80.1167,"{ lat: 26.6852, lng: -80.1167, count: 1 }"
3641,1,28.7132,-81.2078,"{ lat: 28.7132, lng: -81.2078, count: 1 }"
3642,1,28.0702,-81.7645,"{ lat: 28.0702, lng: -81.7645, count: 1 }"
3643,1,35.6899,-78.61,"{ lat: 35.6899, lng: -78.61, count: 1 }"
3644,1,34.0883,-118.384,"{ lat: 34.0883, lng: -118.384, count: 1 }"
3645,1,35.1468,-101.956,"{ lat: 35.1468, lng: -101.956, count: 1 }"
3646,1,34.9749,-87.211,"{ lat: 34.9749, lng: -87.211, count: 1 }"
3647,1,43.4319,-95.5682,"{ lat: 43.4319, lng: -95.5682, count: 1 }"
3648,1,46.3776,-124.042,"{ lat: 46.3776, lng: -124.042, count: 1 }"
3649,1,32.4368,-93.7945,"{ lat: 32.4368, lng: -93.7945, count: 1 }"
3650,1,29.4241,-98.4936,"{ lat: 29.4241, lng: -98.4936, count: 1 }"
3651,1,29.482,-98.6821,"{ lat: 29.482, lng: -98.6821, count: 1 }"
3652,1,33.9392,-118.26799999999999,"{ lat: 33.9392, lng: -118.26799999999999, count: 1 }"
3653,1,37.5803,-77.422,"{ lat: 37.5803, lng: -77.422, count: 1 }"
3654,1,34.741,-77.3673,"{ lat: 34.741, lng: -77.3673, count: 1 }"
3655,1,41.4168,-81.5838,"{ lat: 41.4168, lng: -81.5838, count: 1 }"
3657,1,36.1221,-115.21700000000001,"{ lat: 36.1221, lng: -115.21700000000001, count: 1 }"
3658,1,29.9493,-81.5784,"{ lat: 29.9493, lng: -81.5784, count: 1 }"
3659,1,43.0789,-87.9166,"{ lat: 43.0789, lng: -87.9166, count: 1 }"
3660,1,42.2931,-89.62700000000001,"{ lat: 42.2931, lng: -89.62700000000001, count: 1 }"
3661,1,41.8029,-87.6867,"{ lat: 41.8029, lng: -87.6867, count: 1 }"
3662,1,32.7498,-85.2846,"{ lat: 32.7498, lng: -85.2846, count: 1 }"
3663,1,27.7414,-98.0946,"{ lat: 27.7414, lng: -98.0946, count: 1 }"
3664,1,36.8299,-76.3127,"{ lat: 36.8299, lng: -76.3127, count: 1 }"
3665,1,35.8605,-86.3763,"{ lat: 35.8605, lng: -86.3763, count: 1 }"
3666,1,33.2025,-117.37,"{ lat: 33.2025, lng: -117.37, count: 1 }"
3667,1,38.2357,-104.62,"{ lat: 38.2357, lng: -104.62, count: 1 }"
3668,1,32.043,-81.1127,"{ lat: 32.043, lng: -81.1127, count: 1 }"
3669,1,32.389,-90.1237,"{ lat: 32.389, lng: -90.1237, count: 1 }"
3670,1,35.074,-80.9613,"{ lat: 35.074, lng: -80.9613, count: 1 }"
3671,1,36.9866,-76.4242,"{ lat: 36.9866, lng: -76.4242, count: 1 }"
3672,1,37.5455,-82.7779,"{ lat: 37.5455, lng: -82.7779, count: 1 }"
3673,1,39.9194,-75.1122,"{ lat: 39.9194, lng: -75.1122, count: 1 }"
3674,1,29.7604,-95.3698,"{ lat: 29.7604, lng: -95.3698, count: 1 }"
3675,1,37.5803,-77.422,"{ lat: 37.5803, lng: -77.422, count: 1 }"
3676,1,38.0042,-121.81,"{ lat: 38.0042, lng: -121.81, count: 1 }"
3677,1,40.6023,-75.4722,"{ lat: 40.6023, lng: -75.4722, count: 1 }"
3678,1,38.8649,-76.9835,"{ lat: 38.8649, lng: -76.9835, count: 1 }"
3679,1,39.5754,-76.6156,"{ lat: 39.5754, lng: -76.6156, count: 1 }"
3680,1,37.9171,-122.32,"{ lat: 37.9171, lng: -122.32, count: 1 }"
3681,1,33.5157,-81.9593,"{ lat: 33.5157, lng: -81.9593, count: 1 }"
3682,1,33.4735,-82.0105,"{ lat: 33.4735, lng: -82.0105, count: 1 }"
3683,1,30.4646,-91.1498,"{ lat: 30.4646, lng: -91.1498, count: 1 }"
3684,1,34.3624,-82.1203,"{ lat: 34.3624, lng: -82.1203, count: 1 }"
3685,1,29.9506,-90.0418,"{ lat: 29.9506, lng: -90.0418, count: 1 }"
3686,1,39.7948,-86.0715,"{ lat: 39.7948, lng: -86.0715, count: 1 }"
3687,1,32.4135,-95.6186,"{ lat: 32.4135, lng: -95.6186, count: 1 }"
3688,1,36.1613,-96.0185,"{ lat: 36.1613, lng: -96.0185, count: 1 }"
3689,1,40.2171,-74.7429,"{ lat: 40.2171, lng: -74.7429, count: 1 }"
3690,1,29.4603,-98.3706,"{ lat: 29.4603, lng: -98.3706, count: 1 }"
3691,1,37.7108,-97.3195,"{ lat: 37.7108, lng: -97.3195, count: 1 }"
3692,1,39.7948,-86.0715,"{ lat: 39.7948, lng: -86.0715, count: 1 }"
3693,1,29.5639,-95.4004,"{ lat: 29.5639, lng: -95.4004, count: 1 }"
3694,1,38.1056,-122.23100000000001,"{ lat: 38.1056, lng: -122.23100000000001, count: 1 }"
3695,1,33.9776,-118.255,"{ lat: 33.9776, lng: -118.255, count: 1 }"
3696,1,42.3345,-71.0477,"{ lat: 42.3345, lng: -71.0477, count: 1 }"
3697,1,38.7051,-91.4352,"{ lat: 38.7051, lng: -91.4352, count: 1 }"
3698,1,41.1645,-73.2241,"{ lat: 41.1645, lng: -73.2241, count: 1 }"
3699,1,33.9708,-118.28299999999999,"{ lat: 33.9708, lng: -118.28299999999999, count: 1 }"
3700,1,33.524,-112.13,"{ lat: 33.524, lng: -112.13, count: 1 }"
3701,1,38.5637,-90.1689,"{ lat: 38.5637, lng: -90.1689, count: 1 }"
3702,1,40.7234,-74.1839,"{ lat: 40.7234, lng: -74.1839, count: 1 }"
3703,1,42.3905,-83.208,"{ lat: 42.3905, lng: -83.208, count: 1 }"
3704,1,29.9401,-90.0162,"{ lat: 29.9401, lng: -90.0162, count: 1 }"
3705,1,41.7791,-87.6946,"{ lat: 41.7791, lng: -87.6946, count: 1 }"
3706,1,43.0127,-76.1294,"{ lat: 43.0127, lng: -76.1294, count: 1 }"
3707,1,41.68600000000001,-86.2366,"{ lat: 41.68600000000001, lng: -86.2366, count: 1 }"
3708,1,41.7661,-72.7162,"{ lat: 41.7661, lng: -72.7162, count: 1 }"
3709,1,36.162,-96.0191,"{ lat: 36.162, lng: -96.0191, count: 1 }"
3710,1,39.1313,-84.6197,"{ lat: 39.1313, lng: -84.6197, count: 1 }"
3711,1,42.2617,-83.5242,"{ lat: 42.2617, lng: -83.5242, count: 1 }"
3712,1,41.7923,-87.656,"{ lat: 41.7923, lng: -87.656, count: 1 }"
3713,1,32.135999999999996,-81.6221,"{ lat: 32.135999999999996, lng: -81.6221, count: 1 }"
3714,1,34.0645,-117.889,"{ lat: 34.0645, lng: -117.889, count: 1 }"
3715,1,40.2199,-74.0192,"{ lat: 40.2199, lng: -74.0192, count: 1 }"
3716,1,40.2023,-74.7464,"{ lat: 40.2023, lng: -74.7464, count: 1 }"
3717,1,29.8904,-90.0701,"{ lat: 29.8904, lng: -90.0701, count: 1 }"
3718,1,36.8593,-119.693,"{ lat: 36.8593, lng: -119.693, count: 1 }"
3719,1,41.1225,-87.8592,"{ lat: 41.1225, lng: -87.8592, count: 1 }"
3720,1,39.939,-82.8985,"{ lat: 39.939, lng: -82.8985, count: 1 }"
3721,1,40.0252,-75.11,"{ lat: 40.0252, lng: -75.11, count: 1 }"
3722,1,35.3103,-119.021,"{ lat: 35.3103, lng: -119.021, count: 1 }"
3723,1,27.7615,-97.40899999999999,"{ lat: 27.7615, lng: -97.40899999999999, count: 1 }"
3724,1,38.2643,-122.01100000000001,"{ lat: 38.2643, lng: -122.01100000000001, count: 1 }"
3725,1,34.7197,-79.126,"{ lat: 34.7197, lng: -79.126, count: 1 }"
3726,1,43.9815,-116.986,"{ lat: 43.9815, lng: -116.986, count: 1 }"
3727,1,38.8974,-76.9264,"{ lat: 38.8974, lng: -76.9264, count: 1 }"
3728,1,36.19,-115.15299999999999,"{ lat: 36.19, lng: -115.15299999999999, count: 1 }"
3729,1,40.4066,-79.86399999999999,"{ lat: 40.4066, lng: -79.86399999999999, count: 1 }"
3730,1,38.6671,-90.2304,"{ lat: 38.6671, lng: -90.2304, count: 1 }"
3731,1,33.495,-112.024,"{ lat: 33.495, lng: -112.024, count: 1 }"
3732,1,38.0043,-121.844,"{ lat: 38.0043, lng: -121.844, count: 1 }"
3733,1,39.4086,-76.7649,"{ lat: 39.4086, lng: -76.7649, count: 1 }"
3734,1,42.9552,-87.9307,"{ lat: 42.9552, lng: -87.9307, count: 1 }"
3735,1,34.287,-78.7015,"{ lat: 34.287, lng: -78.7015, count: 1 }"
3736,1,43.3171,-90.8472,"{ lat: 43.3171, lng: -90.8472, count: 1 }"
3737,1,42.4063,-82.9298,"{ lat: 42.4063, lng: -82.9298, count: 1 }"
3738,1,41.7779,-87.6132,"{ lat: 41.7779, lng: -87.6132, count: 1 }"
3739,1,30.4449,-87.3044,"{ lat: 30.4449, lng: -87.3044, count: 1 }"
3740,1,38.7566,-93.736,"{ lat: 38.7566, lng: -93.736, count: 1 }"
3742,1,33.7295,-116.199,"{ lat: 33.7295, lng: -116.199, count: 1 }"
3743,1,33.2005,-80.4819,"{ lat: 33.2005, lng: -80.4819, count: 1 }"
3744,1,32.3551,-86.3225,"{ lat: 32.3551, lng: -86.3225, count: 1 }"
3745,1,32.7093,-97.0776,"{ lat: 32.7093, lng: -97.0776, count: 1 }"
3746,1,38.7405,-93.7108,"{ lat: 38.7405, lng: -93.7108, count: 1 }"
3747,1,34.0844,-84.4812,"{ lat: 34.0844, lng: -84.4812, count: 1 }"
3748,1,35.0463,-85.2572,"{ lat: 35.0463, lng: -85.2572, count: 1 }"
3749,1,39.1424,-84.5819,"{ lat: 39.1424, lng: -84.5819, count: 1 }"
3750,1,37.5728,-83.7089,"{ lat: 37.5728, lng: -83.7089, count: 1 }"
3751,1,29.9963,-95.3952,"{ lat: 29.9963, lng: -95.3952, count: 1 }"
3752,1,39.1423,-84.581,"{ lat: 39.1423, lng: -84.581, count: 1 }"
3753,1,32.4354,-93.789,"{ lat: 32.4354, lng: -93.789, count: 1 }"
3754,1,31.8223,-90.6479,"{ lat: 31.8223, lng: -90.6479, count: 1 }"
3755,1,42.0899,-70.9833,"{ lat: 42.0899, lng: -70.9833, count: 1 }"
3756,1,33.2797,-84.2272,"{ lat: 33.2797, lng: -84.2272, count: 1 }"
3757,1,33.5821,-112.131,"{ lat: 33.5821, lng: -112.131, count: 1 }"
3758,1,43.8164,-70.4237,"{ lat: 43.8164, lng: -70.4237, count: 1 }"
3759,1,33.6735,-84.449,"{ lat: 33.6735, lng: -84.449, count: 1 }"
