,n_killed,latitude,longitude,output
6500,1,43.18899999999999,-86.2408,"{ lat: 43.18899999999999, lng: -86.2408, count: 1 }"
6501,1,41.7249,-87.6627,"{ lat: 41.7249, lng: -87.6627, count: 1 }"
6502,1,41.7634,-87.6623,"{ lat: 41.7634, lng: -87.6623, count: 1 }"
6503,1,35.1005,-89.772,"{ lat: 35.1005, lng: -89.772, count: 1 }"
6504,1,33.7837,-84.4655,"{ lat: 33.7837, lng: -84.4655, count: 1 }"
6505,1,34.7668,-92.2832,"{ lat: 34.7668, lng: -92.2832, count: 1 }"
6507,1,29.6219,-81.6536,"{ lat: 29.6219, lng: -81.6536, count: 1 }"
6508,1,38.9099,-94.512,"{ lat: 38.9099, lng: -94.512, count: 1 }"
6509,1,29.6219,-81.6536,"{ lat: 29.6219, lng: -81.6536, count: 1 }"
6510,1,34.7393,-92.3122,"{ lat: 34.7393, lng: -92.3122, count: 1 }"
6511,1,41.1263,-100.79,"{ lat: 41.1263, lng: -100.79, count: 1 }"
6512,1,40.2666,-76.8628,"{ lat: 40.2666, lng: -76.8628, count: 1 }"
6513,1,35.8958,-80.0682,"{ lat: 35.8958, lng: -80.0682, count: 1 }"
6514,1,32.8053,-96.751,"{ lat: 32.8053, lng: -96.751, count: 1 }"
6515,1,40.8024,-73.9388,"{ lat: 40.8024, lng: -73.9388, count: 1 }"
6516,1,30.3562,-103.666,"{ lat: 30.3562, lng: -103.666, count: 1 }"
6517,1,33.8847,-117.22399999999999,"{ lat: 33.8847, lng: -117.22399999999999, count: 1 }"
6518,1,35.3017,-77.7881,"{ lat: 35.3017, lng: -77.7881, count: 1 }"
6519,1,39.3126,-76.6543,"{ lat: 39.3126, lng: -76.6543, count: 1 }"
6520,1,34.0777,-117.68700000000001,"{ lat: 34.0777, lng: -117.68700000000001, count: 1 }"
6521,1,28.9749,-98.4736,"{ lat: 28.9749, lng: -98.4736, count: 1 }"
6522,1,34.6384,-79.1097,"{ lat: 34.6384, lng: -79.1097, count: 1 }"
6523,1,32.3548,-90.22,"{ lat: 32.3548, lng: -90.22, count: 1 }"
6524,1,35.2328,-106.663,"{ lat: 35.2328, lng: -106.663, count: 1 }"
6525,1,38.6568,-90.2152,"{ lat: 38.6568, lng: -90.2152, count: 1 }"
6526,1,30.2309,-92.0165,"{ lat: 30.2309, lng: -92.0165, count: 1 }"
6527,1,36.8712,-76.2675,"{ lat: 36.8712, lng: -76.2675, count: 1 }"
6529,1,40.4227,-79.9879,"{ lat: 40.4227, lng: -79.9879, count: 1 }"
6530,1,29.8229,-95.3925,"{ lat: 29.8229, lng: -95.3925, count: 1 }"
6531,1,30.4207,-87.2447,"{ lat: 30.4207, lng: -87.2447, count: 1 }"
6532,1,39.0354,-92.3165,"{ lat: 39.0354, lng: -92.3165, count: 1 }"
6533,1,39.2639,-76.6318,"{ lat: 39.2639, lng: -76.6318, count: 1 }"
6534,1,35.0957,-89.8087,"{ lat: 35.0957, lng: -89.8087, count: 1 }"
6535,1,28.1299,-82.3598,"{ lat: 28.1299, lng: -82.3598, count: 1 }"
6536,1,26.2971,-98.1328,"{ lat: 26.2971, lng: -98.1328, count: 1 }"
6537,1,33.4414,-112.096,"{ lat: 33.4414, lng: -112.096, count: 1 }"
6538,1,40.4799,-79.9165,"{ lat: 40.4799, lng: -79.9165, count: 1 }"
6539,1,27.8418,-82.3709,"{ lat: 27.8418, lng: -82.3709, count: 1 }"
6540,1,43.5378,-96.7237,"{ lat: 43.5378, lng: -96.7237, count: 1 }"
6541,1,25.7894,-80.1947,"{ lat: 25.7894, lng: -80.1947, count: 1 }"
6542,1,34.7053,-81.2204,"{ lat: 34.7053, lng: -81.2204, count: 1 }"
6543,1,39.3364,-76.6753,"{ lat: 39.3364, lng: -76.6753, count: 1 }"
6544,1,39.3122,-76.6777,"{ lat: 39.3122, lng: -76.6777, count: 1 }"
6545,1,33.9237,-118.344,"{ lat: 33.9237, lng: -118.344, count: 1 }"
6546,1,36.1442,-115.178,"{ lat: 36.1442, lng: -115.178, count: 1 }"
6547,1,40.7743,-72.942,"{ lat: 40.7743, lng: -72.942, count: 1 }"
6548,1,36.0203,-115.279,"{ lat: 36.0203, lng: -115.279, count: 1 }"
6549,1,31.055999999999997,-97.4645,"{ lat: 31.055999999999997, lng: -97.4645, count: 1 }"
6550,1,39.0013,-94.5512,"{ lat: 39.0013, lng: -94.5512, count: 1 }"
6551,1,32.2515,-90.2441,"{ lat: 32.2515, lng: -90.2441, count: 1 }"
6552,1,42.9072,-85.7117,"{ lat: 42.9072, lng: -85.7117, count: 1 }"
6553,1,33.9969,-118.304,"{ lat: 33.9969, lng: -118.304, count: 1 }"
6554,1,37.694,-122.105,"{ lat: 37.694, lng: -122.105, count: 1 }"
6555,1,31.1232,-97.5314,"{ lat: 31.1232, lng: -97.5314, count: 1 }"
6556,1,32.9667,-96.8139,"{ lat: 32.9667, lng: -96.8139, count: 1 }"
6557,1,39.7446,-84.2235,"{ lat: 39.7446, lng: -84.2235, count: 1 }"
6558,1,40.4662,-79.9408,"{ lat: 40.4662, lng: -79.9408, count: 1 }"
6559,1,37.2603,-113.34899999999999,"{ lat: 37.2603, lng: -113.34899999999999, count: 1 }"
6560,1,31.1218,-97.5318,"{ lat: 31.1218, lng: -97.5318, count: 1 }"
6561,1,38.9072,-77.0369,"{ lat: 38.9072, lng: -77.0369, count: 1 }"
6562,1,36.0214,-115.275,"{ lat: 36.0214, lng: -115.275, count: 1 }"
6563,1,39.9495,-83.1342,"{ lat: 39.9495, lng: -83.1342, count: 1 }"
6564,1,39.3488,-76.6713,"{ lat: 39.3488, lng: -76.6713, count: 1 }"
6565,1,47.3727,-122.84,"{ lat: 47.3727, lng: -122.84, count: 1 }"
6566,1,42.4472,-83.7704,"{ lat: 42.4472, lng: -83.7704, count: 1 }"
6567,1,29.6328,-95.5748,"{ lat: 29.6328, lng: -95.5748, count: 1 }"
6568,1,37.2603,-113.34899999999999,"{ lat: 37.2603, lng: -113.34899999999999, count: 1 }"
6569,1,36.1442,-115.178,"{ lat: 36.1442, lng: -115.178, count: 1 }"
6570,1,42.3224,-83.0905,"{ lat: 42.3224, lng: -83.0905, count: 1 }"
6571,1,32.7863,-89.1164,"{ lat: 32.7863, lng: -89.1164, count: 1 }"
6572,1,38.2409,-104.615,"{ lat: 38.2409, lng: -104.615, count: 1 }"
6573,1,43.7051,-124.103,"{ lat: 43.7051, lng: -124.103, count: 1 }"
6574,1,34.077,-118.169,"{ lat: 34.077, lng: -118.169, count: 1 }"
6575,1,32.0517,-81.0821,"{ lat: 32.0517, lng: -81.0821, count: 1 }"
6576,1,33.7955,-118.191,"{ lat: 33.7955, lng: -118.191, count: 1 }"
6577,1,39.9532,-75.0988,"{ lat: 39.9532, lng: -75.0988, count: 1 }"
6578,1,30.7181,-88.087,"{ lat: 30.7181, lng: -88.087, count: 1 }"
6579,1,40.2211,-76.1545,"{ lat: 40.2211, lng: -76.1545, count: 1 }"
6580,1,41.8765,-87.7233,"{ lat: 41.8765, lng: -87.7233, count: 1 }"
6581,1,39.510999999999996,-119.785,"{ lat: 39.510999999999996, lng: -119.785, count: 1 }"
6582,1,33.7966,-118.19200000000001,"{ lat: 33.7966, lng: -118.19200000000001, count: 1 }"
6583,1,33.4488,-111.927,"{ lat: 33.4488, lng: -111.927, count: 1 }"
6584,1,33.8913,-84.2895,"{ lat: 33.8913, lng: -84.2895, count: 1 }"
6585,1,39.0928,-86.7357,"{ lat: 39.0928, lng: -86.7357, count: 1 }"
6586,1,33.7805,-84.2384,"{ lat: 33.7805, lng: -84.2384, count: 1 }"
6587,1,40.1696,-123.619,"{ lat: 40.1696, lng: -123.619, count: 1 }"
6588,1,29.9677,-90.0349,"{ lat: 29.9677, lng: -90.0349, count: 1 }"
6589,1,30.4691,-84.2649,"{ lat: 30.4691, lng: -84.2649, count: 1 }"
6590,1,36.6784,-121.615,"{ lat: 36.6784, lng: -121.615, count: 1 }"
6591,1,25.863000000000003,-80.2868,"{ lat: 25.863000000000003, lng: -80.2868, count: 1 }"
6592,1,41.8866,-87.6643,"{ lat: 41.8866, lng: -87.6643, count: 1 }"
6593,1,30.1886,-82.6394,"{ lat: 30.1886, lng: -82.6394, count: 1 }"
6594,1,28.5022,-81.4097,"{ lat: 28.5022, lng: -81.4097, count: 1 }"
6595,1,39.327,-94.9506,"{ lat: 39.327, lng: -94.9506, count: 1 }"
6596,1,34.7072,-82.4618,"{ lat: 34.7072, lng: -82.4618, count: 1 }"
6597,1,30.3579,-97.6895,"{ lat: 30.3579, lng: -97.6895, count: 1 }"
6598,1,40.2117,-76.1884,"{ lat: 40.2117, lng: -76.1884, count: 1 }"
6599,1,36.2003,-115.152,"{ lat: 36.2003, lng: -115.152, count: 1 }"
6600,1,41.8164,-87.624,"{ lat: 41.8164, lng: -87.624, count: 1 }"
6601,1,39.0322,-86.9824,"{ lat: 39.0322, lng: -86.9824, count: 1 }"
6602,1,45.9279,-95.4219,"{ lat: 45.9279, lng: -95.4219, count: 1 }"
6603,1,29.9501,-95.4111,"{ lat: 29.9501, lng: -95.4111, count: 1 }"
6604,1,35.0082,-114.603,"{ lat: 35.0082, lng: -114.603, count: 1 }"
6605,1,35.1762,-78.9628,"{ lat: 35.1762, lng: -78.9628, count: 1 }"
6606,1,43.0587,-83.7138,"{ lat: 43.0587, lng: -83.7138, count: 1 }"
6607,1,37.7649,-122.42200000000001,"{ lat: 37.7649, lng: -122.42200000000001, count: 1 }"
6608,1,35.0605,-106.624,"{ lat: 35.0605, lng: -106.624, count: 1 }"
6609,1,34.3091,-81.6035,"{ lat: 34.3091, lng: -81.6035, count: 1 }"
6610,1,40.0474,-75.1557,"{ lat: 40.0474, lng: -75.1557, count: 1 }"
6611,1,39.9653,-76.7357,"{ lat: 39.9653, lng: -76.7357, count: 1 }"
6612,1,43.1165,-89.3251,"{ lat: 43.1165, lng: -89.3251, count: 1 }"
6613,1,39.5018,-119.836,"{ lat: 39.5018, lng: -119.836, count: 1 }"
6614,1,40.1252,-88.2305,"{ lat: 40.1252, lng: -88.2305, count: 1 }"
6615,1,39.8253,-86.1043,"{ lat: 39.8253, lng: -86.1043, count: 1 }"
6616,1,42.4412,-83.1667,"{ lat: 42.4412, lng: -83.1667, count: 1 }"
6617,1,35.05,-89.90799999999999,"{ lat: 35.05, lng: -89.90799999999999, count: 1 }"
6618,1,41.8966,-87.7724,"{ lat: 41.8966, lng: -87.7724, count: 1 }"
6619,1,35.5037,-80.5373,"{ lat: 35.5037, lng: -80.5373, count: 1 }"
6620,1,41.5173,-88.061,"{ lat: 41.5173, lng: -88.061, count: 1 }"
6621,1,33.4657,-112.01299999999999,"{ lat: 33.4657, lng: -112.01299999999999, count: 1 }"
6622,1,30.5233,-91.1806,"{ lat: 30.5233, lng: -91.1806, count: 1 }"
6623,1,29.6932,-95.1682,"{ lat: 29.6932, lng: -95.1682, count: 1 }"
6624,1,42.1653,-83.5622,"{ lat: 42.1653, lng: -83.5622, count: 1 }"
6625,1,44.9296,-93.0999,"{ lat: 44.9296, lng: -93.0999, count: 1 }"
6626,1,41.8393,-71.4402,"{ lat: 41.8393, lng: -71.4402, count: 1 }"
6627,1,30.0194,-95.3968,"{ lat: 30.0194, lng: -95.3968, count: 1 }"
6628,1,37.5803,-85.9053,"{ lat: 37.5803, lng: -85.9053, count: 1 }"
6629,1,42.0901,-72.5537,"{ lat: 42.0901, lng: -72.5537, count: 1 }"
6630,1,39.2082,-94.5485,"{ lat: 39.2082, lng: -94.5485, count: 1 }"
6631,1,39.2146,-94.5485,"{ lat: 39.2146, lng: -94.5485, count: 1 }"
6632,1,41.8824,-87.7551,"{ lat: 41.8824, lng: -87.7551, count: 1 }"
6633,1,35.5054,-80.8414,"{ lat: 35.5054, lng: -80.8414, count: 1 }"
6634,1,33.5107,-80.8391,"{ lat: 33.5107, lng: -80.8391, count: 1 }"
6635,1,32.8492,-79.9816,"{ lat: 32.8492, lng: -79.9816, count: 1 }"
6636,1,41.8291,-71.4381,"{ lat: 41.8291, lng: -71.4381, count: 1 }"
6637,1,36.6862,-121.615,"{ lat: 36.6862, lng: -121.615, count: 1 }"
6638,1,40.2345,-74.7818,"{ lat: 40.2345, lng: -74.7818, count: 1 }"
6639,1,40.7585,-74.1751,"{ lat: 40.7585, lng: -74.1751, count: 1 }"
6640,1,39.7397,-105.03200000000001,"{ lat: 39.7397, lng: -105.03200000000001, count: 1 }"
6641,1,42.3415,-71.0747,"{ lat: 42.3415, lng: -71.0747, count: 1 }"
6642,1,34.7512,-92.1915,"{ lat: 34.7512, lng: -92.1915, count: 1 }"
6643,1,42.9813,-83.6928,"{ lat: 42.9813, lng: -83.6928, count: 1 }"
6644,1,30.6765,-87.9766,"{ lat: 30.6765, lng: -87.9766, count: 1 }"
6645,1,29.2155,-81.0575,"{ lat: 29.2155, lng: -81.0575, count: 1 }"
6646,1,32.3604,-86.3238,"{ lat: 32.3604, lng: -86.3238, count: 1 }"
6647,1,40.4318,-78.9923,"{ lat: 40.4318, lng: -78.9923, count: 1 }"
6648,1,38.9072,-76.9355,"{ lat: 38.9072, lng: -76.9355, count: 1 }"
6649,1,39.952,-75.1613,"{ lat: 39.952, lng: -75.1613, count: 1 }"
6650,1,36.0706,-80.2227,"{ lat: 36.0706, lng: -80.2227, count: 1 }"
6651,1,34.067,-117.75200000000001,"{ lat: 34.067, lng: -117.75200000000001, count: 1 }"
6652,1,42.1794,-72.4995,"{ lat: 42.1794, lng: -72.4995, count: 1 }"
6653,1,32.4452,-90.1064,"{ lat: 32.4452, lng: -90.1064, count: 1 }"
6654,1,41.2549,-95.962,"{ lat: 41.2549, lng: -95.962, count: 1 }"
6655,1,38.6234,-90.0958,"{ lat: 38.6234, lng: -90.0958, count: 1 }"
6656,1,32.3326,-86.3243,"{ lat: 32.3326, lng: -86.3243, count: 1 }"
6657,1,36.2207,-115.215,"{ lat: 36.2207, lng: -115.215, count: 1 }"
6658,1,29.4251,-98.4241,"{ lat: 29.4251, lng: -98.4241, count: 1 }"
6659,1,43.0432,-87.9463,"{ lat: 43.0432, lng: -87.9463, count: 1 }"
6660,1,47.3976,-122.225,"{ lat: 47.3976, lng: -122.225, count: 1 }"
6661,1,28.0322,-82.4512,"{ lat: 28.0322, lng: -82.4512, count: 1 }"
6662,1,38.7102,-90.2283,"{ lat: 38.7102, lng: -90.2283, count: 1 }"
6663,1,37.5433,-77.3712,"{ lat: 37.5433, lng: -77.3712, count: 1 }"
6664,1,33.7005,-116.20299999999999,"{ lat: 33.7005, lng: -116.20299999999999, count: 1 }"
6665,1,40.873000000000005,-80.2747,"{ lat: 40.873000000000005, lng: -80.2747, count: 1 }"
6666,1,42.5084,-89.0305,"{ lat: 42.5084, lng: -89.0305, count: 1 }"
6667,1,33.5672,-112.199,"{ lat: 33.5672, lng: -112.199, count: 1 }"
6668,1,38.8044,-104.785,"{ lat: 38.8044, lng: -104.785, count: 1 }"
6669,1,41.8138,-87.7042,"{ lat: 41.8138, lng: -87.7042, count: 1 }"
6670,1,45.1946,-120.69200000000001,"{ lat: 45.1946, lng: -120.69200000000001, count: 1 }"
6671,1,41.1922,-104.35700000000001,"{ lat: 41.1922, lng: -104.35700000000001, count: 1 }"
6672,1,33.7363,-116.225,"{ lat: 33.7363, lng: -116.225, count: 1 }"
6673,1,41.595,-73.0314,"{ lat: 41.595, lng: -73.0314, count: 1 }"
6674,1,34.1979,-81.5263,"{ lat: 34.1979, lng: -81.5263, count: 1 }"
6675,1,33.1965,-87.5271,"{ lat: 33.1965, lng: -87.5271, count: 1 }"
6676,1,36.0708,-88.0889,"{ lat: 36.0708, lng: -88.0889, count: 1 }"
6677,1,32.7715,-97.0686,"{ lat: 32.7715, lng: -97.0686, count: 1 }"
6678,1,33.5538,-86.8418,"{ lat: 33.5538, lng: -86.8418, count: 1 }"
6679,1,34.2407,-85.1792,"{ lat: 34.2407, lng: -85.1792, count: 1 }"
6680,1,41.494,-81.6553,"{ lat: 41.494, lng: -81.6553, count: 1 }"
6681,1,40.9476,-92.3332,"{ lat: 40.9476, lng: -92.3332, count: 1 }"
6682,1,42.0106,-87.6707,"{ lat: 42.0106, lng: -87.6707, count: 1 }"
6683,1,40.7137,-74.2114,"{ lat: 40.7137, lng: -74.2114, count: 1 }"
6684,1,41.7623,-87.6541,"{ lat: 41.7623, lng: -87.6541, count: 1 }"
6685,1,32.5699,-86.95200000000001,"{ lat: 32.5699, lng: -86.95200000000001, count: 1 }"
6686,1,30.3221,-81.5454,"{ lat: 30.3221, lng: -81.5454, count: 1 }"
6687,1,40.0704,-85.9857,"{ lat: 40.0704, lng: -85.9857, count: 1 }"
6688,1,36.0316,-83.9174,"{ lat: 36.0316, lng: -83.9174, count: 1 }"
6689,1,42.3774,-83.1225,"{ lat: 42.3774, lng: -83.1225, count: 1 }"
6690,1,41.9764,-87.6565,"{ lat: 41.9764, lng: -87.6565, count: 1 }"
6691,1,40.8226,-73.9204,"{ lat: 40.8226, lng: -73.9204, count: 1 }"
6692,1,27.5978,-80.3871,"{ lat: 27.5978, lng: -80.3871, count: 1 }"
6693,1,30.2309,-92.0165,"{ lat: 30.2309, lng: -92.0165, count: 1 }"
6694,1,32.6211,-85.3803,"{ lat: 32.6211, lng: -85.3803, count: 1 }"
6695,1,41.4696,-81.7183,"{ lat: 41.4696, lng: -81.7183, count: 1 }"
6696,1,41.8094,-87.7457,"{ lat: 41.8094, lng: -87.7457, count: 1 }"
6697,1,39.9399,-82.9707,"{ lat: 39.9399, lng: -82.9707, count: 1 }"
6698,1,29.6945,-82.3358,"{ lat: 29.6945, lng: -82.3358, count: 1 }"
6699,1,32.9092,-96.7245,"{ lat: 32.9092, lng: -96.7245, count: 1 }"
6700,1,30.0951,-90.9939,"{ lat: 30.0951, lng: -90.9939, count: 1 }"
6701,1,29.6348,-95.2463,"{ lat: 29.6348, lng: -95.2463, count: 1 }"
6702,1,29.7257,-95.5012,"{ lat: 29.7257, lng: -95.5012, count: 1 }"
6703,1,39.193000000000005,-94.5387,"{ lat: 39.193000000000005, lng: -94.5387, count: 1 }"
6704,1,37.0022,-76.3898,"{ lat: 37.0022, lng: -76.3898, count: 1 }"
6705,1,25.7789,-80.19800000000001,"{ lat: 25.7789, lng: -80.19800000000001, count: 1 }"
6706,1,32.203,-110.875,"{ lat: 32.203, lng: -110.875, count: 1 }"
6707,1,41.8991,-87.665,"{ lat: 41.8991, lng: -87.665, count: 1 }"
6708,1,45.483000000000004,-122.605,"{ lat: 45.483000000000004, lng: -122.605, count: 1 }"
6709,1,40.4524,-79.8969,"{ lat: 40.4524, lng: -79.8969, count: 1 }"
6710,1,38.8494,-76.926,"{ lat: 38.8494, lng: -76.926, count: 1 }"
6711,1,43.0674,-87.9474,"{ lat: 43.0674, lng: -87.9474, count: 1 }"
6712,1,25.1038,-80.4277,"{ lat: 25.1038, lng: -80.4277, count: 1 }"
6713,1,39.4017,-76.4213,"{ lat: 39.4017, lng: -76.4213, count: 1 }"
6714,1,30.4585,-89.0742,"{ lat: 30.4585, lng: -89.0742, count: 1 }"
6715,1,42.0264,-87.711,"{ lat: 42.0264, lng: -87.711, count: 1 }"
6716,1,33.9038,-118.236,"{ lat: 33.9038, lng: -118.236, count: 1 }"
6717,1,35.0719,-106.53299999999999,"{ lat: 35.0719, lng: -106.53299999999999, count: 1 }"
6718,1,33.1965,-80.6069,"{ lat: 33.1965, lng: -80.6069, count: 1 }"
6719,1,38.7102,-90.2283,"{ lat: 38.7102, lng: -90.2283, count: 1 }"
6720,1,26.2593,-98.4815,"{ lat: 26.2593, lng: -98.4815, count: 1 }"
6721,1,40.3839,-79.9783,"{ lat: 40.3839, lng: -79.9783, count: 1 }"
6722,1,33.4385,-86.9501,"{ lat: 33.4385, lng: -86.9501, count: 1 }"
6723,1,34.3768,-84.9268,"{ lat: 34.3768, lng: -84.9268, count: 1 }"
6724,1,26.2394,-98.48100000000001,"{ lat: 26.2394, lng: -98.48100000000001, count: 1 }"
6725,1,33.8295,-118.198,"{ lat: 33.8295, lng: -118.198, count: 1 }"
6726,1,42.3819,-83.2819,"{ lat: 42.3819, lng: -83.2819, count: 1 }"
6727,1,35.0991,-89.9293,"{ lat: 35.0991, lng: -89.9293, count: 1 }"
6728,1,34.1301,-118.48100000000001,"{ lat: 34.1301, lng: -118.48100000000001, count: 1 }"
6729,1,37.7809,-122.40899999999999,"{ lat: 37.7809, lng: -122.40899999999999, count: 1 }"
6730,1,38.9992,-77.0014,"{ lat: 38.9992, lng: -77.0014, count: 1 }"
6731,1,34.1757,-118.46600000000001,"{ lat: 34.1757, lng: -118.46600000000001, count: 1 }"
6732,1,41.7791,-87.6958,"{ lat: 41.7791, lng: -87.6958, count: 1 }"
6733,1,34.4906,-91.5538,"{ lat: 34.4906, lng: -91.5538, count: 1 }"
6734,1,37.7809,-122.40899999999999,"{ lat: 37.7809, lng: -122.40899999999999, count: 1 }"
6735,1,39.3311,-76.6682,"{ lat: 39.3311, lng: -76.6682, count: 1 }"
6736,1,38.6488,-90.2016,"{ lat: 38.6488, lng: -90.2016, count: 1 }"
6737,1,42.3224,-85.5477,"{ lat: 42.3224, lng: -85.5477, count: 1 }"
6738,1,37.7666,-122.197,"{ lat: 37.7666, lng: -122.197, count: 1 }"
6739,1,38.7854,-90.6546,"{ lat: 38.7854, lng: -90.6546, count: 1 }"
6740,1,30.2752,-89.7812,"{ lat: 30.2752, lng: -89.7812, count: 1 }"
6741,1,33.5754,-117.193,"{ lat: 33.5754, lng: -117.193, count: 1 }"
6742,1,32.9216,-96.7572,"{ lat: 32.9216, lng: -96.7572, count: 1 }"
6743,1,35.0527,-89.9516,"{ lat: 35.0527, lng: -89.9516, count: 1 }"
6744,1,40.8478,-73.4055,"{ lat: 40.8478, lng: -73.4055, count: 1 }"
6745,1,28.4796,-81.3343,"{ lat: 28.4796, lng: -81.3343, count: 1 }"
6746,1,40.1696,-123.619,"{ lat: 40.1696, lng: -123.619, count: 1 }"
6747,1,32.9808,-115.53200000000001,"{ lat: 32.9808, lng: -115.53200000000001, count: 1 }"
6748,1,32.7628,-96.6568,"{ lat: 32.7628, lng: -96.6568, count: 1 }"
6749,1,41.6214,-87.4849,"{ lat: 41.6214, lng: -87.4849, count: 1 }"
6750,1,34.9235,-88.4988,"{ lat: 34.9235, lng: -88.4988, count: 1 }"
6751,1,36.6252,-121.816,"{ lat: 36.6252, lng: -121.816, count: 1 }"
6752,1,35.7258,-77.9279,"{ lat: 35.7258, lng: -77.9279, count: 1 }"
6753,1,28.4796,-81.3343,"{ lat: 28.4796, lng: -81.3343, count: 1 }"
6754,1,33.8612,-86.6423,"{ lat: 33.8612, lng: -86.6423, count: 1 }"
6755,1,45.5185,-122.677,"{ lat: 45.5185, lng: -122.677, count: 1 }"
6756,1,32.4828,-93.7994,"{ lat: 32.4828, lng: -93.7994, count: 1 }"
6757,1,41.7719,-87.6847,"{ lat: 41.7719, lng: -87.6847, count: 1 }"
6758,1,38.6155,-90.1578,"{ lat: 38.6155, lng: -90.1578, count: 1 }"
6759,1,40.3441,-76.631,"{ lat: 40.3441, lng: -76.631, count: 1 }"
6760,1,34.7655,-77.4033,"{ lat: 34.7655, lng: -77.4033, count: 1 }"
6761,1,31.2128,-83.2278,"{ lat: 31.2128, lng: -83.2278, count: 1 }"
6762,1,38.9517,-94.494,"{ lat: 38.9517, lng: -94.494, count: 1 }"
6763,1,33.9191,-84.36,"{ lat: 33.9191, lng: -84.36, count: 1 }"
6764,1,43.0242,-83.7219,"{ lat: 43.0242, lng: -83.7219, count: 1 }"
6765,1,26.000999999999998,-80.2888,"{ lat: 26.000999999999998, lng: -80.2888, count: 1 }"
6766,1,26.2162,-80.2439,"{ lat: 26.2162, lng: -80.2439, count: 1 }"
6767,1,38.5528,-90.2598,"{ lat: 38.5528, lng: -90.2598, count: 1 }"
6768,1,30.1624,-85.6532,"{ lat: 30.1624, lng: -85.6532, count: 1 }"
6769,1,39.7594,-85.9474,"{ lat: 39.7594, lng: -85.9474, count: 1 }"
6770,1,26.000999999999998,-80.2888,"{ lat: 26.000999999999998, lng: -80.2888, count: 1 }"
6771,1,37.185,-78.1965,"{ lat: 37.185, lng: -78.1965, count: 1 }"
6772,1,41.6824,-87.6207,"{ lat: 41.6824, lng: -87.6207, count: 1 }"
6773,1,33.9341,-118.212,"{ lat: 33.9341, lng: -118.212, count: 1 }"
6774,1,33.9122,-80.3607,"{ lat: 33.9122, lng: -80.3607, count: 1 }"
6775,1,35.755,-95.3984,"{ lat: 35.755, lng: -95.3984, count: 1 }"
6776,1,31.1838,-83.7379,"{ lat: 31.1838, lng: -83.7379, count: 1 }"
6777,1,33.8979,-86.62799999999999,"{ lat: 33.8979, lng: -86.62799999999999, count: 1 }"
6778,1,41.6773,-83.5554,"{ lat: 41.6773, lng: -83.5554, count: 1 }"
6779,1,32.8965,-83.3445,"{ lat: 32.8965, lng: -83.3445, count: 1 }"
6780,1,45.3937,-87.9635,"{ lat: 45.3937, lng: -87.9635, count: 1 }"
6781,1,45.006,-93.3082,"{ lat: 45.006, lng: -93.3082, count: 1 }"
6782,1,39.9271,-75.2687,"{ lat: 39.9271, lng: -75.2687, count: 1 }"
6783,1,30.05,-89.9797,"{ lat: 30.05, lng: -89.9797, count: 1 }"
6784,1,33.413000000000004,-84.279,"{ lat: 33.413000000000004, lng: -84.279, count: 1 }"
6785,1,36.7002,-77.5304,"{ lat: 36.7002, lng: -77.5304, count: 1 }"
6786,1,39.2246,-84.4527,"{ lat: 39.2246, lng: -84.4527, count: 1 }"
6787,1,29.9666,-90.1732,"{ lat: 29.9666, lng: -90.1732, count: 1 }"
6788,1,41.3602,-71.9336,"{ lat: 41.3602, lng: -71.9336, count: 1 }"
6789,1,40.7807,-81.4074,"{ lat: 40.7807, lng: -81.4074, count: 1 }"
6790,1,40.7297,-74.1979,"{ lat: 40.7297, lng: -74.1979, count: 1 }"
6791,1,34.1921,-118.492,"{ lat: 34.1921, lng: -118.492, count: 1 }"
6792,1,35.9192,-82.0757,"{ lat: 35.9192, lng: -82.0757, count: 1 }"
6793,1,34.5456,-86.9966,"{ lat: 34.5456, lng: -86.9966, count: 1 }"
6794,1,41.6103,-87.5323,"{ lat: 41.6103, lng: -87.5323, count: 1 }"
6795,1,40.7543,-73.90899999999999,"{ lat: 40.7543, lng: -73.90899999999999, count: 1 }"
6796,1,34.1921,-118.492,"{ lat: 34.1921, lng: -118.492, count: 1 }"
6797,1,41.8643,-80.7982,"{ lat: 41.8643, lng: -80.7982, count: 1 }"
6798,1,34.6467,-82.4675,"{ lat: 34.6467, lng: -82.4675, count: 1 }"
6799,1,35.1068,-90.0537,"{ lat: 35.1068, lng: -90.0537, count: 1 }"
6800,1,34.264,-118.41799999999999,"{ lat: 34.264, lng: -118.41799999999999, count: 1 }"
6801,1,40.6836,-111.883,"{ lat: 40.6836, lng: -111.883, count: 1 }"
6802,1,39.1288,-84.5702,"{ lat: 39.1288, lng: -84.5702, count: 1 }"
6803,1,34.9962,-106.18700000000001,"{ lat: 34.9962, lng: -106.18700000000001, count: 1 }"
6804,1,41.8727,-87.6963,"{ lat: 41.8727, lng: -87.6963, count: 1 }"
6805,1,31.0793,-83.6603,"{ lat: 31.0793, lng: -83.6603, count: 1 }"
6806,1,33.8154,-118.213,"{ lat: 33.8154, lng: -118.213, count: 1 }"
6807,1,29.9664,-90.1731,"{ lat: 29.9664, lng: -90.1731, count: 1 }"
6808,1,29.1806,-82.3425,"{ lat: 29.1806, lng: -82.3425, count: 1 }"
6809,1,30.3322,-91.0352,"{ lat: 30.3322, lng: -91.0352, count: 1 }"
6810,1,33.4726,-86.899,"{ lat: 33.4726, lng: -86.899, count: 1 }"
