STNAME,CTYNAME,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018
North Carolina,Columbus County,56878,56666,56279,55987,55655,-193,-212,-387,-292,-332
North Carolina,Craven County,104078,102906,102760,102754,102912,-224,-1172,-146,-6,158
North Carolina,Cumberland County,332383,331278,333300,331239,332330,-601,-1105,2022,-2061,1091
North Carolina,Currituck County,24817,25112,25654,26323,27072,567,295,542,669,749
North Carolina,Dare County,34894,35432,35765,36115,36501,84,538,333,350,386
North Carolina,Davidson County,163425,163575,164394,165313,166614,100,150,819,919,1301
North Carolina,Davie County,41265,41655,41933,42369,42733,-176,390,278,436,364
North Carolina,Duplin County,59442,58892,59260,58862,58856,114,-550,368,-398,-6
North Carolina,Durham County,295199,300755,307705,311888,316739,6440,5556,6950,4183,4851
North Carolina,Edgecombe County,54875,53744,53277,52757,52005,-560,-1131,-467,-520,-752
North Carolina,Forsyth County,364537,367348,371157,375724,379099,3880,2811,3809,4567,3375
North Carolina,Franklin County,62689,63630,64596,66033,67560,624,941,966,1437,1527
North Carolina,Gaston County,210573,212971,216716,219819,222846,1345,2398,3745,3103,3027
North Carolina,Gates County,11631,11529,11567,11515,11573,-70,-102,38,-52,58
North Carolina,Graham County,8624,8598,8545,8534,8484,-98,-26,-53,-11,-50
North Carolina,Granville County,57999,58182,58699,59374,60115,240,183,517,675,741
North Carolina,Greene County,21018,20952,21080,20980,21012,2,-66,128,-100,32
North Carolina,Guilford County,512275,517414,525055,529496,533670,5874,5139,7641,4441,4174
North Carolina,Halifax County,52839,52178,51811,51282,50574,-349,-661,-367,-529,-708
North Carolina,Harnett County,126704,128027,130631,132229,134214,1672,1323,2604,1598,1985
North Carolina,Haywood County,59134,59636,60389,61036,61971,168,502,753,647,935
North Carolina,Henderson County,110270,111926,113723,115457,116748,1385,1656,1797,1734,1291
North Carolina,Hertford County,24582,24380,24216,23926,23659,5,-202,-164,-290,-267
North Carolina,Hoke County,51588,52728,52973,54141,54764,432,1140,245,1168,623
North Carolina,Hyde County,5598,5428,5440,5267,5230,-54,-170,12,-173,-37
North Carolina,Iredell County,166514,169497,172552,175628,178435,1932,2983,3055,3076,2807
North Carolina,Jackson County,40907,41281,42573,43192,43327,-77,374,1292,619,135
North Carolina,Johnston County,180758,185135,190868,196423,202675,3502,4377,5733,5555,6252
North Carolina,Jones County,9851,9785,9602,9602,9637,-154,-66,-183,0,35
North Carolina,Lee County,59430,59440,59737,60567,61452,-355,10,297,830,885
North Carolina,Lenoir County,58261,57994,57263,56641,55976,-476,-267,-731,-622,-665
North Carolina,Lincoln County,79418,80535,81118,82365,83770,337,1117,583,1247,1405
North Carolina,McDowell County,45018,44976,44882,45164,45507,-13,-42,-94,282,343
North Carolina,Macon County,33823,34078,34241,34624,35285,88,255,163,383,661
North Carolina,Madison County,21189,21138,21359,21577,21763,40,-51,221,218,186
North Carolina,Martin County,23437,23262,23122,22776,22671,-200,-175,-140,-346,-105
North Carolina,Mecklenburg County,1010412,1033282,1056665,1077311,1093901,19627,22870,23383,20646,16590
North Carolina,Mitchell County,15166,15063,14991,14979,15000,-109,-103,-72,-12,21
North Carolina,Montgomery County,27291,27456,27325,27347,27271,-163,165,-131,22,-76
North Carolina,Moore County,92825,94014,95392,97232,98682,1456,1189,1378,1840,1450
North Carolina,Nash County,94216,93805,93968,94012,94016,-212,-411,163,44,4
North Carolina,New Hanover County,215996,219440,224789,228657,232274,3058,3444,5349,3868,3617
North Carolina,Northampton County,20659,20538,20143,19913,19676,-201,-121,-395,-230,-237
North Carolina,Onslow County,191820,193037,192184,194838,197683,-531,1217,-853,2654,2845
North Carolina,Orange County,140333,141379,142991,143960,146027,929,1046,1612,969,2067
North Carolina,Pamlico County,12874,12743,12769,12654,12670,-9,-131,26,-115,16
North Carolina,Pasquotank County,39441,39407,39431,39476,39639,-110,-34,24,45,163
North Carolina,Pender County,55908,57455,58807,60768,62162,1122,1547,1352,1961,1394
North Carolina,Perquimans County,13538,13467,13408,13460,13422,-96,-71,-59,52,-38
North Carolina,Person County,39122,39206,39297,39395,39507,-125,84,91,98,112
North Carolina,Pitt County,174998,176098,177232,178617,179914,614,1100,1134,1385,1297
North Carolina,Polk County,20371,20401,20388,20518,20611,-21,30,-13,130,93
North Carolina,Randolph County,142510,142634,143146,143149,143351,183,124,512,3,202
North Carolina,Richmond County,45778,45435,45021,44825,44887,-355,-343,-414,-196,62
North Carolina,Robeson County,134945,134461,133384,132590,131831,-195,-484,-1077,-794,-759
North Carolina,Rockingham County,91800,91676,91345,90841,90690,-103,-124,-331,-504,-151
North Carolina,Rowan County,138142,138588,139495,140537,141262,400,446,907,1042,725
North Carolina,Rutherford County,66567,66388,66311,66568,66826,-281,-179,-77,257,258
North Carolina,Sampson County,63820,63605,63323,63433,63626,-97,-215,-282,110,193
North Carolina,Scotland County,35665,35330,35331,35172,34810,-250,-335,1,-159,-362
North Carolina,Stanly County,60619,60635,60792,61451,62075,-12,16,157,659,624
North Carolina,Stokes County,46326,46146,45887,45697,45467,-191,-180,-259,-190,-230
North Carolina,Surry County,72492,71971,71964,72118,71948,-152,-521,-7,154,-170
North Carolina,Swain County,14240,14328,14193,14266,14245,261,88,-135,73,-21
North Carolina,Transylvania County,32954,33167,33406,33825,34215,126,213,239,419,390
North Carolina,Tyrrell County,4120,4137,4025,4183,4131,16,17,-112,158,-52
North Carolina,Union County,217738,222017,226383,231424,235908,5509,4279,4366,5041,4484
North Carolina,Vance County,44537,44480,44500,44312,44582,32,-57,20,-188,270
North Carolina,Wake County,997789,1022431,1048381,1071886,1092305,23782,24642,25950,23505,20419
North Carolina,Warren County,20385,20213,19892,19869,19807,-215,-172,-321,-23,-62
North Carolina,Washington County,12496,12282,12122,12019,11859,-193,-214,-160,-103,-160
North Carolina,Watauga County,52397,53062,54095,55088,55945,100,665,1033,993,857
North Carolina,Wayne County,124631,124428,124448,123257,123248,9,-203,20,-1191,-9
North Carolina,Wilkes County,68432,68291,68554,68464,68557,-190,-141,263,-90,93
North Carolina,Wilson County,81006,81281,81370,81567,81455,-180,275,89,197,-112
North Carolina,Yadkin County,37850,37628,37663,37643,37543,-217,-222,35,-20,-100
North Carolina,Yancey County,17546,17556,17618,17712,17903,-4,10,62,94,191
North Dakota,North Dakota,737382,754022,754353,755176,760077,15383,16640,331,823,4901
North Dakota,Adams County,2388,2398,2344,2330,2294,-4,10,-54,-14,-36
North Dakota,Barnes County,11060,11005,10896,10676,10542,-51,-55,-109,-220,-134
North Dakota,Benson County,6883,6817,6835,6935,6962,-13,-66,18,100,27
North Dakota,Billings County,920,947,946,920,919,8,27,-1,-26,-1
North Dakota,Bottineau County,6685,6734,6577,6536,6411,-55,49,-157,-41,-125
North Dakota,Bowman County,3239,3280,3223,3156,3076,24,41,-57,-67,-80
North Dakota,Burke County,2261,2344,2226,2134,2100,-44,83,-118,-92,-34
North Dakota,Burleigh County,90509,93180,94566,95158,95273,2091,2671,1386,592,115
North Dakota,Cass County,166553,170734,174271,177937,181516,3718,4181,3537,3666,3579
North Dakota,Cavalier County,3846,3826,3824,3795,3829,-9,-20,-2,-29,34
North Dakota,Dickey County,5098,5042,4968,4841,4903,-95,-56,-74,-127,62
North Dakota,Divide County,2428,2456,2386,2291,2283,101,28,-70,-95,-8
North Dakota,Dunn County,4376,4579,4372,4277,4332,237,203,-207,-95,55
North Dakota,Eddy County,2329,2305,2289,2328,2313,-39,-24,-16,39,-15
North Dakota,Emmons County,3413,3399,3340,3312,3295,-64,-14,-59,-28,-17
North Dakota,Foster County,3337,3327,3312,3258,3216,-18,-10,-15,-54,-42
North Dakota,Golden Valley County,1852,1879,1857,1785,1769,27,27,-22,-72,-16
North Dakota,Grand Forks County,69770,70371,70515,70572,70770,667,601,144,57,198
North Dakota,Grant County,2374,2397,2381,2376,2374,-19,23,-16,-5,-2
North Dakota,Griggs County,2290,2287,2257,2262,2232,6,-3,-30,5,-30
North Dakota,Hettinger County,2626,2656,2596,2485,2514,-17,30,-60,-111,29
North Dakota,Kidder County,2448,2448,2476,2480,2450,3,0,28,4,-30
North Dakota,LaMoure County,4096,4136,4109,4096,4062,-5,40,-27,-13,-34
North Dakota,Logan County,1941,1929,1932,1929,1903,8,-12,3,-3,-26
North Dakota,McHenry County,5977,5975,5968,5898,5816,69,-2,-7,-70,-82
North Dakota,McIntosh County,2743,2722,2604,2615,2585,7,-21,-118,11,-30
North Dakota,McKenzie County,10975,12781,12566,12727,13632,1701,1806,-215,161,905
North Dakota,McLean County,9550,9660,9641,9650,9541,88,110,-19,9,-109
North Dakota,Mercer County,8712,8786,8619,8466,8267,124,74,-167,-153,-199
North Dakota,Morton County,29775,30239,30707,30906,31095,847,464,468,199,189
North Dakota,Mountrail County,9747,10299,10220,10273,10218,411,552,-79,53,-55
North Dakota,Nelson County,3021,2918,2881,2909,2869,-38,-103,-37,28,-40
North Dakota,Oliver County,1869,1866,1896,1937,1952,-21,-3,30,41,15
North Dakota,Pembina County,7070,7035,7050,6978,6947,-30,-35,15,-72,-31
North Dakota,Pierce County,4365,4274,4217,4113,4081,-55,-91,-57,-104,-32
North Dakota,Ramsey County,11614,11647,11516,11525,11481,36,33,-131,9,-44
North Dakota,Ransom County,5441,5452,5376,5300,5237,-54,11,-76,-76,-63
North Dakota,Renville County,2573,2552,2518,2459,2374,-40,-21,-34,-59,-85
North Dakota,Richland County,16348,16287,16290,16277,16239,55,-61,3,-13,-38
North Dakota,Rolette County,14728,14694,14708,14584,14301,52,-34,14,-124,-283
North Dakota,Sargent County,3919,3868,3888,3871,3870,42,-51,20,-17,-1
North Dakota,Sheridan County,1334,1310,1342,1356,1349,7,-24,32,14,-7
North Dakota,Sioux County,4460,4376,4452,4417,4358,25,-84,76,-35,-59
North Dakota,Slope County,779,781,779,768,763,9,2,-2,-11,-5
North Dakota,Stark County,30318,31869,30881,30317,30997,1999,1551,-988,-564,680
North Dakota,Steele County,1912,1915,1912,1909,1903,-6,3,-3,-3,-6
North Dakota,Stutsman County,21118,21050,21077,21160,20917,38,-68,27,83,-243
North Dakota,Towner County,2274,2250,2255,2258,2192,11,-24,5,3,-66
North Dakota,Traill County,8040,7993,8006,8018,8037,-146,-47,13,12,19
North Dakota,Walsh County,10902,10845,10803,10795,10667,-172,-57,-42,-8,-128
North Dakota,Ward County,68865,70712,69456,68394,67744,1475,1847,-1256,-1062,-650
North Dakota,Wells County,4125,4102,4061,4032,3957,-25,-23,-41,-29,-75
North Dakota,Williams County,32106,35288,34166,33395,35350,2517,3182,-1122,-771,1955
Ohio,Ohio,11602973,11617850,11635003,11664129,11689442,26397,14877,17153,29126,25313
Ohio,Adams County,28085,27946,27828,27805,27724,-22,-139,-118,-23,-81
Ohio,Allen County,104846,104069,103561,103069,102663,-201,-777,-508,-492,-406
Ohio,Ashland County,53158,53289,53506,53685,53745,6,131,217,179,60
Ohio,Ashtabula County,99017,98372,98108,97692,97493,-715,-645,-264,-416,-199
Ohio,Athens County,64778,65948,66470,66664,65818,194,1170,522,194,-846
Ohio,Auglaize County,45766,45761,45800,45791,45804,-62,-5,39,-9,13
Ohio,Belmont County,69359,68957,68584,67956,67505,-200,-402,-373,-628,-451
Ohio,Brown County,43933,43695,43637,43530,43602,-179,-238,-58,-107,72
Ohio,Butler County,373776,376029,378443,380843,382378,2378,2253,2414,2400,1535
Ohio,Carroll County,28131,27718,27620,27341,27081,-128,-413,-98,-279,-260
Ohio,Champaign County,39074,38951,38719,38824,38754,-386,-123,-232,105,-70
Ohio,Clark County,136316,135740,134701,134649,134585,-320,-576,-1039,-52,-64
Ohio,Clermont County,201450,201942,203053,204171,205466,1010,492,1111,1118,1295
Ohio,Clinton County,41787,41817,41853,41966,42057,-60,30,36,113,91
Ohio,Columbiana County,105619,104734,103850,103149,102665,-334,-885,-884,-701,-484
Ohio,Coshocton County,36529,36578,36616,36516,36629,-193,49,38,-100,113
Ohio,Crawford County,42406,42320,42090,41741,41550,-306,-86,-230,-349,-191
Ohio,Cuyahoga County,1263283,1258923,1254482,1248371,1243857,-2195,-4360,-4441,-6111,-4514
Ohio,Darke County,52182,51973,51614,51577,51323,-124,-209,-359,-37,-254
Ohio,Defiance County,38524,38328,38156,38224,38165,-41,-196,-172,68,-59
Ohio,Delaware County,189451,193298,196923,200542,204826,4068,3847,3625,3619,4284
Ohio,Erie County,75814,75369,75023,74857,74615,-242,-445,-346,-166,-242
Ohio,Fairfield County,150355,151202,152656,154557,155782,1572,847,1454,1901,1225
Ohio,Fayette County,28647,28598,28658,28655,28666,-36,-49,60,-3,11
Ohio,Franklin County,1238527,1257552,1274580,1295706,1310300,19542,19025,17028,21126,14594
Ohio,Fulton County,42403,42291,42292,42265,42276,205,-112,1,-27,11
Ohio,Gallia County,30462,30234,30159,30143,29979,-220,-228,-75,-16,-164
Ohio,Geauga County,93995,93929,93902,93946,94031,137,-66,-27,44,85
Ohio,Greene County,164686,164279,165315,166779,167995,773,-407,1036,1464,1216
Ohio,Guernsey County,39689,39386,39201,39071,39022,-14,-303,-185,-130,-49
Ohio,Hamilton County,807654,809606,811572,814671,816684,2469,1952,1966,3099,2013
Ohio,Hancock County,75275,75635,75742,75869,75930,-301,360,107,127,61
Ohio,Hardin County,31778,31627,31421,31406,31480,37,-151,-206,-15,74
Ohio,Harrison County,15516,15391,15244,15210,15174,-85,-125,-147,-34,-36
Ohio,Henry County,27591,27470,27268,27163,27086,-228,-121,-202,-105,-77
Ohio,Highland County,43086,42952,43005,42933,43058,-104,-134,53,-72,125
Ohio,Hocking County,28745,28498,28388,28457,28385,92,-247,-110,69,-72
Ohio,Holmes County,43787,43881,43850,43887,43892,185,94,-31,37,5
Ohio,Huron County,58610,58320,58391,58462,58504,-212,-290,71,71,42
Ohio,Jackson County,32770,32560,32521,32385,32384,-39,-210,-39,-136,-1
Ohio,Jefferson County,67868,67489,66941,66366,65767,-293,-379,-548,-575,-599
Ohio,Knox County,60996,60987,60897,61303,61893,140,-9,-90,406,590
Ohio,Lake County,229873,229878,229623,230370,230514,-207,5,-255,747,144
Ohio,Lawrence County,61538,60916,60681,60111,59866,-312,-622,-235,-570,-245
Ohio,Licking County,169423,170612,171993,173670,175769,959,1189,1381,1677,2099
Ohio,Logan County,45475,45266,45156,45282,45358,80,-209,-110,126,76
Ohio,Lorain County,304461,305402,306619,307622,309461,1374,941,1217,1003,1839
Ohio,Lucas County,434597,433585,432783,431033,429899,-1550,-1012,-802,-1750,-1134
Ohio,Madison County,43982,44128,43369,44047,44413,723,146,-759,678,366
Ohio,Mahoning County,233389,231904,230375,230010,229642,-998,-1485,-1529,-365,-368
Ohio,Marion County,65789,65382,65353,64941,65256,-170,-407,-29,-412,315
Ohio,Medina County,175847,176152,176901,178240,179146,1223,305,749,1339,906
Ohio,Meigs County,23278,23178,23157,23081,23106,-166,-100,-21,-76,25
Ohio,Mercer County,40730,40720,40713,40910,40959,116,-10,-7,197,49
Ohio,Miami County,103843,104082,104587,105265,106222,644,239,505,678,957
Ohio,Monroe County,14358,14260,14091,13950,13790,-147,-98,-169,-141,-160
Ohio,Montgomery County,532469,531837,531863,531669,532331,-1760,-632,26,-194,662
Ohio,Morgan County,14740,14741,14742,14683,14604,-163,1,1,-59,-79
Ohio,Morrow County,34941,34951,34931,34943,35112,90,10,-20,12,169
Ohio,Muskingum County,85900,86174,85973,86148,86183,260,274,-201,175,35
Ohio,Noble County,14532,14470,14447,14411,14354,-146,-62,-23,-36,-57
Ohio,Ottawa County,40904,40754,40486,40632,40769,-133,-150,-268,146,137
Ohio,Paulding County,18974,18954,18836,18838,18760,-169,-20,-118,2,-78
Ohio,Perry County,35927,35972,36001,35994,36033,-75,45,29,-7,39
Ohio,Pickaway County,56702,56993,57556,57762,58086,352,291,563,206,324
Ohio,Pike County,28309,28244,28222,28227,28067,-94,-65,-22,5,-160
Ohio,Portage County,162459,162615,162595,162625,162927,768,156,-20,30,302
Ohio,Preble County,41496,41289,41137,41114,40997,-177,-207,-152,-23,-117
Ohio,Putnam County,34196,34019,33994,33854,33780,75,-177,-25,-140,-74
Ohio,Richland County,121994,121702,121280,120543,121099,-316,-292,-422,-737,556
Ohio,Ross County,77093,77050,76862,77320,76931,-183,-43,-188,458,-389
Ohio,Sandusky County,59827,59462,59297,59112,58799,-222,-365,-165,-185,-313
Ohio,Scioto County,77321,76849,76315,75898,75502,-822,-472,-534,-417,-396
Ohio,Seneca County,55802,55637,55447,55281,55207,-43,-165,-190,-166,-74
Ohio,Shelby County,48954,48980,48719,48703,48627,-209,26,-261,-16,-76
Ohio,Stark County,375565,374710,373449,372077,371574,457,-855,-1261,-1372,-503
Ohio,Summit County,542462,541833,541095,541742,541918,528,-629,-738,647,176
Ohio,Trumbull County,204982,203336,201709,200314,198627,-1346,-1646,-1627,-1395,-1687
Ohio,Tuscarawas County,92668,92773,92600,92411,92176,58,105,-173,-189,-235
Ohio,Union County,53723,54353,55560,56797,57835,332,630,1207,1237,1038
Ohio,Van Wert County,28332,28325,28177,28291,28281,-16,-7,-148,114,-10
Ohio,Vinton County,13211,13083,13021,13101,13139,-92,-128,-62,80,38
Ohio,Warren County,221306,223900,226582,228859,232173,2062,2594,2682,2277,3314
Ohio,Washington County,61152,61007,60577,60462,60155,-203,-145,-430,-115,-307
Ohio,Wayne County,115918,116240,116670,116247,115967,521,322,430,-423,-280
Ohio,Williams County,37190,37004,36936,36746,36804,-233,-186,-68,-190,58
Ohio,Wood County,129336,129306,129808,130532,130696,334,-30,502,724,164
Ohio,Wyandot County,22281,22178,22075,22064,21935,-175,-103,-103,-11,-129
Oklahoma,Oklahoma,3878367,3909831,3926769,3932640,3943079,25162,31464,16938,5871,10439
Oklahoma,Adair County,22237,22107,22156,21981,22082,-71,-130,49,-175,101
Oklahoma,Alfalfa County,5812,5903,5914,5900,5754,-36,91,11,-14,-146
Oklahoma,Atoka County,13922,13883,13891,13838,13838,22,-39,8,-53,0
Oklahoma,Beaver County,5524,5445,5426,5361,5319,-34,-79,-19,-65,-42
Oklahoma,Beckham County,23599,23561,22433,21804,21709,130,-38,-1128,-629,-95
Oklahoma,Blaine County,9835,9749,9589,9510,9485,54,-86,-160,-79,-25
Oklahoma,Bryan County,44495,45041,45607,46460,47192,377,546,566,853,732
Oklahoma,Caddo County,29457,29429,29577,29270,28977,-141,-28,148,-307,-293
Oklahoma,Canadian County,129383,133229,136436,140053,144447,3391,3846,3207,3617,4394
Oklahoma,Carter County,48581,48556,48421,48295,48177,120,-25,-135,-126,-118
Oklahoma,Cherokee County,48237,48373,48787,48925,48675,379,136,414,138,-250
Oklahoma,Choctaw County,15096,14976,14873,14815,14668,63,-120,-103,-58,-147
Oklahoma,Cimarron County,2273,2204,2166,2149,2153,-36,-69,-38,-17,4
Oklahoma,Cleveland County,269867,274081,278122,279928,281669,-124,4214,4041,1806,1741
Oklahoma,Coal County,5710,5593,5637,5631,5520,-34,-117,44,-6,-111
Oklahoma,Comanche County,124823,124047,121768,121746,120422,-181,-776,-2279,-22,-1324
Oklahoma,Cotton County,6117,5991,5919,5843,5776,-33,-126,-72,-76,-67
Oklahoma,Craig County,14629,14709,14468,14355,14306,-63,80,-241,-113,-49
Oklahoma,Creek County,70531,70759,71132,71774,71604,-16,228,373,642,-170
Oklahoma,Custer County,29426,29482,29157,28942,29036,203,56,-325,-215,94
Oklahoma,Delaware County,41690,41647,41910,42582,42733,73,-43,263,672,151
Oklahoma,Dewey County,4954,4970,4885,4887,4894,110,16,-85,2,7
Oklahoma,Ellis County,4119,4225,4087,3975,3952,-15,106,-138,-112,-23
Oklahoma,Garfield County,62814,63285,62446,61492,60913,427,471,-839,-954,-579
Oklahoma,Garvin County,27604,27901,27929,27870,27811,189,297,28,-59,-59
Oklahoma,Grady County,53898,54598,54730,54887,55551,247,700,132,157,664
