Per Capita Personal Income by County (Dollars),,,,,,
Series ID,Region Name,Region Code,2014,2015,2016,2017
PCPI18089,"Lake County, IN",18089,38269,40019,41344,43099
PCPI17097,"Lake County, IL",17097,68314,72268,73102,76227
PCPI41037,"Lake County, OR",41037,35450,37157,37658,38091
PCPI39085,"Lake County, OH",39085,44942,46106,46930,48695
PCPI08065,"Lake County, CO",08065,31774,33325,33569,34668
PCPI46079,"Lake County, SD",46079,52736,53801,53184,51667
PCPI02164,"Lake and Peninsula Borough, AK",02164,53469,56013,54702,59760
PCPI27077,"Lake of the Woods County, MN",27077,46200,51048,49306,50391
PCPI28073,"Lamar County, MS",28073,36028,37697,38295,39076
PCPI13171,"Lamar County, GA",13171,29358,30650,31373,32483
PCPI48277,"Lamar County, TX",48277,35537,37525,38985,40610
PCPI01075,"Lamar County, AL",01075,30147,31356,31809,32803
PCPI48279,"Lamb County, TX",48279,36869,40059,34392,38465
PCPI50015,"Lamoille County, VT",50015,47113,48867,50464,51558
PCPI48281,"Lampasas County, TX",48281,46077,46687,47408,48098
PCPI31109,"Lancaster County, NE",31109,43284,45001,45780,46874
PCPI42071,"Lancaster County, PA",42071,44075,46346,47325,49207
PCPI45057,"Lancaster County, SC",45057,37276,41229,43550,47505
PCPI51103,"Lancaster County, VA",51103,49197,51730,53017,55403
PCPI32015,"Lander County, NV",32015,53690,55887,55743,58807
PCPI20101,"Lane County, KS",20101,82424,86320,82709,92559
PCPI41039,"Lane County, OR",41039,38672,41136,42233,43430
PCPI55067,"Langlade County, WI",55067,38750,40606,40308,41836
PCPI13173,"Lanier County, GA",13173,23831,24788,25258,26116
PCPI26087,"Lapeer County, MI",26087,36793,38735,39634,40960
PCPI56021,"Laramie County, WY",56021,49340,49764,48718,50563
PCPI08069,"Larimer County, CO",08069,45189,47005,48289,50539
PCPI21123,"Larue County, KY",21123,31809,33408,34069,35275
PCPI08071,"Las Animas County, CO",08071,37040,36920,37959,38119
PCPI06035,"Lassen County, CA",06035,32361,34953,36310,36686
PCPI16057,"Latah County, ID",16057,35471,37598,38703,39575
PCPI40077,"Latimer County, OK",40077,32951,33393,32592,32633
PCPI47097,"Lauderdale County, TN",47097,24567,25604,27419,28141
PCPI01077,"Lauderdale County, AL",01077,34068,34939,35412,36448
PCPI28075,"Lauderdale County, MS",28075,34860,35304,36998,37796
PCPI21125,"Laurel County, KY",21125,29918,31283,31992,33096
PCPI45059,"Laurens County, SC",45059,30637,31806,32326,33390
PCPI13175,"Laurens County, GA",13175,31709,33353,34734,35729
PCPI48285,"Lavaca County, TX",48285,52091,49552,47082,47880
PCPI01079,"Lawrence County, AL",01079,31921,31504,31102,33003
PCPI18093,"Lawrence County, IN",18093,34787,36190,37417,38879
PCPI47099,"Lawrence County, TN",47099,30876,32020,32651,33845
PCPI21127,"Lawrence County, KY",21127,29516,30503,29680,30585
PCPI29109,"Lawrence County, MO",29109,31113,31834,31247,32399
PCPI42073,"Lawrence County, PA",42073,38542,39537,39930,41264
PCPI46081,"Lawrence County, SD",46081,43928,45577,45656,46936
PCPI39087,"Lawrence County, OH",39087,33508,34906,35314,36466
PCPI28077,"Lawrence County, MS",28077,32277,32223,31061,32468
PCPI17101,"Lawrence County, IL",17101,33096,29245,28232,28574
PCPI05075,"Lawrence County, AR",05075,31184,30366,31525,33534
PCPI40079,"Le Flore County, OK",40079,31275,31247,30885,32635
PCPI27079,"Le Sueur County, MN",27079,42613,43957,45690,47050
PCPI35025,"Lea County, NM",35025,40957,41434,34494,37419
PCPI28079,"Leake County, MS",28079,29713,28274,27723,29289
PCPI20103,"Leavenworth County, KS",20103,38135,39818,40064,41101
PCPI42075,"Lebanon County, PA",42075,41137,42949,44007,45645
PCPI17103,"Lee County, IL",17103,37875,38316,39138,40333
PCPI37105,"Lee County, NC",37105,34683,36796,37407,38638
PCPI01081,"Lee County, AL",01081,33218,34198,35758,36941
PCPI19111,"Lee County, IA",19111,37334,38886,39362,39040
PCPI45061,"Lee County, SC",45061,26695,27796,30192,31616
PCPI51105,"Lee County, VA",51105,26642,27614,28233,29295
PCPI48287,"Lee County, TX",48287,43623,43153,43140,44991
PCPI28081,"Lee County, MS",28081,36541,37539,38838,39882
PCPI21129,"Lee County, KY",21129,29411,30575,30663,31422
PCPI13177,"Lee County, GA",13177,41949,42681,43707,45096
PCPI05077,"Lee County, AR",05077,26135,25876,26822,27174
PCPI12071,"Lee County, FL",12071,44608,46585,48215,49764
PCPI26089,"Leelanau County, MI",26089,61436,59708,60940,60914
PCPI28083,"Leflore County, MS",28083,31412,31928,34130,35241
PCPI42077,"Lehigh County, PA",42077,46352,48615,49432,51298
PCPI16059,"Lemhi County, ID",16059,36831,38340,38785,40056
PCPI26091,"Lenawee County, MI",26091,34254,36225,36914,38094
PCPI37107,"Lenoir County, NC",37107,35482,36306,37142,39636
PCPI12073,"Leon County, FL",12073,39134,40128,41413,42862
PCPI48289,"Leon County, TX",48289,40540,41015,37287,37988
PCPI21131,"Leslie County, KY",21131,29271,30503,30122,31386
PCPI21133,"Letcher County, KY",21133,28598,29375,28462,29549
PCPI12075,"Levy County, FL",12075,31334,32547,33270,34614
PCPI16061,"Lewis County, ID",16061,44295,47607,44951,44577
PCPI54041,"Lewis County, WV",54041,36658,36797,35722,36045
PCPI36049,"Lewis County, NY",36049,41165,40691,40780,42814
PCPI47101,"Lewis County, TN",47101,29602,30999,32289,33294
PCPI21135,"Lewis County, KY",21135,27372,27149,28628,29716
PCPI29111,"Lewis County, MO",29111,33562,30244,31907,32809
PCPI53041,"Lewis County, WA",53041,37103,38768,39362,41041
PCPI30049,"Lewis and Clark County, MT",30049,43796,44904,46075,47328
PCPI45063,"Lexington County, SC",45063,40371,42757,43621,44497
PCPI30051,"Liberty County, MT",30051,38921,38872,35650,35320
PCPI13179,"Liberty County, GA",13179,31159,33171,33477,34465
PCPI48291,"Liberty County, TX",48291,34301,35296,35566,35840
PCPI12077,"Liberty County, FL",12077,21709,22069,22317,23311
PCPI39089,"Licking County, OH",39089,40380,42018,42823,44212
PCPI48293,"Limestone County, TX",48293,32835,33248,33144,33945
PCPI01083,"Limestone County, AL",01083,36823,38046,39080,40381
PCPI20105,"Lincoln County, KS",20105,36074,35041,37362,40481
PCPI05079,"Lincoln County, AR",05079,24527,24943,25400,25489
PCPI22061,"Lincoln Parish, LA",22061,34869,36512,36745,38032
PCPI47103,"Lincoln County, TN",47103,36590,38145,39035,40431
PCPI27081,"Lincoln County, MN",27081,45679,46494,44510,42324
PCPI41041,"Lincoln County, OR",41041,37989,39641,40596,41448
PCPI40081,"Lincoln County, OK",40081,33949,33766,33607,34279
PCPI13181,"Lincoln County, GA",13181,31887,33845,34428,35808
PCPI08073,"Lincoln County, CO",08073,27161,26868,25177,28330
PCPI23015,"Lincoln County, ME",23015,44182,46295,47145,48619
PCPI31111,"Lincoln County, NE",31111,46115,48287,46603,46578
PCPI35027,"Lincoln County, NM",35027,38920,41160,40289,41111
PCPI46083,"Lincoln County, SD",46083,59335,63376,64914,64275
PCPI54043,"Lincoln County, WV",54043,27528,27663,27861,28665
PCPI53043,"Lincoln County, WA",53043,42428,46563,43712,43145
PCPI37109,"Lincoln County, NC",37109,39126,40745,42154,43453
PCPI32017,"Lincoln County, NV",32017,31297,33996,34151,35711
PCPI55069,"Lincoln County, WI",55069,39121,41044,42450,43935
PCPI29113,"Lincoln County, MO",29113,34462,36087,37575,38584
PCPI56023,"Lincoln County, WY",56023,36597,37492,39501,41139
PCPI21137,"Lincoln County, KY",21137,28404,29552,29698,30353
PCPI28085,"Lincoln County, MS",28085,35541,35886,36110,37087
PCPI30053,"Lincoln County, MT",30053,30941,32516,32903,34299
PCPI16063,"Lincoln County, ID",16063,36385,35331,32857,34342
PCPI41043,"Linn County, OR",41043,35814,37955,39061,40380
PCPI29115,"Linn County, MO",29115,35808,35888,36357,37090
PCPI19113,"Linn County, IA",19113,47369,48829,49480,50479
PCPI20107,"Linn County, KS",20107,32107,33146,33637,34694
PCPI48295,"Lipscomb County, TX",48295,53843,50585,48921,54838
PCPI09005,"Litchfield County, CT",09005,56941,58693,59728,62461
PCPI05081,"Little River County, AR",05081,31785,32866,33119,34547
PCPI48297,"Live Oak County, TX",48297,41421,37235,32383,32196
PCPI36051,"Livingston County, NY",36051,36799,37624,39058,43071
PCPI21139,"Livingston County, KY",21139,33578,34746,36070,36412
PCPI26093,"Livingston County, MI",26093,47833,50871,53720,55799
PCPI29117,"Livingston County, MO",29117,36461,35873,36856,38010
PCPI17105,"Livingston County, IL",17105,41610,40749,43047,41727
PCPI22063,"Livingston Parish, LA",22063,37320,38554,37509,38493
PCPI48299,"Llano County, TX",48299,44090,45169,46282,46826
PCPI05083,"Logan County, AR",05083,32829,32529,31992,33395
PCPI20109,"Logan County, KS",20109,46607,45071,45187,45961
PCPI39091,"Logan County, OH",39091,37605,38366,39343,40406
PCPI54045,"Logan County, WV",54045,32413,32777,32183,33627
PCPI17107,"Logan County, IL",17107,35298,33661,35799,35702
PCPI31113,"Logan County, NE",31113,51802,61388,51907,46952
PCPI08075,"Logan County, CO",08075,49188,50746,49337,48521
PCPI40083,"Logan County, OK",40083,39485,38937,38099,39147
PCPI38047,"Logan County, ND",38047,52396,48551,54337,52234
PCPI21141,"Logan County, KY",21141,31727,33288,33302,34478
PCPI13183,"Long County, GA",13183,27028,26739,25745,25838
PCPI05085,"Lonoke County, AR",05085,35554,36198,36880,37686
PCPI39093,"Lorain County, OH",39093,40488,41812,42949,44433
PCPI35028,"Los Alamos County, NM",35028,63869,65397,67271,68053
PCPI06037,"Los Angeles County, CA",06037,52130,55366,56851,58419
PCPI47105,"Loudon County, TN",47105,42023,43736,45159,46183
PCPI51107,"Loudoun County, VA",51107,68020,70479,72813,74834
PCPI51109,"Louisa County, VA",51109,36737,38893,39076,40581
PCPI19115,"Louisa County, IA",19115,36594,37206,37359,38010
PCPI31115,"Loup County, NE",31115,63856,75046,67045,53044
PCPI40085,"Love County, OK",40085,34743,35466,36058,36756
PCPI48301,"Loving County, TX",48301,36517,31134,48070,45858
PCPI01085,"Lowndes County, AL",01085,36923,38855,37203,39483
PCPI13185,"Lowndes County, GA",13185,32727,34007,34812,35950
PCPI28087,"Lowndes County, MS",28087,35152,35451,36039,37061
PCPI48303,"Lubbock County, TX",48303,38861,39704,40326,41433
PCPI39095,"Lucas County, OH",39095,40868,42755,43658,44921
PCPI19117,"Lucas County, IA",19117,37776,39069,39738,40185
PCPI26095,"Luce County, MI",26095,26827,28449,29240,29812
PCPI13187,"Lumpkin County, GA",13187,31790,33762,34673,35110
PCPI35029,"Luna County, NM",35029,28518,28800,29464,29131
PCPI51111,"Lunenburg County, VA",51111,29749,30801,31561,32149
PCPI42079,"Luzerne County, PA",42079,39242,40826,41917,43189
PCPI42081,"Lycoming County, PA",42081,39692,40394,39996,41346
PCPI46085,"Lyman County, SD",46085,43190,46709,39479,38324
PCPI48305,"Lynn County, TX",48305,27812,35439,31129,34704
PCPI32019,"Lyon County, NV",32019,32215,33759,35147,36806
PCPI27083,"Lyon County, MN",27083,45236,47111,45624,45797
PCPI20111,"Lyon County, KS",20111,33276,34309,35452,36364
PCPI21143,"Lyon County, KY",21143,30218,31965,33282,34043
PCPI19119,"Lyon County, IA",19119,57378,58560,54626,55732
PCPI26097,"Mackinac County, MI",26097,36839,39522,41321,42367
PCPI26099,"Macomb County, MI",26099,40083,42563,43364,44850
PCPI01087,"Macon County, AL",01087,28968,29723,30638,31938
PCPI37113,"Macon County, NC",37113,34677,36333,37286,38516
PCPI13193,"Macon County, GA",13193,28023,28657,28520,30119
PCPI17115,"Macon County, IL",17115,44866,44645,45230,45701
PCPI47111,"Macon County, TN",47111,29912,31183,31625,33041
PCPI29121,"Macon County, MO",29121,35248,38458,40185,40631
PCPI17117,"Macoupin County, IL",17117,36464,36826,37858,38639
PCPI06039,"Madera County, CA",06039,35661,36275,37121,38799
PCPI12079,"Madison County, FL",12079,28467,29827,29409,30470
PCPI01089,"Madison County, AL",01089,45239,46895,48076,49650
PCPI16065,"Madison County, ID",16065,22266,24304,24067,25132
PCPI30057,"Madison County, MT",30057,41193,44737,46648,48035
PCPI29123,"Madison County, MO",29123,33702,34318,34371,35432
PCPI17119,"Madison County, IL",17119,40989,42549,43096,44768
PCPI28089,"Madison County, MS",28089,58613,59118,60555,61895
PCPI21151,"Madison County, KY",21151,32807,33474,33942,34342
PCPI19121,"Madison County, IA",19121,43056,44606,46146,46911
PCPI05087,"Madison County, AR",05087,32333,33201,33281,35934
PCPI51113,"Madison County, VA",51113,46082,47546,48152,47022
PCPI22065,"Madison Parish, LA",22065,27866,29027,31328,31834
PCPI48313,"Madison County, TX",48313,31227,30608,29273,29957
PCPI31119,"Madison County, NE",31119,44577,45941,46680,48087
PCPI47113,"Madison County, TN",47113,37147,38905,40088,41430
PCPI18095,"Madison County, IN",18095,33622,34859,35821,36691
PCPI36053,"Madison County, NY",36053,38266,39485,40550,42380
PCPI13195,"Madison County, GA",13195,31645,33337,33639,35225
PCPI39097,"Madison County, OH",39097,36456,37047,39015,39993
PCPI37115,"Madison County, NC",37115,29215,30702,31485,32453
PCPI21153,"Magoffin County, KY",21153,27726,28768,28169,29243
PCPI19123,"Mahaska County, IA",19123,38274,38691,38963,39931
PCPI27087,"Mahnomen County, MN",27087,33817,35592,37457,34207
PCPI39099,"Mahoning County, OH",39099,39512,40513,40813,41706
PCPI40093,"Major County, OK",40093,47456,41237,38618,40013
PCPI41045,"Malheur County, OR",41045,28126,30122,29342,30231
PCPI12081,"Manatee County, FL",12081,41597,44221,44820,45880
PCPI26101,"Manistee County, MI",26101,32884,34986,35698,36416
PCPI55071,"Manitowoc County, WI",55071,42903,44489,44546,45767
PCPI55073,"Marathon County, WI",55073,43645,44866,46201,47617
PCPI01091,"Marengo County, AL",01091,35239,36100,36766,38086
PCPI04013,"Maricopa County, AZ",04013,41320,42962,43845,45573
PCPI29125,"Maries County, MO",29125,30269,31003,30991,31955
PCPI06041,"Marin County, CA",06041,106548,114455,117552,124552
PCPI55075,"Marinette County, WI",55075,38888,40490,40892,42296
PCPI54049,"Marion County, WV",54049,38155,38492,38092,39732
PCPI45067,"Marion County, SC",45067,27262,28397,28969,30157
PCPI39101,"Marion County, OH",39101,32326,33532,34756,36328
PCPI47115,"Marion County, TN",47115,33721,34877,36323,37473
PCPI41047,"Marion County, OR",41047,36165,38333,39633,41093
PCPI48315,"Marion County, TX",48315,35779,35437,35485,36419
PCPI29127,"Marion County, MO",29127,36333,36851,37762,38916
PCPI12083,"Marion County, FL",12083,32673,33720,34934,35864
PCPI17121,"Marion County, IL",17121,38202,38763,38535,39935
PCPI20115,"Marion County, KS",20115,36216,39129,40311,43207
PCPI05089,"Marion County, AR",05089,27270,29749,28573,29581
PCPI13197,"Marion County, GA",13197,24755,26485,26851,28219
PCPI01093,"Marion County, AL",01093,29364,30223,30577,32315
PCPI21155,"Marion County, KY",21155,31599,32697,33346,34418
PCPI18097,"Marion County, IN",18097,46143,47978,49439,50957
PCPI28091,"Marion County, MS",28091,29307,30279,29970,32535
PCPI19125,"Marion County, IA",19125,40794,42662,43863,45340
PCPI06043,"Mariposa County, CA",06043,42157,45084,48701,50772
PCPI45069,"Marlboro County, SC",45069,26359,27272,28669,29861
PCPI55077,"Marquette County, WI",55077,36195,37438,38191,39340
PCPI26103,"Marquette County, MI",26103,35145,36493,37549,38096
PCPI21157,"Marshall County, KY",21157,37180,38690,38444,39039
PCPI40095,"Marshall County, OK",40095,31126,30731,31263,32465
PCPI47117,"Marshall County, TN",47117,32521,33992,35616,36759
PCPI20117,"Marshall County, KS",20117,42722,43608,44225,43790
PCPI18099,"Marshall County, IN",18099,36180,36777,38169,40335
PCPI27089,"Marshall County, MN",27089,44820,45590,47375,47475
PCPI54051,"Marshall County, WV",54051,35376,35718,35099,37916
PCPI01095,"Marshall County, AL",01095,32437,33620,33776,35005
PCPI17123,"Marshall County, IL",17123,42112,41989,44308,43248
PCPI46091,"Marshall County, SD",46091,46453,45209,43903,42479
PCPI28093,"Marshall County, MS",28093,28782,29958,30557,31238
PCPI19127,"Marshall County, IA",19127,38474,39813,41356,40906
PCPI12085,"Martin County, FL",12085,69607,73189,76211,79104
PCPI27091,"Martin County, MN",27091,48673,49204,47353,49015
PCPI48317,"Martin County, TX",48317,50989,48777,44565,46781
PCPI21159,"Martin County, KY",21159,25545,25189,25818,28740
PCPI18101,"Martin County, IN",18101,34357,35968,35920,37462
PCPI37117,"Martin County, NC",37117,31288,31623,32844,34415
PCPI26105,"Mason County, MI",26105,35656,37276,37796,38460
PCPI48319,"Mason County, TX",48319,43739,42052,39831,42113
PCPI21161,"Mason County, KY",21161,35370,37228,37496,39056
PCPI53045,"Mason County, WA",53045,36570,37644,38960,40500
PCPI17125,"Mason County, IL",17125,38982,36707,39621,39789
PCPI54053,"Mason County, WV",54053,28700,29746,30260,31359
PCPI17127,"Massac County, IL",17127,34785,35517,36825,36835
PCPI48321,"Matagorda County, TX",48321,38832,40040,39647,40827
PCPI02170,"Matanuska-Susitna Borough, AK",02170,45452,46785,44454,44803
PCPI51115,"Mathews County, VA",51115,49051,51016,51349,53380
PCPI47119,"Maury County, TN",47119,36947,38208,40047,41302
PCPI48323,"Maverick County, TX",48323,27162,27868,27891,28636
PCPI40097,"Mayes County, OK",40097,32425,33640,33337,34098
PCPI40087,"McClain County, OK",40087,42898,41966,41883,43323
PCPI30055,"McCone County, MT",30055,45258,45766,40434,32104
PCPI46087,"McCook County, SD",46087,46437,47061,47233,48430
PCPI45065,"McCormick County, SC",45065,30359,32301,33705,35465
PCPI21145,"McCracken County, KY",21145,43994,47163,47809,48797
PCPI21147,"McCreary County, KY",21147,22618,23724,23973,24937
PCPI48307,"McCulloch County, TX",48307,36080,36414,35039,37492
PCPI40089,"McCurtain County, OK",40089,30343,31110,30605,31857
PCPI29119,"McDonald County, MO",29119,26623,26854,26161,27094
PCPI17109,"McDonough County, IL",17109,35707,35096,36193,36563
PCPI54047,"McDowell County, WV",54047,27550,27726,27590,29939
PCPI37111,"McDowell County, NC",37111,29304,30739,31236,32673
PCPI13189,"McDuffie County, GA",13189,31626,33399,34108,35274
PCPI17111,"McHenry County, IL",17111,48025,49891,51497,53562
PCPI38049,"McHenry County, ND",38049,49475,48310,46754,45582
PCPI40091,"McIntosh County, OK",40091,32373,32806,32468,32909
PCPI13191,"McIntosh County, GA",13191,25051,26785,27908,28534
PCPI38051,"McIntosh County, ND",38051,48260,46724,51607,54121
PCPI42083,"McKean County, PA",42083,41168,40920,41575,42882
PCPI38053,"McKenzie County, ND",38053,81465,64715,55296,55843
PCPI35031,"McKinley County, NM",35031,24997,25820,26401,26837
PCPI38055,"McLean County, ND",38055,51432,47968,51242,46987
PCPI17113,"McLean County, IL",17113,43782,46050,47042,47578
PCPI21149,"McLean County, KY",21149,38996,37177,36185,38530
PCPI48309,"McLennan County, TX",48309,35969,37594,38655,39740
PCPI27085,"McLeod County, MN",27085,43763,45721,46390,47841
PCPI47107,"McMinn County, TN",47107,32064,33272,33910,35084
PCPI48311,"McMullen County, TX",48311,96258,102262,68659,58513
PCPI47109,"McNairy County, TN",47109,29329,30157,31271,31901
PCPI46089,"McPherson County, SD",46089,39652,37053,31007,33556
PCPI31117,"McPherson County, NE",31117,64521,72582,58065,52627
PCPI20113,"McPherson County, KS",20113,47277,48643,46989,47213
PCPI20119,"Meade County, KS",20119,55535,54984,57066,59533
PCPI46093,"Meade County, SD",46093,38575,40571,40815,41511
PCPI21163,"Meade County, KY",21163,33732,36703,37503,38225
PCPI30059,"Meagher County, MT",30059,41471,47007,44764,44763
PCPI37119,"Mecklenburg County, NC",37119,51399,54064,55304,57368
PCPI51117,"Mecklenburg County, VA",51117,32520,34266,34763,36014
PCPI26107,"Mecosta County, MI",26107,28795,29973,31248,31868
PCPI48325,"Medina County, TX",48325,35445,36704,37268,38189
PCPI39103,"Medina County, OH",39103,47747,50124,51862,53528
PCPI27093,"Meeker County, MN",27093,38487,40572,40553,41638
PCPI47121,"Meigs County, TN",47121,30954,31707,32114,33347
PCPI39105,"Meigs County, OH",39105,30505,31679,31974,32964
PCPI46095,"Mellette County, SD",46095,28411,27832,23914,26857
PCPI48327,"Menard County, TX",48327,35112,37849,37285,35475
PCPI17129,"Menard County, IL",17129,40634,41134,42131,43597
PCPI06045,"Mendocino County, CA",06045,42776,45137,46320,47646
PCPI21165,"Menifee County, KY",21165,27857,28842,28702,29337
PCPI55078,"Menominee County, WI",55078,27288,29396,28748,28761
PCPI26109,"Menominee County, MI",26109,37466,38799,39016,40163
PCPI06047,"Merced County, CA",06047,35768,36226,36868,38716
PCPI42085,"Mercer County, PA",42085,36717,38389,38953,40050
PCPI38057,"Mercer County, ND",38057,53589,55051,57787,58454
PCPI54055,"Mercer County, WV",54055,33680,34527,34541,36087
PCPI39107,"Mercer County, OH",39107,45749,45993,45233,46149
PCPI29129,"Mercer County, MO",29129,38400,31538,31784,33890
PCPI17131,"Mercer County, IL",17131,40665,41019,42271,43994
PCPI34021,"Mercer County, NJ",34021,61315,62674,63471,66343
PCPI21167,"Mercer County, KY",21167,34112,35084,35718,36079
PCPI13199,"Meriwether County, GA",13199,30660,31537,32905,34049
PCPI31121,"Merrick County, NE",31121,49215,51736,47389,45683
PCPI33013,"Merrimack County, NH",33013,52229,52360,54551,56948
PCPI08077,"Mesa County, CO",08077,39991,40335,39920,41503
PCPI21169,"Metcalfe County, KY",21169,27995,29400,29239,30387
PCPI39109,"Miami County, OH",39109,41522,42483,43650,45340
PCPI20121,"Miami County, KS",20121,41701,43528,44785,46231
PCPI18103,"Miami County, IN",18103,31179,31164,32242,33041
PCPI12086,"Miami-Dade County, FL",12086,41989,44470,44380,46048
PCPI09007,"Middlesex County, CT",09007,60966,62907,63826,65704
PCPI34023,"Middlesex County, NJ",34023,53211,54179,55540,57598
PCPI51119,"Middlesex County, VA",51119,42328,45298,45825,48703
PCPI25017,"Middlesex County, MA",25017,70472,75002,76056,79214
PCPI48329,"Midland County, TX",48329,119475,89893,76600,75002
PCPI26111,"Midland County, MI",26111,40866,40607,47097,54922
PCPI42087,"Mifflin County, PA",42087,34229,35598,36114,37469
PCPI48331,"Milam County, TX",48331,35595,37095,36343,36731
PCPI49027,"Millard County, UT",49027,33442,35601,34513,35174
PCPI27095,"Mille Lacs County, MN",27095,36695,38776,39697,40685
PCPI05091,"Miller County, AR",05091,30475,31255,31849,32577
PCPI29131,"Miller County, MO",29131,32164,33579,33672,34635
PCPI13201,"Miller County, GA",13201,35333,36836,36679,38798
PCPI19129,"Mills County, IA",19129,49841,50377,49786,51217
PCPI48333,"Mills County, TX",48333,34509,38011,36219,36789
PCPI55079,"Milwaukee County, WI",55079,41981,43291,43621,45099
PCPI46097,"Miner County, SD",46097,41047,41235,42269,49877
PCPI54057,"Mineral County, WV",54057,34401,35945,36383,37443
PCPI08079,"Mineral County, CO",08079,62422,64312,64321,66047
PCPI30061,"Mineral County, MT",30061,33539,34970,36641,38312
PCPI32021,"Mineral County, NV",32021,33851,34562,36136,36925
PCPI54059,"Mingo County, WV",54059,29977,29489,28428,30592
PCPI16067,"Minidoka County, ID",16067,35706,37172,36824,37706
PCPI46099,"Minnehaha County, SD",46099,49590,52749,52977,53469
PCPI26113,"Missaukee County, MI",26113,30753,31425,31431,32878
PCPI29133,"Mississippi County, MO",29133,31083,27934,30036,32093
PCPI05093,"Mississippi County, AR",05093,28617,28571,28013,26139
PCPI30063,"Missoula County, MT",30063,40890,45038,45082,46829
PCPI48335,"Mitchell County, TX",48335,29895,30412,29417,30037
PCPI20123,"Mitchell County, KS",20123,49034,49216,51800,52899
PCPI37121,"Mitchell County, NC",37121,31456,32779,33186,34415
PCPI13205,"Mitchell County, GA",13205,29869,32869,32964,33707
PCPI19131,"Mitchell County, IA",19131,57828,61812,58330,54542
PCPI01097,"Mobile County, AL",01097,34647,35924,36136,37089
PCPI06049,"Modoc County, CA",06049,40633,42921,43207,45338
PCPI08081,"Moffat County, CO",08081,40272,40697,39190,39007
PCPI04015,"Mohave County, AZ",04015,28357,29296,30030,30865
PCPI29135,"Moniteau County, MO",29135,33912,34085,33192,35375
PCPI34025,"Monmouth County, NJ",34025,67069,70231,72248,75395
PCPI06051,"Mono County, CA",06051,44029,45537,47003,51631
PCPI19133,"Monona County, IA",19133,43129,45175,45966,46483
PCPI54061,"Monongalia County, WV",54061,39883,41283,41001,42734
PCPI05095,"Monroe County, AR",05095,30623,30287,31245,31816
PCPI47123,"Monroe County, TN",47123,29149,30601,31521,32283
PCPI39111,"Monroe County, OH",39111,29886,30420,30030,31564
PCPI17133,"Monroe County, IL",17133,50526,52985,54510,55612
PCPI29137,"Monroe County, MO",29137,40773,38720,41233,39260
PCPI21171,"Monroe County, KY",21171,33008,34390,33753,34888
PCPI28095,"Monroe County, MS",28095,31220,32110,32253,33047
PCPI54063,"Monroe County, WV",54063,28247,28602,28677,29293
PCPI55081,"Monroe County, WI",55081,36274,37632,38091,39766
PCPI18105,"Monroe County, IN",18105,34778,36448,37992,39880
PCPI26115,"Monroe County, MI",26115,39972,42214,43723,45363
PCPI01099,"Monroe County, AL",01099,29416,31085,31352,32754
PCPI12087,"Monroe County, FL",12087,71606,73513,79694,83328
PCPI42089,"Monroe County, PA",42089,36564,38178,39385,40706
PCPI36055,"Monroe County, NY",36055,45991,48235,48846,50894
PCPI13207,"Monroe County, GA",13207,39142,41234,41958,43125
PCPI19135,"Monroe County, IA",19135,38074,38606,39232,40278
PCPI48337,"Montague County, TX",48337,44378,41643,38049,39085
PCPI26117,"Montcalm County, MI",26117,29736,31467,32266,33018
PCPI06053,"Monterey County, CA",06053,47398,51553,52316,54395
PCPI08083,"Montezuma County, CO",08083,39534,40374,39590,40336
PCPI19137,"Montgomery County, IA",19137,37807,39688,38716,39526
PCPI17135,"Montgomery County, IL",17135,33458,32387,34041,35107
PCPI05097,"Montgomery County, AR",05097,26848,27505,27986,29336
PCPI47125,"Montgomery County, TN",47125,39156,39818,39784,40633
PCPI24031,"Montgomery County, MD",24031,74167,79208,83038,86136
PCPI39113,"Montgomery County, OH",39113,41083,42588,43311,45039
PCPI20125,"Montgomery County, KS",20125,34964,35012,33958,35172
PCPI21173,"Montgomery County, KY",21173,32350,33209,33262,33733
PCPI18107,"Montgomery County, IN",18107,37522,38000,38552,38940
PCPI28097,"Montgomery County, MS",28097,30027,31568,32336,33194
PCPI13209,"Montgomery County, GA",13209,26284,28393,28851,28994
PCPI42091,"Montgomery County, PA",42091,69270,72217,73811,77207
PCPI48339,"Montgomery County, TX",48339,64448,59630,56157,57585
PCPI36057,"Montgomery County, NY",36057,36714,38157,38978,41070
PCPI01101,"Montgomery County, AL",01101,39055,40550,41484,43074
PCPI37123,"Montgomery County, NC",37123,30833,32021,32043,33662
PCPI29139,"Montgomery County, MO",29139,37752,36884,38397,40795
PCPI26119,"Montmorency County, MI",26119,31015,33509,34899,35747
PCPI42093,"Montour County, PA",42093,49530,51165,53150,54960
PCPI08085,"Montrose County, CO",08085,34164,35755,36339,37658
PCPI46101,"Moody County, SD",46101,45986,48593,48899,47690
PCPI47127,"Moore County, TN",47127,37982,39019,38860,39185
PCPI48341,"Moore County, TX",48341,37392,41434,38759,40454
PCPI37125,"Moore County, NC",37125,46305,47913,48215,49286
PCPI35033,"Mora County, NM",35033,47070,45883,41907,35258
PCPI22067,"Morehouse Parish, LA",22067,33594,35108,37708,37564
PCPI21175,"Morgan County, KY",21175,24537,25558,25935,26707
PCPI54065,"Morgan County, WV",54065,30654,31571,32032,33067
PCPI08087,"Morgan County, CO",08087,40384,41782,41929,43632
PCPI13211,"Morgan County, GA",13211,41249,43940,45470,47123
