Per Capita Personal Income by County (Dollars),,,,,,
Series ID,Region Name,Region Code,2014,2015,2016,2017
PCPI30023,"Deer Lodge County, MT",30023,34155,35437,36902,38219
PCPI39039,"Defiance County, OH",39039,37402,37432,38754,39250
PCPI06015,"Del Norte County, CA",06015,32572,34868,36000,36179
PCPI42045,"Delaware County, PA",42045,55788,58563,60314,62440
PCPI19055,"Delaware County, IA",19055,44975,46858,45218,47199
PCPI40041,"Delaware County, OK",40041,29370,30499,29896,30839
PCPI18035,"Delaware County, IN",18035,32461,33505,34497,35762
PCPI39041,"Delaware County, OH",39041,63137,66285,68634,71325
PCPI36025,"Delaware County, NY",36025,34803,35336,35742,37981
PCPI08029,"Delta County, CO",08029,33206,33982,33581,37475
PCPI26041,"Delta County, MI",26041,34849,36437,37353,38390
PCPI48119,"Delta County, TX",48119,34440,35054,35830,34737
PCPI02068,"Denali Borough, AK",02068,78656,78539,76064,78138
PCPI29065,"Dent County, MO",29065,29277,30413,30806,31454
PCPI48121,"Denton County, TX",48121,48894,51173,52616,53948
PCPI08031,"Denver County, CO",08031,68147,67048,64004,69862
PCPI19057,"Des Moines County, IA",19057,45933,47602,49425,47623
PCPI41017,"Deschutes County, OR",41017,43152,47284,49881,50955
PCPI05041,"Desha County, AR",05041,33839,34175,35556,35361
PCPI31049,"Deuel County, NE",31049,39968,43362,40662,39469
PCPI46039,"Deuel County, SD",46039,51007,50408,51988,49703
PCPI40043,"Dewey County, OK",40043,44882,41872,41586,41543
PCPI46041,"Dewey County, SD",46041,41127,38833,36474,35386
PCPI48125,"Dickens County, TX",48125,29388,31553,30229,32006
PCPI51051,"Dickenson County, VA",51051,28863,29564,29300,30687
PCPI38021,"Dickey County, ND",38021,55721,46899,50921,47457
PCPI20041,"Dickinson County, KS",20041,36065,37129,38359,39510
PCPI26043,"Dickinson County, MI",26043,40943,42468,43953,45248
PCPI19059,"Dickinson County, IA",19059,52139,56528,54560,55945
PCPI47043,"Dickson County, TN",47043,34646,36106,37645,39055
PCPI02070,"Dillingham CA, AK",02070,54100,54625,55516,59340
PCPI45033,"Dillon County, SC",45033,24230,25265,26350,27111
PCPI48127,"Dimmit County, TX",48127,34218,35223,31764,32067
PCPI11001,"District of Columbia, DC",11001,71583,75731,77506,79989
PCPI38023,"Divide County, ND",38023,65740,56678,48823,41783
PCPI12029,"Dixie County, FL",12029,24665,25270,25382,26467
PCPI31051,"Dixon County, NE",31051,46040,46510,45242,44819
PCPI54017,"Doddridge County, WV",54017,25500,24713,24913,25807
PCPI13091,"Dodge County, GA",13091,27068,27773,28738,29806
PCPI31053,"Dodge County, NE",31053,41888,45437,44007,45463
PCPI27039,"Dodge County, MN",27039,41737,41789,41674,42682
PCPI55027,"Dodge County, WI",55027,40668,41260,41531,42640
PCPI08033,"Dolores County, CO",08033,33162,35774,31995,34214
PCPI20043,"Doniphan County, KS",20043,33653,34828,35868,36542
PCPI48129,"Donley County, TX",48129,39371,44197,40526,44176
PCPI13093,"Dooly County, GA",13093,22371,25004,27120,28079
PCPI55029,"Door County, WI",55029,52068,55714,57445,59196
PCPI24019,"Dorchester County, MD",24019,40733,42029,43264,45141
PCPI45035,"Dorchester County, SC",45035,34944,35550,36620,37847
PCPI13095,"Dougherty County, GA",13095,32436,33199,33916,34989
PCPI08035,"Douglas County, CO",08035,66088,67576,68560,71208
PCPI53017,"Douglas County, WA",53017,35156,37057,37821,39037
PCPI41019,"Douglas County, OR",41019,34835,36615,37720,38752
PCPI29067,"Douglas County, MO",29067,24551,25520,25511,26463
PCPI55031,"Douglas County, WI",55031,37322,38929,39209,40846
PCPI20045,"Douglas County, KS",20045,37854,39671,40256,41360
PCPI31055,"Douglas County, NE",31055,57664,58857,57708,59433
PCPI46043,"Douglas County, SD",46043,56050,57364,55632,55445
PCPI13097,"Douglas County, GA",13097,31283,32218,33116,34147
PCPI32005,"Douglas County, NV",32005,58960,66482,65589,69188
PCPI17041,"Douglas County, IL",17041,45608,45999,45781,47450
PCPI27041,"Douglas County, MN",27041,46769,50448,52023,50521
PCPI35013,"Dona Ana County, NM",35013,31835,33628,34553,35362
PCPI05043,"Drew County, AR",05043,33035,33251,33953,35057
PCPI17043,"DuPage County, IL",17043,62154,65888,66755,69323
PCPI18037,"Dubois County, IN",18037,51053,51934,51492,53825
PCPI19061,"Dubuque County, IA",19061,42826,44578,44956,45990
PCPI49013,"Duchesne County, UT",49013,40685,35614,32785,33878
PCPI25007,"Dukes County, MA",25007,75183,80104,84011,88295
PCPI31057,"Dundy County, NE",31057,62230,63439,54632,54590
PCPI29069,"Dunklin County, MO",29069,31209,31852,31826,32790
PCPI38025,"Dunn County, ND",38025,81992,65352,54915,53267
PCPI55033,"Dunn County, WI",55033,36752,36835,37151,38345
PCPI37061,"Duplin County, NC",37061,32317,32440,31713,33440
PCPI37063,"Durham County, NC",37063,43636,45307,46357,47825
PCPI36027,"Dutchess County, NY",36027,47687,49864,51332,54093
PCPI48131,"Duval County, TX",48131,38992,37276,34281,34579
PCPI12031,"Duval County, FL",12031,40359,42106,42617,44347
PCPI47045,"Dyer County, TN",47045,36828,37606,37995,39328
PCPI08037,"Eagle County, CO",08037,60948,66442,68105,70384
PCPI13099,"Early County, GA",13099,33464,36044,37106,38832
PCPI22033,"East Baton Rouge Parish, LA",22033,45321,45776,47304,48771
PCPI22035,"East Carroll Parish, LA",22035,33265,31150,34514,36206
PCPI22037,"East Feliciana Parish, LA",22037,36256,38023,39854,41384
PCPI48133,"Eastland County, TX",48133,49732,49951,49861,56294
PCPI26045,"Eaton County, MI",26045,36498,38677,39803,40784
PCPI55035,"Eau Claire County, WI",55035,42727,43572,43558,45468
PCPI13101,"Echols County, GA",13101,23776,24965,25338,26673
PCPI48135,"Ector County, TX",48135,47711,41921,37928,40851
PCPI38027,"Eddy County, ND",38027,48685,44685,48507,48703
PCPI35015,"Eddy County, NM",35015,52118,49990,46698,48280
PCPI17045,"Edgar County, IL",17045,37253,36617,38714,40477
PCPI37065,"Edgecombe County, NC",37065,30854,32036,32374,33761
PCPI45037,"Edgefield County, SC",45037,30249,31866,33597,34913
PCPI21061,"Edmonson County, KY",21061,28395,29813,30464,31494
PCPI46045,"Edmunds County, SD",46045,48762,45605,43439,42976
PCPI17047,"Edwards County, IL",17047,38074,37755,36668,39128
PCPI20047,"Edwards County, KS",20047,47422,53045,52116,47917
PCPI48137,"Edwards County, TX",48137,36726,38930,33852,34266
PCPI17049,"Effingham County, IL",17049,43788,43129,44946,47738
PCPI13103,"Effingham County, GA",13103,36447,37674,38576,39545
PCPI06017,"El Dorado County, CA",06017,57205,60136,62699,64673
PCPI08041,"El Paso County, CO",08041,43284,44758,45026,46511
PCPI48141,"El Paso County, TX",48141,31837,32961,33711,34582
PCPI13105,"Elbert County, GA",13105,31073,32027,32917,34541
PCPI08039,"Elbert County, CO",08039,49075,51247,52989,55187
PCPI42047,"Elk County, PA",42047,42402,43410,44469,46147
PCPI20049,"Elk County, KS",20049,39643,40630,39325,40225
PCPI18039,"Elkhart County, IN",18039,38216,39865,41818,44143
PCPI32007,"Elko County, NV",32007,42173,42798,42888,44497
PCPI21063,"Elliott County, KY",21063,20101,21252,21103,22111
PCPI20051,"Ellis County, KS",20051,47012,44683,43478,43446
PCPI40045,"Ellis County, OK",40045,66969,56478,45801,48799
PCPI48139,"Ellis County, TX",48139,38705,40065,41431,42490
PCPI20053,"Ellsworth County, KS",20053,38476,35410,35314,39492
PCPI16039,"Elmore County, ID",16039,33768,35654,35755,36239
PCPI01051,"Elmore County, AL",01051,36661,38445,39575,40601
PCPI13107,"Emanuel County, GA",13107,28009,29224,29803,31813
PCPI49015,"Emery County, UT",49015,29448,29488,29828,30131
PCPI19063,"Emmet County, IA",19063,41460,43756,40542,42459
PCPI26047,"Emmet County, MI",26047,47291,49917,51967,53296
PCPI38029,"Emmons County, ND",38029,41544,41518,49301,41663
PCPI48143,"Erath County, TX",48143,34674,35100,35925,37624
PCPI39043,"Erie County, OH",39043,57082,56602,60874,64157
PCPI36029,"Erie County, NY",36029,44518,46394,47227,49330
PCPI42049,"Erie County, PA",42049,39184,40630,41151,41887
PCPI12033,"Escambia County, FL",12033,37412,39226,39749,40855
PCPI01053,"Escambia County, AL",01053,29927,30486,30772,31842
PCPI32009,"Esmeralda County, NV",32009,49715,44393,42740,41168
PCPI25009,"Essex County, MA",25009,57510,60557,61768,64071
PCPI51057,"Essex County, VA",51057,37395,38560,38868,40170
PCPI50009,"Essex County, VT",50009,32199,33287,33556,34997
PCPI34013,"Essex County, NJ",34013,57817,60131,61287,63554
PCPI36031,"Essex County, NY",36031,39625,40075,41374,43857
PCPI21065,"Estill County, KY",21065,28976,30029,30075,30713
PCPI01055,"Etowah County, AL",01055,32856,34129,34783,36069
PCPI32011,"Eureka County, NV",32011,38428,34928,35003,37003
PCPI22039,"Evangeline Parish, LA",22039,31063,31515,31651,32781
PCPI13109,"Evans County, GA",13109,31130,32748,33219,33930
PCPI02090,"Fairbanks North Star Borough, AK",02090,51960,53582,52843,54497
PCPI45039,"Fairfield County, SC",45039,32093,33972,35053,36198
PCPI39045,"Fairfield County, OH",39045,40126,41770,42683,44179
PCPI09001,"Fairfield County, CT",09001,103091,104893,106646,110104
PCPI46047,"Fall River County, SD",46047,42286,44299,43667,45345
PCPI30025,"Fallon County, MT",30025,55968,51073,46015,47322
PCPI48145,"Falls County, TX",48145,31010,31446,31689,32392
PCPI13111,"Fannin County, GA",13111,29842,31426,32689,34110
PCPI48147,"Fannin County, TX",48147,32939,34665,35886,36826
PCPI27043,"Faribault County, MN",27043,39259,38969,36691,37398
PCPI46049,"Faulk County, SD",46049,51512,43031,33717,36489
PCPI05045,"Faulkner County, AR",05045,34113,34776,35320,35918
PCPI51061,"Fauquier County, VA",51061,60212,63780,64644,66756
PCPI39047,"Fayette County, OH",39047,33996,34802,35767,37005
PCPI21067,"Fayette County, KY",21067,44879,46639,46267,46753
PCPI01057,"Fayette County, AL",01057,30442,32100,32394,33996
PCPI42051,"Fayette County, PA",42051,37294,38586,38904,39948
PCPI48149,"Fayette County, TX",48149,50975,49026,47325,48833
PCPI18041,"Fayette County, IN",18041,35613,36003,37535,39072
PCPI17051,"Fayette County, IL",17051,31674,31757,32373,33229
PCPI47047,"Fayette County, TN",47047,46641,49907,52292,53942
PCPI54019,"Fayette County, WV",54019,30836,31690,31467,32883
PCPI13113,"Fayette County, GA",13113,52912,55490,58258,60286
PCPI19065,"Fayette County, IA",19065,39662,39727,39896,41312
PCPI47049,"Fentress County, TN",47049,28848,30106,30709,31462
PCPI30027,"Fergus County, MT",30027,38977,41174,40366,42200
PCPI53019,"Ferry County, WA",53019,33242,34531,35127,35771
PCPI31059,"Fillmore County, NE",31059,54543,57521,52694,56095
PCPI27045,"Fillmore County, MN",27045,41365,42726,40694,40766
PCPI20055,"Finney County, KS",20055,39038,38178,40330,40272
PCPI48151,"Fisher County, TX",48151,35721,40811,36511,36259
PCPI12035,"Flagler County, FL",12035,39024,40163,42271,43444
PCPI30029,"Flathead County, MT",30029,40029,42739,44141,45760
PCPI21069,"Fleming County, KY",21069,31237,31765,31382,32313
PCPI45041,"Florence County, SC",45041,35978,37676,38961,40411
PCPI55037,"Florence County, WI",55037,48630,53577,51380,50145
PCPI13115,"Floyd County, GA",13115,33920,35446,36156,37204
PCPI19067,"Floyd County, IA",19067,41083,44751,43806,43932
PCPI21071,"Floyd County, KY",21071,32737,33041,33244,35137
PCPI51063,"Floyd County, VA",51063,33754,35450,35939,36640
PCPI18043,"Floyd County, IN",18043,46907,49608,52535,54129
PCPI48153,"Floyd County, TX",48153,38398,40652,32919,39067
PCPI51065,"Fluvanna County, VA",51065,38197,40503,41218,43145
PCPI48155,"Foard County, TX",48155,40766,38983,36815,37809
PCPI55039,"Fond du Lac County, WI",55039,42098,43712,44179,45753
PCPI17053,"Ford County, IL",17053,51108,49679,52028,49695
PCPI20057,"Ford County, KS",20057,32509,33148,36061,37429
PCPI55041,"Forest County, WI",55041,35738,37337,37892,39367
PCPI42053,"Forest County, PA",42053,21725,21091,21722,21795
PCPI28035,"Forrest County, MS",28035,35823,36429,37056,38141
PCPI13117,"Forsyth County, GA",13117,54009,57499,59336,60110
PCPI37067,"Forsyth County, NC",37067,43142,44982,45192,46888
PCPI48157,"Fort Bend County, TX",48157,58706,61588,54489,54510
PCPI38031,"Foster County, ND",38031,55107,54650,62695,54870
PCPI18045,"Fountain County, IN",18045,35680,35100,37216,37635
PCPI37069,"Franklin County, NC",37069,31148,32399,33325,34302
PCPI50011,"Franklin County, VT",50011,41033,41931,43063,44320
PCPI16041,"Franklin County, ID",16041,32232,34143,33653,34781
PCPI29071,"Franklin County, MO",29071,37805,39820,40586,41887
PCPI53021,"Franklin County, WA",53021,32805,35099,35149,35587
PCPI21073,"Franklin County, KY",21073,38563,40144,40504,41312
PCPI01059,"Franklin County, AL",01059,30049,31275,31153,32985
PCPI36033,"Franklin County, NY",36033,33592,34406,34717,36617
PCPI18047,"Franklin County, IN",18047,40494,41997,43160,44500
PCPI20059,"Franklin County, KS",20059,36873,38159,39364,40207
PCPI51067,"Franklin County, VA",51067,35483,37564,37867,38707
PCPI28037,"Franklin County, MS",28037,32309,33368,33158,33209
PCPI31061,"Franklin County, NE",31061,42159,44981,43308,44931
PCPI19069,"Franklin County, IA",19069,50261,50077,46699,47980
PCPI05047,"Franklin County, AR",05047,31637,31621,31786,33102
PCPI39049,"Franklin County, OH",39049,46044,47840,48199,49448
PCPI13119,"Franklin County, GA",13119,32375,34463,34157,35522
PCPI25011,"Franklin County, MA",25011,47004,50248,50831,52332
PCPI23007,"Franklin County, ME",23007,35132,35939,36002,37315
PCPI17055,"Franklin County, IL",17055,34650,34789,35031,36093
PCPI47051,"Franklin County, TN",47051,34353,35726,36171,37556
PCPI12037,"Franklin County, FL",12037,31396,32895,32961,34447
PCPI22041,"Franklin Parish, LA",22041,27876,29591,30045,31348
PCPI42055,"Franklin County, PA",42055,40942,41993,42499,43866
PCPI48159,"Franklin County, TX",48159,35631,36501,36677,38351
PCPI24021,"Frederick County, MD",24021,53414,55311,57482,59259
PCPI27047,"Freeborn County, MN",27047,39244,40228,40373,41405
PCPI48161,"Freestone County, TX",48161,36980,37000,35401,35681
PCPI19071,"Fremont County, IA",19071,43783,42373,41462,43111
PCPI56013,"Fremont County, WY",56013,42839,42213,40502,42013
PCPI16043,"Fremont County, ID",16043,31922,34341,34517,35638
PCPI08043,"Fremont County, CO",08043,30315,32185,32780,33422
PCPI06019,"Fresno County, CA",06019,37105,39561,40214,41470
PCPI48163,"Frio County, TX",48163,28402,28395,26465,26421
PCPI31063,"Frontier County, NE",31063,45615,48485,43992,43548
PCPI18049,"Fulton County, IN",18049,36119,36969,38287,40098
PCPI21075,"Fulton County, KY",21075,32265,32163,31263,32258
PCPI42057,"Fulton County, PA",42057,37584,38823,39117,41701
PCPI36035,"Fulton County, NY",36035,36970,38625,39721,42020
PCPI39051,"Fulton County, OH",39051,39776,41093,42399,43149
PCPI13121,"Fulton County, GA",13121,69784,72798,75515,78794
PCPI05049,"Fulton County, AR",05049,26256,26811,26717,27598
PCPI17057,"Fulton County, IL",17057,33871,34353,35133,35542
PCPI31065,"Furnas County, NE",31065,49732,49542,47292,46863
PCPI12039,"Gadsden County, FL",12039,29921,31449,32255,33383
PCPI31067,"Gage County, NE",31067,47476,48375,45958,48079
PCPI48165,"Gaines County, TX",48165,36235,35856,33239,36750
PCPI30031,"Gallatin County, MT",30031,46602,49387,50987,51751
PCPI21077,"Gallatin County, KY",21077,28529,29421,29332,30286
PCPI17059,"Gallatin County, IL",17059,43226,40955,42339,44166
PCPI39053,"Gallia County, OH",39053,35118,35913,36056,36965
PCPI48167,"Galveston County, TX",48167,48068,50015,48529,49079
PCPI31069,"Garden County, NE",31069,47540,44057,41504,43663
PCPI53023,"Garfield County, WA",53023,41245,42588,39221,42429
PCPI30033,"Garfield County, MT",30033,42100,45997,39849,37318
PCPI31071,"Garfield County, NE",31071,49526,56527,52215,44411
PCPI40047,"Garfield County, OK",40047,45476,44074,43813,42622
PCPI49017,"Garfield County, UT",49017,31675,34223,34514,35988
PCPI08045,"Garfield County, CO",08045,50311,55978,53172,55305
PCPI05051,"Garland County, AR",05051,35286,36264,36834,38259
PCPI21079,"Garrard County, KY",21079,31408,32450,32613,33289
PCPI24023,"Garrett County, MD",24023,40252,41564,42332,43824
PCPI40049,"Garvin County, OK",40049,38077,36564,34824,36226
PCPI48169,"Garza County, TX",48169,36761,30603,27104,26482
PCPI29073,"Gasconade County, MO",29073,34524,35602,35719,37472
PCPI37071,"Gaston County, NC",37071,36340,37711,38261,39578
PCPI37073,"Gates County, NC",37073,32518,33420,33734,35404
PCPI20061,"Geary County, KS",20061,43993,44069,44335,45630
PCPI39055,"Geauga County, OH",39055,60948,62464,63762,66214
PCPI16045,"Gem County, ID",16045,32289,34342,35040,36225
PCPI26049,"Genesee County, MI",26049,35240,37178,38464,39636
PCPI36037,"Genesee County, NY",36037,39293,40359,40570,42365
PCPI01061,"Geneva County, AL",01061,31011,32232,32627,33958
PCPI29075,"Gentry County, MO",29075,42285,39077,38785,41287
PCPI28039,"George County, MS",28039,31596,32045,31577,31850
PCPI45043,"Georgetown County, SC",45043,39523,42285,42965,44782
PCPI18051,"Gibson County, IN",18051,40685,40803,41823,43653
PCPI47053,"Gibson County, TN",47053,34885,35971,36495,37464
PCPI04007,"Gila County, AZ",04007,34276,35779,36293,38257
PCPI12041,"Gilchrist County, FL",12041,30340,31089,32153,33266
PCPI47055,"Giles County, TN",47055,33970,35823,36912,38181
PCPI51071,"Giles County, VA",51071,35709,36923,36950,38015
PCPI48171,"Gillespie County, TX",48171,52522,54781,56346,57382
PCPI41021,"Gilliam County, OR",41021,41361,45094,46363,47614
PCPI13123,"Gilmer County, GA",13123,31242,32442,32544,33648
PCPI54021,"Gilmer County, WV",54021,26699,27479,26642,27579
PCPI08047,"Gilpin County, CO",08047,41678,43869,44702,45531
PCPI30035,"Glacier County, MT",30035,30606,31025,32124,32960
PCPI12043,"Glades County, FL",12043,22065,24341,22709,22617
PCPI26051,"Gladwin County, MI",26051,30712,32679,34098,35770
PCPI13125,"Glascock County, GA",13125,29718,31301,32720,32611
PCPI48173,"Glasscock County, TX",48173,72115,73858,68557,78012
PCPI06021,"Glenn County, CA",06021,39187,42193,44014,46626
PCPI34015,"Gloucester County, NJ",34015,47305,49636,50589,52506
PCPI51073,"Gloucester County, VA",51073,43227,45397,46467,47935
PCPI13127,"Glynn County, GA",13127,39075,41033,41697,42673
PCPI26053,"Gogebic County, MI",26053,34113,36213,37347,38016
PCPI30037,"Golden Valley County, MT",30037,49325,55823,51864,52800
PCPI38033,"Golden Valley County, ND",38033,53390,46496,42090,38766
PCPI48175,"Goliad County, TX",48175,44610,42041,41097,40890
PCPI48177,"Gonzales County, TX",48177,42490,44425,38691,41154
PCPI51075,"Goochland County, VA",51075,82104,89158,88825,92911
PCPI27049,"Goodhue County, MN",27049,47284,48957,48070,49682
PCPI16047,"Gooding County, ID",16047,58355,52570,53523,56256
PCPI13129,"Gordon County, GA",13129,30812,32074,32402,33731
PCPI56015,"Goshen County, WY",56015,40038,41436,40553,41492
PCPI31073,"Gosper County, NE",31073,50530,50254,46414,48595
PCPI20063,"Gove County, KS",20063,53234,61757,61387,54224
PCPI40051,"Grady County, OK",40051,38660,37798,36600,37334
PCPI13131,"Grady County, GA",13131,29450,31614,31165,32547
PCPI33009,"Grafton County, NH",33009,52959,56031,57554,59356
PCPI37075,"Graham County, NC",37075,29080,30004,29450,31087
PCPI04009,"Graham County, AZ",04009,29059,29493,29421,30391
PCPI20065,"Graham County, KS",20065,49379,48089,40973,43995
PCPI47057,"Grainger County, TN",47057,28781,30467,30840,32317
PCPI49019,"Grand County, UT",49019,41095,43097,46053,49593
PCPI08049,"Grand County, CO",08049,41381,43964,44391,46013
PCPI38035,"Grand Forks County, ND",38035,45850,47385,48459,49577
PCPI50013,"Grand Isle County, VT",50013,52126,53694,55640,57258
PCPI26055,"Grand Traverse County, MI",26055,42564,44416,45526,47165
PCPI30039,"Granite County, MT",30039,37834,41300,39968,40572
PCPI20067,"Grant County, KS",20067,53426,47791,49649,47361
PCPI22043,"Grant Parish, LA",22043,28274,29674,30930,30971
PCPI35017,"Grant County, NM",35017,35247,37387,37791,38737
PCPI54023,"Grant County, WV",54023,33878,33574,35095,35250
PCPI46051,"Grant County, SD",46051,56823,63541,58067,53216
PCPI41023,"Grant County, OR",41023,37234,39675,39480,39797
PCPI55043,"Grant County, WI",55043,38748,39872,39827,41349
PCPI31075,"Grant County, NE",31075,56516,70483,54736,48481
PCPI40053,"Grant County, OK",40053,58863,48444,44463,45441
PCPI21081,"Grant County, KY",21081,30961,32178,33122,34322
PCPI27051,"Grant County, MN",27051,46674,52419,49490,47693
PCPI38037,"Grant County, ND",38037,39894,37771,40960,34818
PCPI53025,"Grant County, WA",53025,34729,38324,38224,38308
PCPI18053,"Grant County, IN",18053,35386,36530,37380,37921
PCPI05053,"Grant County, AR",05053,33959,35360,36146,36975
PCPI37077,"Granville County, NC",37077,33218,34419,35766,36924
PCPI26057,"Gratiot County, MI",26057,32046,33716,34608,35104
PCPI21083,"Graves County, KY",21083,35072,35732,35552,36685
PCPI48179,"Gray County, TX",48179,46814,43358,39022,41781
PCPI20069,"Gray County, KS",20069,76260,73351,72185,67986
PCPI53027,"Grays Harbor County, WA",53027,34994,35800,36987,38406
PCPI51077,"Grayson County, VA",51077,28687,30001,30687,31820
PCPI21085,"Grayson County, KY",21085,30170,31212,31464,32168
PCPI48181,"Grayson County, TX",48181,38202,39030,40383,41250
PCPI20071,"Greeley County, KS",20071,50078,42453,49198,51650
PCPI31077,"Greeley County, NE",31077,47002,49174,43848,47426
PCPI55045,"Green County, WI",55045,45425,46689,47628,48687
PCPI21087,"Green County, KY",21087,30566,31996,32103,33798
PCPI55047,"Green Lake County, WI",55047,42795,43865,43477,44037
PCPI54025,"Greenbrier County, WV",54025,34167,35712,34989,36241
PCPI47059,"Greene County, TN",47059,35636,37283,37746,38967
PCPI42059,"Greene County, PA",42059,41893,40038,38984,41168
PCPI51079,"Greene County, VA",51079,38202,40310,41320,43055
PCPI28041,"Greene County, MS",28041,26477,28395,28141,28556
PCPI05055,"Greene County, AR",05055,31306,31650,32095,33405
PCPI18055,"Greene County, IN",18055,34461,35504,36179,37575
PCPI13133,"Greene County, GA",13133,44484,48234,50469,52044
PCPI37079,"Greene County, NC",37079,30795,30625,30476,32234
PCPI19073,"Greene County, IA",19073,47981,45257,45602,44895
PCPI01063,"Greene County, AL",01063,28769,30428,31084,32156
PCPI39057,"Greene County, OH",39057,43640,45613,46470,48073
PCPI29077,"Greene County, MO",29077,37781,39982,40137,41344
PCPI36039,"Greene County, NY",36039,41980,43476,44120,46210
PCPI17061,"Greene County, IL",17061,34593,31992,34384,34809
PCPI04011,"Greenlee County, AZ",04011,36419,34278,33843,36664
PCPI21089,"Greenup County, KY",21089,36212,37349,37002,38285
PCPI45045,"Greenville County, SC",45045,42179,44475,44799,46066
PCPI20073,"Greenwood County, KS",20073,39957,38244,39452,41444
PCPI45047,"Greenwood County, SC",45047,32988,34271,34665,35829
PCPI40055,"Greer County, OK",40055,36949,28189,27072,27922
PCPI48183,"Gregg County, TX",48183,47454,44776,43624,44073
PCPI46053,"Gregory County, SD",46053,42080,41958,43411,45771
PCPI28043,"Grenada County, MS",28043,31524,32709,34255,35122
PCPI38039,"Griggs County, ND",38039,55422,51107,57634,51105
PCPI48185,"Grimes County, TX",48185,34537,34633,33065,33661
PCPI17063,"Grundy County, IL",17063,50391,48688,47695,49070
PCPI29079,"Grundy County, MO",29079,32691,32126,32491,33508
PCPI47061,"Grundy County, TN",47061,27852,29080,29690,30407
PCPI19075,"Grundy County, IA",19075,48168,48553,47629,50388
PCPI48187,"Guadalupe County, TX",48187,39969,41701,42228,43019
PCPI35019,"Guadalupe County, NM",35019,30151,33566,34741,32848
PCPI39059,"Guernsey County, OH",39059,35706,36753,36461,37455
PCPI37081,"Guilford County, NC",37081,41019,43195,43405,45034
PCPI12045,"Gulf County, FL",12045,29012,30463,32272,33665
PCPI08051,"Gunnison County, CO",08051,40400,41888,43294,44365
PCPI19077,"Guthrie County, IA",19077,48169,50523,49441,49143
PCPI13135,"Gwinnett County, GA",13135,36348,37949,38538,39856
PCPI46055,"Haakon County, SD",46055,51314,52594,44604,46718
PCPI13137,"Habersham County, GA",13137,30347,31174,31830,32867
PCPI02100,"Haines Borough, AK",02100,52357,57368,56593,59951
PCPI48189,"Hale County, TX",48189,30635,30763,30029,31778
PCPI01065,"Hale County, AL",01065,32283,33916,34661,36043
PCPI51083,"Halifax County, VA",51083,32289,33709,34412,35761
PCPI37083,"Halifax County, NC",37083,31565,33000,33577,35105
PCPI13139,"Hall County, GA",13139,36008,38712,39913,41219
PCPI31079,"Hall County, NE",31079,38029,39363,39684,41476
PCPI48191,"Hall County, TX",48191,31916,30586,26990,30033
PCPI47063,"Hamblen County, TN",47063,33609,35036,35375,36017
PCPI17065,"Hamilton County, IL",17065,41086,40683,40477,42710
PCPI19079,"Hamilton County, IA",19079,50562,50006,46941,46476
PCPI12047,"Hamilton County, FL",12047,22980,23817,24020,25192
PCPI36041,"Hamilton County, NY",36041,46976,46906,49259,52436
PCPI39061,"Hamilton County, OH",39061,52156,53711,54968,56931
PCPI18057,"Hamilton County, IN",18057,63799,66210,68856,71377
PCPI47065,"Hamilton County, TN",47065,45440,47655,48449,50196
PCPI31081,"Hamilton County, NE",31081,49411,50146,49631,52244
PCPI48193,"Hamilton County, TX",48193,52679,55896,56513,56845
PCPI20075,"Hamilton County, KS",20075,72366,58866,56979,54707
PCPI46057,"Hamlin County, SD",46057,37351,39167,42154,40601
PCPI25013,"Hampden County, MA",25013,44720,47139,48161,49319
PCPI25015,"Hampshire County, MA",25015,45813,48189,48956,50582
PCPI54027,"Hampshire County, WV",54027,29972,31553,33204,33981
PCPI51650,"Hampton city, VA",51650,38966,40636,40732,42133
PCPI45049,"Hampton County, SC",45049,27171,28413,29657,30861
PCPI13141,"Hancock County, GA",13141,25559,26470,27136,27998
PCPI17067,"Hancock County, IL",17067,42220,40919,42572,43118
PCPI47067,"Hancock County, TN",47067,24758,25363,25891,26422
PCPI28045,"Hancock County, MS",28045,33878,32914,33531,34580
PCPI18059,"Hancock County, IN",18059,43198,45027,46801,48381
PCPI21091,"Hancock County, KY",21091,35077,35804,34161,34159
PCPI39063,"Hancock County, OH",39063,48846,60361,52475,48664
PCPI54029,"Hancock County, WV",54029,36743,37882,38346,39954
PCPI23009,"Hancock County, ME",23009,44347,46844,47706,49256
PCPI19081,"Hancock County, IA",19081,50629,51886,47002,49114
PCPI46059,"Hand County, SD",46059,52332,49489,45547,40806
PCPI51085,"Hanover County, VA",51085,51911,55304,56487,58214
PCPI48195,"Hansford County, TX",48195,66123,77749,54723,60759
PCPI46061,"Hanson County, SD",46061,64669,61913,56888,61173
PCPI13143,"Haralson County, GA",13143,31451,32730,33671,35016
PCPI12049,"Hardee County, FL",12049,26213,27916,27133,27559
PCPI48197,"Hardeman County, TX",48197,37966,39231,37846,38151
PCPI47069,"Hardeman County, TN",47069,26488,27362,27962,28730
PCPI17069,"Hardin County, IL",17069,33396,34140,34639,35344
PCPI21093,"Hardin County, KY",21093,38526,39920,40859,42204
PCPI47071,"Hardin County, TN",47071,34983,35854,37026,38149
PCPI39065,"Hardin County, OH",39065,30767,29932,30465,31048
PCPI19083,"Hardin County, IA",19083,48339,47862,45948,47797
PCPI48199,"Hardin County, TX",48199,41272,42948,43581,44456
PCPI46063,"Harding County, SD",46063,65117,58627,49391,48773
